"Open Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM","# of Units","Change Date"
"","14","OC18081192MR","1543","INC","S","839  N Vineyard AVE ","ONTARIO","","4.00 (0 0 0 0)","3,832","$228.34","$875,000","$875,000","","25,500","1963","2","4","05/16/2018"
"","2","OC18086793MR","469","INC","S","725  N Gordon ST ","POMONA","","6.00 (0 0 0 0)","2,764","$208.03","$575,000","$560,000","","11,739","1897","89","4","01/10/2019"
"","1","OC18093479MR","469","INC","S","689  E 8th ST ","POMONA","2","2.00 (2 0 0 0)","1,548","$258.40","$400,000","$400,000","$0.00","7,931","1890","0","1","04/23/2018"
"","17","OC18139760MR","1543","INC","S","207  E Maitland ST ","ONTARIO","","6.00 (0 0 0 0)","4,000","$244.50","$978,000","$970,000","","12,960","2018","33","2","08/01/2018"
"","23","OC18175308MR","1795","INC","S","672   Winn DR ","UPLAND","","3.00 (0 0 0 0)","1,950","$256.36","$499,900","$500,000","$0.00","7,200","1951","5","2","08/24/2018"
"","5","OC18215404MR","1543","INC","S","772  W Sunkist ST ","ONTARIO","","3.00 (0 0 0 0)","2,040","$284.31","$579,999","$542,000","$0.00","6,450","1953","37","3","11/06/2018"
"","1","OC18273140MR","1795","INC","S","91  W 9th ST ","UPLAND","","5.00 (0 0 0 0)","1,699","$482.64","$820,000","$760,000","$0.00","6,348","1906","6","4","05/30/2019"
"","1","OC19117384MR","1543","INC","S","421  W C ST ","ONTARIO","","4.00 (0 0 0 0)","1,496","$367.51","$549,800","$561,000","$0.00","8,496","1920","35","4","07/11/2019"
"","16","OC19127780MR","1795","INC","S","774  N 1st AVE ","UPLAND","","4.00 (0 0 0 0)","2,387","$314.16","$749,900","$748,000","$0.00","7,000","1950","54","3","09/10/2019"
"","17","OC19150339MR","469","INC","S","725  N Gordon ST ","POMONA","","5.00 (0 0 0 0)","2,764","$276.77","$765,000","$799,850","$0.00","11,739","1897","195","4","01/30/2020"
"","5","OC19267126MR","1543","INC","S","1234  W Rosewood CT ","ONTARIO","","8.00 (0 0 0 0)","3,553","$249.93","$888,000","$780,000","","7,560","1962","29","4","02/03/2020"
"","5","OC19267148MR","1543","INC","S","1240  W Rosewood CT ","ONTARIO","","8.00 (0 0 0 0)","3,552","$250","$888,000","$780,000","","7,560","1962","29","4","02/03/2020"
"","40","OC20062001MR","487","INC","S","431  W 7th ST ","CLAREMONT","4","2.00 (1 1 0 0)","1,382","$560.78","$775,000","$757,000","$0.00","7,500","1957","19","","04/28/2020"
"","15","OC20089777MR","1543","INC","S","741  N Vine AVE ","ONTARIO","","2.00 (0 0 0 0)","1,568","$302.74","$474,700","$467,500","$0.00","6,760","1954","127","2","10/27/2020"
"","24","OC20166896MR","1543","INC","S","120  W Bonnie Brae CT ","ONTARIO","","3.00 (0 0 0 0)","2,034","$319.51","$649,888","$650,000","$0.00","8,112","1928","13","2","10/12/2020"
"","6","OC20227934MR","469","INC","S","880  W 7th ST ","POMONA","","2.00 (0 0 0 0)","2,032","$230.81","$469,000","$460,000","","7,375","1960","0","2","01/19/2021"
"","5","OC20230798MR","469","INC","S","880  W 7th ST ","POMONA","4","2.00 (2 0 0 0)","2,032","$230.81","$469,000","$460,000","$0.00","7,375","1960","0","","01/19/2021"
"","4","PW17017706MR","469","INC","S","1435  E Grand AVE ","POMONA","","7.00 (0 0 0 0)","4,156","$240.38","$999,000","$878,500","$0.00","54,915","1948","313","2","11/09/2018"
"","52","PW17251125MR","469","INC","S","11338   Pipeline AVE ","POMONA","","4.00 (0 0 0 0)","1,780","$393.17","$699,835","$635,000","","31,919","1946","30","4","02/18/2018"
"","22","PW18003150MR","469","INC","S","163  E Kingsley AVE ","POMONA","","2.00 (0 0 0 0)","1,180","$343.22","$405,000","$415,000","$0.00","3,905","1923","24","2","02/23/2018"
"","22","PW18003177MR","469","INC","S","163  E Kingsley AVE ","POMONA","2","2.00 (2 0 0 0)","1,180","$343.22","$405,000","$415,000","$0.00","3,905","1923","23","1","02/23/2018"
"","24","PW18006321MR","1543","INC","S","5325   Howard ST ","ONTARIO","","1.00 (0 0 0 0)","1,311","$270.71","$354,900","$215,000","","6,891","1962","20","2","04/03/2018"
"","13","PW18024993MR","2081","INC","S","10262   Rose AVE ","MONTCLAIR","","4.00 (0 0 0 0)","3,654","$205.25","$750,000","$820,000","$0.00","15,960","1963","24","4","05/31/2018"
"","19","PW18025999MR","2081","INC","S","1141  W 6th ST ","POMONA","5","3.00 (3 0 0 0)","1,930","$321.24","$620,000","$620,000","$0.00","6,861","1979","63","1","06/06/2018"
"","4","PW18027887MR","1543","INC","S","1052  E D ST ","ONTARIO","","3.00 (0 0 0 0)","1,682","$258.62","$435,000","$455,000","$0.00","6,300","1955","24","2","04/11/2018"
"","16","PW18029980MR","2081","INC","S","1440  N Gordon ST ","POMONA","","4.00 (0 0 0 0)","1,971","$217.66","$429,000","$400,000","","7,667","1910","22","1","05/16/2018"
"","15","PW18046676MR","469","INC","S","1141  W 6th ST ","POMONA","","3.00 (0 0 0 0)","1,930","$321.24","$620,000","$620,000","","6,861","1979","37","2","05/16/2018"
"","21","PW18110389MR","1543","INC","S","1815  S Euclid AVE ","ONTARIO","","3.00 (0 0 0 0)","2,300","$228.26","$525,000","$550,333","","7,350","1963","85","3","10/28/2018"
"","10","PW18110510MR","1543","INC","S","1012  S Sultana AVE #UNITS A & ","ONTARIO","","2.00 (0 0 0 0)","3,150","$142.54","$449,000","$423,000","$0.00","3,486","1964","17","2","07/18/2018"
"","10","PW18110545MR","1543","INC","S","1016  S Sultana AVE #UNITS A & ","ONTARIO","","2.00 (0 0 0 0)","1,575","$285.08","$449,000","$423,000","","4,316","1964","16","2","07/18/2018"
"","11","PW18110574MR","1543","INC","S","424  E Maitland ST #UNITS A & ","ONTARIO","","2.00 (0 0 0 0)","1,575","$285.08","$449,000","$423,000","$0.00","4,980","1964","17","2","07/18/2018"
"","21","PW18110620MR","1543","INC","S","1811  S Euclid AVE ","ONTARIO","","3.00 (0 0 0 0)","2,300","$228.26","$525,000","$550,333","","7,350","1963","85","3","10/28/2018"
"","17","PW18110648MR","1543","INC","S","114  E Francis ST ","ONTARIO","","4.00 (0 0 0 0)","3,350","$208.96","$700,000","$550,334","","8,466","1961","85","4","10/28/2018"
"","22","PW18116021MR","1543","INC","S","603  E D ST ","ONTARIO","","2.00 (0 0 0 0)","1,566","$273.95","$429,000","$431,000","","5,390","1935","37","2","09/28/2018"
"","22","PW18144292MR","469","INC","S","489  W Holt AVE ","POMONA","","5.00 (0 0 0 0)","2,717","$126.98","$345,000","$560,000","$0.00","9,437","1947","28","4","08/13/2018"
"","2","PW18168408MR","1455","INC","S","10331   Kimberly AVE ","MONTCLAIR","","6.00 (0 0 0 0)","2,504","$249.60","$625,000","$630,000","","8,100","2007","23","2","08/30/2018"
"","3","PW18168433MR","1455","INC","S","10341   Kimberly AVE ","MONTCLAIR","","6.00 (0 0 0 0)","2,504","$249.60","$625,000","$630,000","","8,100","2007","85","2","10/11/2018"
"","1","PW18191972MR","469","INC","S","442  E Monterey AVE ","POMONA","","2.00 (0 0 0 0)","1,774","$225.48","$399,999","$375,000","","6,422","1953","125","2","02/22/2019"
"","36","PW18236836MR","469","INC","S","263  S White AVE ","POMONA","","4.00 (0 0 0 0)","1,799","$216.79","$390,000","$392,120","","7,401","1896","100","3","05/01/2019"
"","11","PW18238433MR","469","INC","S","882  E Phillips BLVD ","POMONA","","4.00 (0 0 0 0)","4,075","$190.18","$775,000","$806,000","$0.00","41,633","1910","1","4","04/27/2021"
"","35","PW18241141MR","1543","INC","S","322  E Park ST ","ONTARIO","","2.00 (0 0 0 0)","1,500","$319.93","$479,900","$470,000","","7,200","1914","37","2","06/20/2019"
"","64","PW18270113MR","469","INC","S","2543   Yorkshire WAY ","POMONA","","6.00 (0 0 0 0)","3,756","$194.36","$730,000","$680,000","","8,983","1964","59","3","02/08/2019"
"","15","PW19018029MR","469","INC","S","240  E Mckinley AVE ","POMONA","","3.00 (0 0 0 0)","1,520","$345.39","$524,999","$520,000","","6,363","1936","158","2","07/23/2019"
"","60","PW19035416MR","469","INC","S","383  E Jefferson AVE ","POMONA","4","3.00 (3 0 0 0)","2,196","$272.31","$598,000","$612,000","$0.00","7,451","1924","25","","04/06/2019"
"","39","PW19036908MR","469","INC","S","383  E Jefferson AVE ","POMONA","","3.00 (0 0 0 0)","2,196","$272.31","$598,000","$612,000","$0.00","7,451","1924","25","2","04/06/2019"
"","3","PW19056761MR","469","INC","S","2369   Angela ST ","POMONA","","8.00 (0 0 0 0)","4,320","$182.64","$789,000","$815,000","$0.00","7,246","1965","48","4","06/30/2019"
"","27","PW19059594MR","469","INC","S","540  W Holt AVE ","POMONA","","4.00 (0 0 0 0)","4,284","$81.65","$349,800","$530,000","","4,977","1949","66","4","05/28/2019"
"","1","PW19075605MR","469","INC","S","1468 1470 S Hamilton BLVD ","POMONA","","2.00 (0 0 0 0)","1,716","$267.48","$459,000","$420,000","$0.00","7,240","1962","46","2","06/14/2019"
"","10","PW19121516MR","469","INC","S","373   San Francisco AVE ","POMONA","","2.00 (0 0 0 0)","1,404","$333.97","$468,888","$540,000","","8,599","1945","15","2","07/27/2019"
"","2","PW19175963MR","1795","INC","S","208  S Campus AVE ","UPLAND","","3.00 (0 0 0 0)","2,150","$253.49","$545,000","$547,000","$0.00","7,862","1955","1","2","10/01/2019"
"","11","PW19228890MR","469","INC","S","2429   Angela ST #4","POMONA","","5.00 (0 0 0 0)","3,970","$197.73","$785,000","$780,000","$0.00","7,169","1964","58","4","01/24/2020"
"","9","PW19268201MR","1543","INC","S","1525  E Fairfield CT ","ONTARIO","","7.00 (0 0 0 0)","4,269","$219.96","$939,000","$930,000","","9,246","1980","37","4","01/29/2020"
"","15","PW19286617MR","469","INC","S","715  N Gibbs ST ","POMONA","","4.00 (0 0 0 0)","3,480","$212.64","$740,000","$705,000","","6,794","1917","211","4","10/23/2020"
"","10","PW19287036MR","1543","INC","S","923  N Vineyard AVE ","ONTARIO","","5.00 (0 0 0 0)","4,000","$275","$1,100,000","$940,000","$0.00","6,627","1963","35","4","04/02/2020"
"","1","PW20017174MR","469","INC","S","1324  E Kingsley AVE ","POMONA","","2.00 (0 0 0 0)","2,008","$248.99","$499,980","$550,000","","20,000","1916","8","2","03/02/2020"
"","36","PW20050617MR","469","INC","S","1191 1193 W 10th  ","POMONA","4","2.00 (2 0 0 0)","1,570","$285.83","$448,750","$445,000","$0.00","6,837","1961","77","","06/09/2020"
"","36","PW20050705MR","469","INC","S","1191 1193 W 10th  ","POMONA","","2.00 (0 0 0 0)","1,570","$285.83","$448,750","$445,000","$0.00","6,837","1961","77","2","06/09/2020"
"","9","PW20096689MR","1795","INC","S","382  N Palm AVE ","UPLAND","","2.00 (0 0 0 0)","1,497","$367.40","$550,000","$550,000","","6,569","1954","23","2","07/31/2020"
"","17","PW20105469MR","1543","INC","S","917  N Vineyard AVE ","ONTARIO","9","5.00 (0 0 0 0)","4,000","$275","$1,100,000","$1,030,000","$0.00","25,500","1963","40","4","10/21/2020"
"","18","PW20166492MR","469","INC","S","406  W Mckinley AVE ","POMONA","","2.00 (0 0 0 0)","2,023","$286.21","$579,000","$635,000","$0.00","7,695","1954","11","2","09/29/2020"
"","13","PW20171966MR","469","INC","S","795 & 793 W 7th ST ","POMONA","","2.00 (0 0 0 0)","1,744","$268.92","$469,000","$480,000","$0.00","7,850","1944","109","2","04/30/2021"
"","30","PW20219068MR","469","INC","S","655  N Towne AVE ","POMONA","","2.00 (0 0 0 0)","1,398","$361.23","$505,000","$525,000","$0.00","10,225","1914","63","1","05/16/2021"
"","53","PW20239096MR","469","INC","S","1040  E Kingsley AVE ","POMONA","","3.00 (0 0 0 0)","1,801","$315.94","$569,000","$613,000","$0.00","10,952","1930","11","3","02/06/2021"
"","1","PW20243012MR","469","INC","S","2347   Angela ST ","POMONA","","4.00 (0 0 0 0)","4,339","$204.89","$889,000","$873,880","","7,159","1965","11","4","01/08/2021"
"","26","PW20250983MR","1543","INC","S","116  W Maitland ST ","ONTARIO","","3.00 (0 0 0 0)","1,250","$372","$465,000","$495,000","$0.00","9,072","1948","12","2","02/09/2021"
"","9","PW21001450MR","1627","INC","S","8711   Lomita DR ","RANCHO CUCAMONGA","","7.00 (0 0 0 0)","3,598","$313.75","$1,128,888","$1,070,013","","10,454","1973","65","4","05/19/2021"
"","1","PW21004137MR","469","INC","S","648   Abbey LN ","POMONA","","3.00 (0 0 0 0)","4,370","$268.65","$1,174,000","$1,150,000","$0.00","7,807","1964","106","5","05/17/2021"
"","34","PW21071930MR","1795","INC","S","530  E 9th ST ","UPLAND","","6.00 (0 0 0 0)","5,438","$242.74","$1,320,000","$1,260,000","","21,000","1954","24","5","05/17/2021"
"","18","PW21080775MR","1543","INC","S","723  W Maitland ST ","ONTARIO","","2.00 (0 0 0 0)","1,868","$347.43","$649,000","$652,000","$0.00","7,938","1962","4","2","05/22/2021"
"","20","PW21082632MR","1543","INC","S","723  W Maitland ST ","ONTARIO","4","2.00 (2 0 0 0)","1,802","$360.16","$649,000","$652,000","$0.00","7,938","1962","5","","05/22/2021"
"","4","RS18021382MR","469","INC","S","809  N Eleanor ST ","POMONA","","1.00 (0 0 0 0)","1,260","$297.62","$375,000","$368,000","","4,312","1924","28","2","06/05/2018"
"","26","RS18297689MR","469","INC","S","963   Price AVE ","POMONA","","5.00 (0 0 0 0)","3,778","$192.96","$729,000","$730,000","$0.00","10,871","1946","74","5","04/25/2019"
"","3","RS20026717MR","469","INC","S","973  N Eleanor ST ","POMONA","","1.00 (0 0 0 0)","1,920","$254.69","$489,000","$494,500","","2,907","1928","8","2","03/19/2020"
"","12","RS21039585MR","469","INC","S","1357   Phillips BLVD ","POMONA","","6.00 (0 0 0 0)","5,336","$234.07","$1,249,000","$1,250,000","","12,350","1997","64","3","05/19/2021"
"","1","SC20246212MR","469","INC","S","2424   Angela ST ","POMONA","","7.00 (0 0 0 0)","3,828","$218.91","$838,000","$800,000","$0.00","7,153","1965","56","4","04/08/2021"
"","3","SR18002718CN","469","INC","S","772  W 9TH ST ","Pomona",""," (0 0 0 0)","2,735","$182.45","$499,000","$575,000","$0.00","8,978","1909","11","2","03/15/2018"
"","1","SR18035407CN","1543","INC","S","813  N CAMPUS AVE ","Ontario",""," (0 0 0 0)","1,452","$247.25","$359,000","$381,000","$0.00","4,600","1956","113","2","06/07/2018"
"","31","SR19274490CN","1543","INC","S","1377  S Sultana AVE ","ONTARIO","4","2.00 (0 0 0 0)","1,560","$319.87","$499,000","$465,000","","7,109","1953","34","2","10/31/2022"
"","15","SR20044290CN","469","INC","S","860  W 7th ST ","POMONA","4","2.00 (0 0 0 0)","1,560","$275.64","$430,000","$407,000","","5,550","1959","68","2","07/16/2020"
"","15","SR20106391CN","469","INC","S","1690  E 7th ST ","POMONA","5","4.00 (4 0 0 0)","2,494","$340.82","$850,000","$825,000","$0.00","37,279","1921","17","","09/14/2020"
"","14","TR17180921MR","1627","INC","S","9417   19th ST ","RANCHO CUCAMONGA","","2.00 (0 0 0 0)","3,600","$361.11","$1,299,999","$1,299,000","$0.00","98,010","1954","44","6","03/08/2019"
"","8","TR17244549MR","469","INC","S","2002   Via Lido PL ","POMONA","6","4.00 (4 0 0 0)","2,044","$283.76","$580,000","$569,000","$0.00","7,703","1962","67","1","04/26/2018"
"","8","TR17245279MR","469","INC","S","2002   Via Lido PL ","POMONA",""," (0 0 0 0)","2,044","$283.76","$580,000","$569,000","","7,703","1962","67","2","04/26/2018"
"","19","TR18008333MR","469","INC","S","804  E 9th ST ","POMONA",""," (0 0 0 0)","3,240","$369.72","$1,197,900","$1,175,000","","14,163","1961","67","5","04/06/2018"
"","11","TR18019211MR","1543","INC","S","3161   INLAND EMPIRE  ","ONTARIO",""," (0 0 0 0)","3,886","$244.47","$950,000","$957,500","","13,386","1987","18","4","03/31/2018"
"","16","TR18027908MR","1543","INC","S","1354   Virginia AVE ","ONTARIO","","4.00 (0 0 0 0)","3,344","$254.19","$850,000","$880,000","$0.00","7,200","1963","14","4","03/18/2018"
"","1","TR18043246MR","1455","INC","S","5193   Canoga ST ","MONTCLAIR",""," (0 0 0 0)","3,968","$216.23","$858,000","$845,000","$0.00","7,320","1964","12","4","04/03/2018"
"","19","TR18060333MR","469","INC","S","576   Texas ST ","POMONA",""," (0 0 0 0)","1,764","$260.20","$459,000","$440,000","$0.00","7,680","1890","117","2","09/20/2018"
"","17","TR18065735MR","469","INC","S","1377   Abbey LN ","POMONA",""," (0 0 0 0)","3,592","$219.65","$789,000","$789,000","","7,430","1961","33","4","05/17/2018"
"","26","TR18081952MR","469","INC","S","2423   Angela ST ","POMONA",""," (0 0 0 0)","3,916","$183.86","$720,000","$765,000","","7,199","1964","16","4","05/30/2018"
"","19","TR18094096MR","469","INC","S","515  E Pasadena ST ","POMONA",""," (0 0 0 0)","4,242","$200.38","$850,000","$835,000","","9,025","1927","8","6","05/18/2018"
"","10","TR18121060MR","1543","INC","S","1036  E Elma ST #A-B-C","ONTARIO",""," (0 0 0 0)","2,175","$298.85","$650,000","$650,000","$0.00","5,292","1962","22","3","06/25/2018"
"","33","TR18143019MR","1543","INC","S","1540  N Hope AVE ","ONTARIO",""," (0 0 0 0)","2,931","$272.91","$799,900","$800,000","$0.00","7,950","2005","6","3","07/31/2018"
"","2","TR18163647MR","1543","INC","S","404  W Phillips ST ","ONTARIO",""," (0 0 0 0)","2,400","$260.42","$625,000","$613,000","$0.00","10,800","1955","43","3","11/27/2018"
"","50","TR18170206MR","469","INC","S","1040  S Park AVE ","POMONA",""," (0 0 0 0)","2,054","$277.51","$570,000","$550,000","$0.00","7,338","2006","11","2","08/09/2018"
"","17","TR18173531MR","469","INC","S","580  E Kingsley AVE ","POMONA",""," (0 0 0 0)","1,500","$320","$480,000","$453,000","","11,097","1921","27","2","10/01/2018"
"","63","TR18176597MR","469","INC","S","275  W Phillips BLVD ","POMONA",""," (0 0 0 0)","1,977","$227.62","$450,000","$450,000","$0.00","6,501","1947","8","3","08/15/2018"
"","2","TR18182901MR","469","INC","S","844  E Mission BLVD ","POMONA",""," (0 0 0 0)","5,351","$165.95","$888,000","$883,000","","12,485","1946","25","6","11/29/2018"
"","16","TR18184732MR","469","INC","S","911  E 6th ST ","POMONA","","4.00 (0 0 0 0)","2,236","$281.22","$628,800","$612,500","$0.00","8,177","1952","93","4","01/08/2019"
"","4","TR18188672MR","469","INC","S","2444   Angela ST ","POMONA",""," (0 0 0 0)","3,818","$198.53","$758,000","$723,000","$0.00","7,241","1963","45","4","09/20/2018"
"","4","TR18189304MR","1543","INC","S","5357   Howard ST #B1.B2","ONTARIO",""," (0 0 0 0)","1,728","$259.26","$448,000","$407,333","$0.00","10,209","1975","38","2","10/16/2018"
"","4","TR18195307MR","1543","INC","S","5357   Howard ST #C1.C2","ONTARIO",""," (0 0 0 0)","1,728","$259.26","$448,000","$407,333","$0.00","10,209","1975","39","2","10/16/2018"
"","5","TR18195325MR","1543","INC","S","5357   Howard ST #D1.D2","ONTARIO",""," (0 0 0 0)","1,728","$259.26","$448,000","$407,333","$0.00","10,168","1975","39","2","10/16/2018"
"","26","TR18203519MR","469","INC","S","911   Sheridan AVE ","POMONA","","4.00 (0 0 0 0)","2,888","$176.59","$510,000","$505,000","$0.00","12,932","1882","151","2","02/22/2019"
"","1","TR18222676MR","469","INC","S","2436   Angela ST ","POMONA","","5.00 (0 0 0 0)","3,970","$193.45","$768,000","$765,000","$0.00","7,200","1964","101","4","03/05/2019"
"","1","TR18243456MR","1543","INC","S","810  E Cedar ST ","ONTARIO","","8.00 (0 0 0 0)","3,937","$273.05","$1,075,000","$1,050,000","$0.00","10,890","1989","120","4","03/14/2019"
"","1","TR18263230MR","1543","INC","S","902  E Elma ST ","ONTARIO",""," (0 0 0 0)","992","$433.47","$430,000","$425,000","$0.00","6,704","1928","0","2","12/21/2018"
"","6","TR18280781MR","1627","INC","S","8768   Lomita DR ","RANCHO CUCAMONGA","","7.00 (0 0 0 0)","3,598","$249.86","$899,000","$899,000","","9,017","1973","41","4","02/26/2019"
"","3","TR18283030MR","1543","INC","S","1120   Elma ST #3","ONTARIO","","3.00 (0 0 0 0)","2,310","$283.98","$656,000","$650,000","","6,300","1955","51","3","04/30/2019"
"","5","TR19046786MR","469","INC","S","321  W 11th ST ","POMONA","","3.00 (0 0 0 0)","2,447","$224.77","$550,000","$520,000","$0.00","7,719","1958","45","2","06/24/2019"
"","68","TR19054825MR","469","INC","S","851  N Caswell AVE ","POMONA","","3.00 (0 0 0 0)","1,940","$288.14","$559,000","$550,000","","8,333","1923","12","3","06/21/2019"
"","27","TR19061644MR","469","INC","S","252  W Willow ST ","POMONA","","2.00 (0 0 0 0)","1,576","$355.20","$559,800","$565,000","","8,022","1946","13","2","05/10/2019"
"","5","TR19063286MR","469","INC","S","729   Washington AVE ","POMONA","","4.00 (0 0 0 0)","3,654","$205.25","$749,990","$785,000","$0.00","6,289","1963","29","4","05/10/2019"
"","1","TR19089185MR","1543","INC","S","520  S Palm AVE ","ONTARIO","","2.00 (0 0 0 0)","1,396","$286.46","$399,900","$411,000","","4,891","1952","13","2","05/21/2019"
"","18","TR19112154MR","1543","INC","S","1205  E 4th ST ","ONTARIO","3","2.00 (2 0 0 0)","1,380","$275.36","$380,000","$399,000","$0.00","5,977","1960","21","","08/14/2019"
"","6","TR19120533MR","1455","INC","S","5140   Canoga ST ","MONTCLAIR","","4.00 (0 0 0 0)","3,422","$233.78","$799,999","$790,000","$0.00","7,590","1961","49","4","08/28/2019"
"","10","TR19162503MR","1543","INC","S","1425   W. Stoneridge CT ","ONTARIO","","3.00 (0 0 0 0)","8,718","$295.94","$2,580,000","$2,500,000","","13,500","1962","100","12","01/30/2020"
"","15","TR19163085MR","1543","INC","S","317  E Belmont ST ","ONTARIO","","1.00 (0 0 0 0)","1,548","$341.02","$527,900","$511,000","$0.00","6,200","1987","47","2","11/12/2019"
"","7","TR19176717MR","469","INC","S","778   Karesh AVE ","POMONA","","4.00 (0 0 0 0)","2,668","$262.37","$700,000","$725,000","$0.00","7,055","1961","8","4","08/27/2019"
"","37","TR19209296MR","1627","INC","S","7433   Napa CT ","RANCHO CUCAMONGA","","7.00 (0 0 0 0)","3,800","$247.11","$939,000","$920,500","","8,295","1976","29","4","10/25/2019"
"","31","TR19210585MR","469","INC","S","757   Karesh AVE ","POMONA","","12.00 (0 0 0 0)","7,676","$310.06","$2,380,000","$2,250,000","","14,231","1960","239","12","02/27/2020"
"","1","TR19226960MR","469","INC","S","1105  E GRAND  ","POMONA","3","3.00 (2 0 1 0)","1,341","$214.77","$288,000","$260,000","$225.00","123,475","1990","39","","11/03/2019"
"","15","TR19256016MR","1795","INC","S","659   Richland ST ","UPLAND","","8.00 (0 0 0 0)","3,200","$308.75","$988,000","$975,000","","8,174","1983","18","4","01/02/2020"
"","2","TR19267774MR","1543","INC","S","720   Hollowell ST ","ONTARIO","","6.00 (0 0 0 0)","3,450","$253.62","$875,000","$875,000","","10,362","1964","1","5","12/11/2019"
"","5","TR19271626MR","1543","INC","S","1507  E Fairfield ST ","ONTARIO","","8.00 (0 0 0 0)","4,269","$234.25","$999,999","$930,000","$0.00","9,246","1980","354","4","12/12/2020"
"","5","TR19271652MR","1543","INC","S","1513  E Fairfield ST ","ONTARIO","","8.00 (0 0 0 0)","4,269","$234.25","$999,999","$930,000","$0.00","9,246","1980","354","4","12/12/2020"
"","22","TR19274503MR","469","INC","S","753  E 7th ST ","POMONA","","2.00 (0 0 0 0)","1,152","$407.12","$469,000","$460,000","$0.00","6,219","1935","231","2","11/01/2020"
"","7","TR19280820MR","1543","INC","S","812  E E ST ","ONTARIO","","2.00 (0 0 0 0)","1,624","$318.97","$518,000","$525,000","","8,673","1951","77","2","04/22/2020"
"","10","TR20099413MR","469","INC","S","543   Washington AVE ","POMONA","","5.00 (0 0 0 0)","2,580","$270.93","$699,000","$714,000","$0.00","5,308","1950","16","4","09/11/2020"
"","20","TR20152063MR","487","INC","S","121  W 10th ST ","CLAREMONT","","2.00 (0 0 0 0)","1,848","$390.69","$722,000","$725,000","","6,702","1948","84","2","10/27/2020"
"","38","TR20152161MR","487","INC","S","131  W 10th ST ","CLAREMONT","","5.00 (0 0 0 0)","3,563","$449.90","$1,603,000","$1,400,000","","14,744","1939","84","5","10/27/2020"
"","2","TR20157796MR","1543","INC","S","834   E. Elma ST, Ontario, Ca 91764  ","ONTARIO","4","3.00 (3 0 0 0)","1,798","$315.91","$568,000","$565,000","$0.00","6,300","1952","35","","10/16/2020"
"","36","TR20183586MR","1543","INC","S","640  E E ST ","ONTARIO","","4.00 (0 0 0 0)","2,961","$266.46","$789,000","$785,000","$0.00","9,558","1917","84","3","12/08/2020"
"","5","TR20199941MR","1543","INC","S","543  W Belmont ST ","ONTARIO","","4.00 (0 0 0 0)","3,686","$230.60","$850,000","$827,000","$0.00","15,540","1960","21","4","12/18/2020"
"","7","TR20200072MR","469","INC","S","724  W 2nd ST ","POMONA","","3.00 (0 0 0 0)","2,978","$218.27","$650,000","$625,000","$0.00","7,761","1902","179","3","05/17/2021"
"","4","TR20203433MR","1543","INC","S","321  N Fern AVE ","ONTARIO","","3.00 (0 0 0 0)","1,448","$324.59","$470,000","$470,000","","7,250","1901","122","3","03/04/2021"
"","19","TR20216453MR","1455","INC","S","4996   Aldina ST ","MONTCLAIR","","2.00 (0 0 0 0)","1,690","$295.27","$499,000","$487,000","$243.00","1,000","2018","88","1","02/09/2021"
"","1","TR21050747MR","469","INC","S","4185  E Grand AVE ","POMONA","","2.00 (0 0 0 0)","1,766","$311.44","$550,000","$545,000","$0.00","7,150","1965","12","2","05/20/2021"
"","10","TR21070956MR","469","INC","S","2161  N Towne AVE ","POMONA","","4.00 (0 0 0 0)","12,298","$195.15","$2,400,000","$2,400,000","","17,060","1962","2","12","04/30/2021"
"","7","WS17205595MR","469","INC","S","741   San Francisco AVE ","POMONA",""," (0 0 0 0)","3,662","$184.33","$675,000","$662,500","","11,755","1925","82","4","01/12/2018"
"","3","WS17205646MR","469","INC","S","753   San Francisco AVE ","POMONA",""," (0 0 0 0)","3,533","$191.06","$675,000","$662,500","","11,165","1946","84","4","01/12/2018"
"","2","WS17277529MR","469","INC","S","2460   Angela ST #C","POMONA",""," (0 0 0 0)","3,818","$189.89","$725,000","$705,000","$0.00","7,126","1963","52","4","04/03/2018"
"","13","WS18062062MR","1543","INC","S","667  E H ST ","ONTARIO",""," (0 0 0 0)","1,735","$258.21","$448,000","$497,000","","6,700","1948","19","2","04/29/2018"
"","16","WS18087536MR","469","INC","S","736  N White AVE ","POMONA",""," (0 0 0 0)","2,182","$263.52","$575,000","$598,000","","8,067","1907","7","2","05/24/2018"
"","9","WS18090895MR","469","INC","S","1182  E Pasadena ST ","POMONA","3","3.00 (3 0 0 0)","1,602","$287.14","$460,000","$431,500","$0.00","6,516","1955","90","1","08/22/2018"
"","9","WS18090904MR","469","INC","S","1182  E Pasadena ST ","POMONA",""," (0 0 0 0)","1,602","$287.14","$460,000","$431,500","","6,516","1955","73","3","07/27/2018"
"","19","WS18098118MR","469","INC","S","1336  S Hamilton BLVD ","POMONA",""," (0 0 0 0)","1,592","$251.19","$399,900","$425,000","","7,805","1902","6","2","05/24/2018"
"","3","WS18203373MR","1455","INC","S","10430   Amherst AVE #4","MONTCLAIR",""," (0 0 0 0)","3,994","$197.80","$790,000","$790,000","","7,200","1963","11","4","11/07/2018"
"","24","WS18237051MR","487","INC","S","235   Marywood AVE ","CLAREMONT",""," (0 0 0 0)","2,200","$250","$550,000","$550,000","$305.00","3,053","1964","5","2","10/23/2018"
