"Open Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM","# of Units","Change Date"
"","31","CV20072519MR","1543","INC","S","561  W I ST ","ONTARIO","","3.00 (0 0 0 0)","2,000","$249.95","$499,900","$475,000","$0.00","8,712","1941","104","3","07/31/2020"
"","36","CV20073656MR","1543","INC","S","1619  S Pleasant AVE ","ONTARIO","","3.00 (0 0 0 0)","2,178","$321.35","$699,900","$699,000","$0.00","6,030","1952","89","2","08/10/2020"
"","35","CV20074013MR","487","INC","S","487  W 6th ST ","CLAREMONT","","4.00 (0 0 0 0)","3,457","$390.08","$1,348,500","$1,348,500","$0.00","9,000","1928","11","2","06/12/2020"
"","30","CV20074926MR","469","INC","S","259  W Willow ST ","POMONA","","3.00 (0 0 0 0)","1,771","$338.79","$599,990","$590,000","","7,503","1949","56","2","05/20/2020"
"","49","CV20094889MR","1543","INC","S","324  W H ST ","ONTARIO","7","3.00 (3 0 0 0)","3,894","$171.80","$669,000","$669,000","$0.00","11,248","1916","57","","11/11/2020"
"","8","CV20108510MR","469","INC","S","235  E Franklin AVE ","POMONA","","1.00 (0 0 0 0)","1,350","$406.67","$549,000","$490,000","$0.00","18,116","1957","63","1","09/23/2020"
"","25","CV20115883MR","487","INC","S","1120  N College AVE ","CLAREMONT","9","7.00 (7 0 0 0)","5,056","$365.90","$1,850,000","$1,800,000","$0.00","15,000","1905","2","","07/10/2020"
"","25","CV20115920MR","487","INC","S","1120  N College AVE ","CLAREMONT","","9.00 (0 0 0 0)","5,056","$365.90","$1,850,000","$1,800,000","$0.00","15,000","1905","2","3","07/10/2020"
"","42","CV20117699MR","1627","INC","S","9180   19th ST ","ALTA LOMA","5","4.00 (0 0 0 0)","2,402","$332.22","$798,000","$789,000","$0.00","9,028","1958","32","2","11/18/2020"
"","34","CV20120766MR","469","INC","S","1180  N White AVE ","POMONA","3","2.00 (0 0 0 0)","2,231","$336.17","$750,000","$660,000","$0.00","11,453","1946","27","2","08/07/2020"
"","65","CV20136647MR","1543","INC","S","542  W BELMONT ST ","ONTARIO","","3.00 (0 0 0 0)","1,746","$323.60","$565,000","$575,000","$0.00","7,700","1960","9","2","09/11/2020"
"","3","CV20145755MR","1795","INC","S","2480   Electric AVE ","UPLAND","","4.00 (0 0 0 0)","3,264","$290.75","$949,000","$910,000","$0.00","15,000","1962","231","3","04/07/2021"
"","24","CV20149613MR","1543","INC","S","329  W Ralston ST ","ONTARIO","","2.00 (0 0 0 0)","1,436","$347.49","$498,999","$525,500","$0.00","8,586","1945","74","2","04/01/2021"
"","23","CV20150984MR","1543","INC","S","540  W D ST ","ONTARIO","","1.00 (0 0 0 0)","6,264","$263.41","$1,650,000","$1,625,000","","22,572","1961","184","7","04/15/2021"
"","16","CV20160414MR","1543","INC","S","1215  S Bonita CT #4","ONTARIO","","1.00 (0 0 0 0)","3,053","$266.92","$814,900","$775,000","$0.00","10,800","1962","75","4","11/23/2020"
"","13","CV20160963MR","1543","INC","S","423  W I ST ","ONTARIO","","3.00 (0 0 0 0)","2,015","$322.08","$649,000","$650,000","","9,408","1953","62","3","11/19/2020"
"","11","CV20169274MR","1455","INC","S","10382   Lehigh AVE ","MONTCLAIR","","2.00 (0 0 0 0)","1,800","$297.22","$535,000","$530,000","","7,254","1962","83","2","01/21/2021"
"","17","CV20170034MR","1543","INC","S","1024  W El Morado CT ","ONTARIO","","4.00 (0 0 0 0)","2,674","$243.08","$650,000","$640,000","","8,320","1962","40","3","11/17/2020"
"","12","CV20171955MR","1455","INC","S","10382   Lehigh AVE ","MONTCLAIR","4","2.00 (2 0 0 0)","1,800","$297.22","$535,000","$530,000","$0.00","7,254","1962","75","","01/21/2021"
"","1","CV20183110MR","469","INC","S","2417   HIGHLAND PNES ","POMONA","","3.00 (0 0 0 0)","1,561","$304.29","$475,000","$460,000","","4,495","1991","63","1","02/18/2021"
"","16","CV20187741MR","1455","INC","S","4385   Kingsley ST ","MONTCLAIR","","6.00 (0 0 0 0)","2,560","$253.87","$649,900","$625,000","$0.00","7,062","1978","16","2","11/14/2020"
"","25","CV20191750MR","469","INC","S","404   Chester PL ","POMONA","","3.00 (0 0 0 0)","1,729","$341.18","$589,900","$620,000","$0.00","6,538","1938","13","3","10/28/2020"
"","8","CV20194718MR","469","INC","S","3844  E 9th ST ","POMONA","","6.00 (0 0 0 0)","3,000","$331.67","$995,000","$950,000","","13,720","1944","16","6","11/12/2020"
"","6","CV20194737MR","1543","INC","S","527  S Laurel AVE ","ONTARIO","","3.00 (0 0 0 0)","1,928","$337.14","$650,000","$625,000","","6,480","1909","8","3","11/06/2020"
"","29","CV20208912MR","469","INC","S","894   Washington AVE ","POMONA","","2.00 (0 0 0 0)","1,327","$391.86","$520,000","$495,000","$0.00","6,770","1946","56","2","01/04/2021"
"","41","CV20209786MR","1795","INC","S","1509   Corte Hacienda  ","UPLAND","","3.00 (0 0 0 0)","1,522","$239.82","$365,000","$367,000","$275.00","1,522","1982","7","1","11/07/2020"
"","31","CV20214478MR","469","INC","S","1191 1193 W 10th ST ","POMONA","","2.00 (0 0 0 0)","1,570","$382.10","$599,900","$614,000","","7,000","1961","3","2","12/10/2020"
"","8","CV20215693MR","1543","INC","S","403  E Acacia ST ","ONTARIO","","9.00 (0 0 0 0)","5,180","$337.84","$1,750,000","$1,750,000","","23,850","1950","9","9","12/28/2020"
"","5","CV20219417MR","1795","INC","S","969   Springfield ST ","UPLAND","","7.00 (0 0 0 0)","4,028","$270.11","$1,088,000","$1,030,000","$0.00","7,800","1966","33","4","02/12/2021"
"","12","CV20219664MR","1795","INC","S","910  W Pine ST ","UPLAND","","477.00 (0 0 0 0)","4,028","$273.09","$1,100,000","$1,050,000","$0.00","8,820","1967","5","4","12/24/2020"
"","12","CV20220446MR","1543","INC","S","324  W Park ST ","ONTARIO","","5.00 (0 0 0 0)","4,360","$309.63","$1,350,000","$1,400,000","","10,220","1963","14","5","12/14/2020"
"","52","CV20227809MR","1543","INC","S","321  E F ST ","ONTARIO","6","3.00 (3 0 0 0)","2,348","$313.03","$735,000","$707,300","$0.00","8,554","1953","59","","02/04/2021"
"","53","CV20228160MR","1543","INC","S","321  E F ST ","ONTARIO","","3.00 (0 0 0 0)","2,348","$313.03","$735,000","$707,300","$0.00","8,554","1953","59","3","02/04/2021"
"","30","CV20231677MR","1543","INC","S","323  E Ralston ST ","ONTARIO","","2.00 (0 0 0 0)","2,034","$285.15","$580,000","$595,000","$0.00","6,200","1981","8","2","01/30/2021"
"","11","CV20234015MR","1543","INC","S","947  E 6th ST ","ONTARIO","","1.00 (0 0 0 0)","1,424","$431.88","$615,000","$585,000","$0.00","22,248","1947","45","1","01/22/2021"
"","7","CV20234219MR","469","INC","S","11108   Chico AVE ","POMONA","","3.00 (0 0 0 0)","576","$485.94","$279,900","$225,000","$0.00","6,080","1945","98","3","03/31/2021"
"","6","CV20240342MR","1627","INC","S","10371   24th ST ","RANCHO CUCAMONGA","","2.00 (0 0 0 0)","1,600","$374.38","$599,000","$575,000","","7,500","1961","19","2","01/26/2021"
"","8","CV20245235MR","469","INC","S","237   S Hamilton blvd ","POMONA","","2.00 (0 0 0 0)","2,130","$274.65","$585,000","$595,000","","3,778","1913","60","2","04/10/2021"
"","26","CV20245657MR","1795","INC","S","1033   Springfield ST ","UPLAND","","7.00 (0 0 0 0)","4,028","$273.09","$1,100,000","$1,105,000","$0.00","8,060","1965","81","4","05/15/2021"
"","38","CV20250976MR","1543","INC","S","217  E BELMONT  ","ONTARIO","","4.00 (0 0 0 0)","2,070","$332.85","$689,000","$660,000","$0.00","5,913","2020","9","2","01/25/2021"
"","64","CV20254469MR","1543","INC","S","427  E 4th ST ","ONTARIO","","3.00 (0 0 0 0)","2,501","$275.49","$689,000","$728,000","","7,952","1943","14","2","01/15/2021"
"","1","CV20254570MR","469","INC","S","1388  S Thomas ST ","POMONA","","2.00 (0 0 0 0)","1,575","$346.03","$545,000","$545,000","$0.00","5,571","1963","2","2","01/26/2021"
"","23","CV21000664MR","1543","INC","S","902  E Deodar ST ","ONTARIO","","4.00 (0 0 0 0)","3,480","$285.63","$994,000","$1,005,000","$0.00","13,100","1962","29","4","05/11/2021"
"","70","CV21014495MR","1795","INC","S","270  S 1st AVE ","UPLAND","4","2.00 (2 0 0 0)","2,107","$289.46","$609,900","$610,000","$0.00","7,000","1952","3","","02/12/2021"
"","7","CV21014982MR","1795","INC","S","425  N 11th AVE ","UPLAND","","3.00 (0 0 0 0)","9,425","$294.96","$2,780,000","$2,700,000","","14,416","1952","34","13","04/30/2021"
"","61","CV21015805MR","469","INC","S","329  E KINGSLEY  ","POMONA","","3.00 (0 0 0 0)","2,080","$384.04","$798,800","$750,000","","9,897","1925","24","3","04/05/2021"
"","13","CV21016515MR","469","INC","S","1578  S Garey AVE ","POMONA","","4.00 (0 0 0 0)","3,612","$232.28","$839,000","$815,000","","10,568","1963","35","4","04/13/2021"
"","17","CV21023274MR","1795","INC","S","14  W Arrow  ","UPLAND","","3.00 (0 0 0 0)","2,201","$299.41","$659,000","$710,000","$0.00","6,808","1951","4","3","03/29/2021"
"","","CV21026190MR","1795","INC","S","438   silverwood  #4","UPLAND","","8.00 (0 0 0 0)","4,000","$256.25","$1,025,000","$965,000","","8,712","1964","57","4","05/21/2021"
"","5","CV21028608MR","469","INC","S","1025   W 3RD AVE ","POMONA","","3.00 (0 0 0 0)","2,261","$296.28","$669,900","$695,000","","6,468","1916","4","3","03/21/2021"
"","7","CV21040696MR","1543","INC","S","616   HOLT BLVD ","ONTARIO","","2.00 (0 0 0 0)","1,454","$343.19","$499,000","$425,000","","5,053","1916","21","2","05/11/2021"
"","32","CV21050894MR","1627","INC","S","9420   LOMITA  ","RANCHO CUCAMONGA","4","2.00 (2 0 0 0)","1,682","$386.44","$650,000","$650,000","$0.00","9,989","1956","6","","04/30/2021"
"","1","CV21062406MR","1543","INC","S","400  W Nevada ST ","ONTARIO","","3.00 (0 0 0 0)","1,881","$318.93","$599,900","$605,000","","6,750","1953","0","3","03/25/2021"
"","30","CV21064324MR","1543","INC","S","918  S Palm AVE ","ONTARIO","","3.00 (0 0 0 0)","2,250","$319.96","$719,900","$725,000","","9,072","1953","8","3","04/30/2021"
"","9","DW18004767MR","469","INC","S","1007  W Phillips BLVD ","POMONA","","2.00 (0 0 0 0)","1,658","$301.57","$500,000","$495,000","$0.00","7,986","1944","8","2","02/23/2018"
"","27","DW18030914MR","1543","INC","S","528   Lynn Haven ST #2","ONTARIO","","2.00 (0 0 0 0)","1,710","$260.23","$445,000","$445,000","$0.00","6,240","1923","63","2","05/09/2018"
"","20","DW18269849MR","469","INC","S","2535   Yorkshire WAY ","POMONA","","6.00 (0 0 0 0)","3,756","$207.67","$780,000","$724,000","","9,002","1964","84","3","03/22/2019"
"","1","DW18293779MR","1543","INC","S","738  W Carlton ST ","ONTARIO","","2.00 (0 0 0 0)","1,680","$230.95","$388,000","$373,000","","13,100","1947","2","2","01/25/2019"
"","43","DW19147562MR","1795","INC","S","1295  N Tulare WAY ","UPLAND","","5.00 (0 0 0 0)","2,304","$290.36","$669,000","$685,000","","10,472","1957","6","2","08/01/2019"
"","44","DW19161594MR","469","INC","S","1758   American AVE ","POMONA","","3.00 (0 0 0 0)","1,780","$320.22","$570,000","$595,000","","8,506","1948","32","2","09/27/2019"
"","4","DW19250694MR","1543","INC","S","809  E 6th ST ","ONTARIO","","2.00 (0 0 0 0)","1,507","$376.91","$568,000","$570,000","","26,757","1936","3","2","01/18/2020"
"","8","DW20016292MR","1543","INC","S","10785   Vernon AVE ","ONTARIO","","2.00 (0 0 0 0)","1,374","$345.71","$475,000","$480,000","","17,700","1955","10","2","03/20/2020"
"","28","DW20066478MR","1455","INC","S","9473   Mills AVE ","MONTCLAIR","","4.00 (0 0 0 0)","3,592","$235.24","$845,000","$860,000","$0.00","9,660","1962","51","4","06/30/2020"
"","6","DW20207638MR","469","INC","S","2446   Angela ST ","POMONA","","5.00 (0 0 0 0)","3,818","$201.68","$770,000","$770,000","","7,177","1963","2","4","01/14/2021"
"","2","DW20252528MR","469","INC","S","1041  W 3rd ST ","POMONA","2","2.00 (2 0 0 0)","1,148","$378.92","$435,000","$450,000","$0.00","6,783","1913","21","","03/23/2021"
"","30","EV18143399MR","1455","INC","S","4831   Kingsley ST ","MONTCLAIR","","2.00 (0 0 0 0)","1,750","$300","$525,000","$510,000","$0.00","7,200","1960","32","2","08/28/2018"
"","11","EV19008638MR","1543","INC","S","326  N Begonia AVE ","ONTARIO","","2.00 (0 0 0 0)","4,464","$179.21","$800,000","$770,000","","7,995","1964","145","4","07/31/2019"
"","6","EV19008793MR","1455","INC","S","4792   Canoga ST ","MONTCLAIR","","4.00 (0 0 0 0)","4,288","$186.57","$800,000","$775,000","","7,642","1964","97","4","05/31/2019"
"","37","EV19057174MR","1795","INC","S","456  N 2nd AVE ","UPLAND","","3.00 (0 0 0 0)","2,159","$259.15","$559,500","$540,000","$0.00","7,500","1900","49","2","06/26/2019"
"","3","EV19138576MR","1795","INC","S","121   Wiseman WAY ","UPLAND","","6.00 (0 0 0 0)","4,109","$267.71","$1,100,000","$1,055,000","$0.00","11,933","1985","20","4","08/29/2019"
"","24","EV19247790MR","469","INC","S","2412   Angela ST ","POMONA","","7.00 (0 0 0 0)","3,970","$195.21","$775,000","$775,000","","7,177","1964","38","4","01/23/2020"
"","2","EV21017636MR","1543","INC","S","530  S Euclid AVE ","ONTARIO","","2.00 (0 0 0 0)","1,748","$340.39","$595,000","$605,000","","6,345","1912","8","2","04/05/2021"
"","27","EV21047788MR","1795","INC","S","263  S 3rd AVE ","UPLAND","","3.00 (0 0 0 0)","1,850","$350.81","$649,000","$700,000","","6,961","1955","1","3","03/27/2021"
"","9","IG18017832MR","1543","INC","S","405  E Belmont ST ","ONTARIO","","2.00 (0 0 0 0)","1,548","$310.08","$480,000","$452,000","","6,200","1989","3","2","03/27/2018"
"","11","IG18019209MR","1543","INC","S","412  E Carlton ST ","ONTARIO","","2.00 (0 0 0 0)","1,904","$231.09","$440,000","$448,000","$0.00","7,296","1988","8","2","03/15/2018"
"","7","IG18045341MR","1543","INC","S","757  E F ST ","ONTARIO","5","3.00 (0 0 0 0)","2,352","$255.10","$600,000","$608,000","$0.00","8,544","1961","7","3","03/30/2018"
"","9","IG18103535MR","1543","INC","S","1412  E D ST ","ONTARIO","","6.00 (0 0 0 0)","4,049","$244.21","$988,800","$1,020,000","","10,720","1979","53","4","07/20/2018"
"","1","IG18106705MR","469","INC","S","577   Laurel AVE ","POMONA","","2.00 (0 0 0 0)","1,290","$348.84","$450,000","$455,000","$0.00","7,680","1885","7","2","08/01/2018"
"","52","IG18109147MR","1543","INC","S","640  E E ST ","ONTARIO","","4.00 (0 0 0 0)","2,961","$227.96","$675,000","$658,000","$0.00","9,558","1917","136","3","11/05/2018"
"","57","IG18136920MR","1543","INC","S","640  E E ST ","ONTARIO","7","4.00 (4 0 0 0)","2,961","$227.96","$675,000","$658,000","$0.00","9,558","1917","136","3","11/05/2018"
"","6","IG18149737MR","1543","INC","S","528  W Maitland  ","ONTARIO","","3.00 (0 0 0 0)","2,496","$260.02","$649,000","$650,000","$0.00","9,072","1970","3","3","07/30/2018"
"","9","IG18156909MR","1543","INC","S","1216  W Rosewood CT ","ONTARIO","","8.00 (0 0 0 0)","3,552","$242.09","$859,900","$870,000","$0.00","7,320","1962","13","4","08/13/2018"
"","5","IG18174105MR","1543","INC","S","115  E Nevada ST ","ONTARIO","","2.00 (0 0 0 0)","1,344","$297.54","$399,900","$375,000","","9,750","1952","221","2","06/01/2019"
"","29","IG18225030MR","469","INC","S","395  W Grand AVE ","POMONA","6","3.00 (3 0 0 0)","2,340","$251.66","$588,888","$615,000","$0.00","6,267","1962","3","3","10/25/2018"
"","29","IG18225042MR","469","INC","S","395  W Grand AVE ","POMONA","","1.00 (0 0 0 0)","1","$588,888","$588,888","$615,000","$0.00","6,267","1962","3","3","10/25/2018"
"","3","IG18234156MR","1455","INC","S","4662   Canoga ST ","MONTCLAIR","","7.00 (0 0 0 0)","4,706","$180.62","$850,000","$825,000","","7,316","1964","31","4","01/09/2019"
"","27","IG18242348MR","469","INC","S","858  N Garey AVE ","POMONA","","2.00 (0 0 0 0)","1,692","$227.54","$385,000","$422,500","$0.00","11,921","1903","21","2","12/21/2018"
"","4","IG18242756MR","1795","INC","S","594  N Campus AVE ","UPLAND","","3.00 (0 0 0 0)","2,038","$279.69","$570,000","$435,000","$0.00","6,980","1940","53","2","01/30/2019"
"","22","IG18254619MR","1543","INC","S","1006   E ST ","ONTARIO","","2.00 (0 0 0 0)","1,674","$265.83","$445,000","$440,000","","8,845","1956","45","2","02/18/2019"
"","8","IG19206789MR","1543","INC","S","3221   Triumph LN #4","ONTARIO","","6.00 (0 0 0 0)","3,989","$323.39","$1,290,000","$1,125,300","$36.00","11,324","1987","156","4","03/31/2020"
"","22","IG20252885MR","1627","INC","S","8334   Branchwood PL ","RANCHO CUCAMONGA","","2.00 (0 0 0 0)","1,167","$299.91","$350,000","$348,000","$350.00","","1984","67","1","03/29/2021"
"","1","IN18106203MR","469","INC","S","565  N Gordon ST ","POMONA","","2.00 (0 0 0 0)","1,431","$245.98","$352,000","$350,000","","7,142","1902","176","2","01/15/2019"
"","43","IV17152737MR","1627","INC","S","7432   Napa CT ","RANCHO CUCAMONGA","","5.00 (0 0 0 0)","3,746","$245.59","$919,990","$845,000","$504.00","9,250","1976","132","4","02/20/2018"
"","4","IV17247651MR","469","INC","S","1760   Cordova ST ","POMONA","","2.00 (0 0 0 0)","4,350","$205.75","$895,000","$842,500","","8,187","1959","7","6","03/26/2018"
"","13","IV17249487MR","469","INC","S","1057  S Thomas ST ","POMONA","","4.00 (0 0 0 0)","2,272","$263.64","$599,000","$560,500","","7,880","1989","55","2","02/22/2018"
"","11","IV17262560MR","1627","INC","S","10233   26th ST ","RANCHO CUCAMONGA","3","2.00 (2 0 0 0)","1,250","$319.92","$399,900","$415,000","$0.00","7,500","1946","9","1","01/25/2018"
"","19","IV17274231MR","1543","INC","S","410  W 6th ST ","ONTARIO",""," (0 0 0 0)","4,290","$145.69","$625,000","$610,000","","11,400","1973","152","0","06/08/2018"
"","8","IV18022370MR","1543","INC","S","212  E Sunkist ST #A & B","ONTARIO","","2.00 (0 0 0 0)","1,280","$320.31","$409,999","$400,000","","7,200","1928","44","2","05/21/2018"
"","2","IV18045641MR","469","INC","S","11399   Wesley AVE ","POMONA","","2.00 (0 0 0 0)","1,696","$271.23","$460,000","$460,000","","7,560","1965","0","3","02/27/2018"
"","4","IV18054707MR","1795","INC","S","448   Fairwood WAY ","UPLAND","","8.00 (0 0 0 0)","4,028","$248.01","$999,000","$900,000","$0.00","9,065","1964","63","4","06/15/2018"
"","33","IV18058514MR","1543","INC","S","2137   Magnolia AVE ","ONTARIO","","1.00 (0 0 0 0)","918","$310.46","$285,000","$278,000","$265.00","918","1973","34","1","05/04/2018"
"","3","IV18065915MR","1627","INC","S","8783   Center AVE ","RANCHO CUCAMONGA","","2.00 (0 0 0 0)","1,320","$321.97","$425,000","$415,000","","6,250","1938","35","2","07/03/2018"
"","3","IV18069263MR","469","INC","S","138  E Alvarado ST ","POMONA","","2.00 (0 0 0 0)","2,307","$234.07","$540,000","$505,000","","8,268","1938","53","3","06/11/2018"
"","2","IV18069653MR","469","INC","S","142  E Alvarado ST ","POMONA","","2.00 (0 0 0 0)","2,181","$236.13","$515,000","$505,000","","8,605","1952","53","3","06/11/2018"
"","8","IV18079849MR","1543","INC","S","630  E E ST ","ONTARIO","","1.00 (0 0 0 0)","824","$625","$515,000","$510,000","","3,542","1954","10","0","05/11/2018"
"","22","IV18099082MR","1543","INC","S","812  E E ST ","ONTARIO","","2.00 (0 0 0 0)","1,624","$255.54","$415,000","$406,000","","8,673","1951","68","2","07/23/2018"
"","12","IV18120281MR","469","INC","S","657  E Jefferson AVE ","POMONA","","2.00 (0 0 0 0)","1,718","$319.56","$549,000","$535,000","","6,302","1941","112","2","12/12/2018"
"","4","IV18130114MR","1795","INC","S","790   1st AVE ","UPLAND","","2.00 (0 0 0 0)","1,982","$278.76","$552,500","$552,500","","8,820","1926","39","2","10/01/2018"
"","1","IV18132426MR","1455","INC","S","10376 & 10386  Fremont AVE ","MONTCLAIR","","2.00 (0 0 0 0)","2,080","$240.38","$500,000","$500,000","$0.00","8,255","1955","3","2","07/13/2018"
"","16","IV18144813MR","469","INC","S","2378   Chanslor ST ","POMONA","","5.00 (0 0 0 0)","3,916","$188.40","$737,777","$730,000","$0.00","7,175","1964","21","4","08/01/2018"
"","48","IV18199557MR","1543","INC","S","116  W Elm ST ","ONTARIO","","1.00 (0 0 0 0)","1,400","$292.78","$409,888","$400,000","","9,112","1965","22","2","10/29/2018"
"","9","IV18204285MR","1543","INC","S","637  W Nevada ST ","ONTARIO","","2.00 (0 0 0 0)","1,500","$280.67","$421,000","$415,000","","7,546","1960","21","2","10/13/2018"
"","38","IV18208094MR","1543","INC","S","116  W Elm ST ","ONTARIO","2","2.00 (2 0 0 0)","1,400","$292.78","$409,888","$400,000","$0.00","9,112","1965","13","1","10/29/2018"
"","8","IV18218253MR","469","INC","S","631  E Pasadena ST ","POMONA","","2.00 (0 0 0 0)","2,250","$200","$450,000","$435,000","$0.00","8,425","1921","5","2","11/01/2018"
"","8","IV18238177MR","1543","INC","S","1454  W Stoneridge CT ","ONTARIO","","3.00 (0 0 0 0)","1,980","$277.22","$548,888","$550,000","$158.00","13,320","1959","9","4","11/16/2018"
"","2","IV18239899MR","469","INC","S","548  W Center ST ","POMONA","","6.00 (0 0 0 0)","2,716","$194.96","$529,500","$530,000","","9,335","1925","210","6","07/03/2019"
"","11","IV18285184MR","1795","INC","S","571   Richland ST ","UPLAND","","2.00 (0 0 0 0)","16,719","$245.23","$4,100,000","$4,000,000","","18,295","1965","203","18","10/08/2019"
"","16","IV19001804MR","1543","INC","S","403  W Park ST ","ONTARIO","","4.00 (0 0 0 0)","2,066","$232.33","$480,000","$530,000","","7,350","1923","17","4","02/23/2019"
"","2","IV19005568MR","1543","INC","S","1019 & 1021 S Cypress AVE ","ONTARIO","","2.00 (0 0 0 0)","1,416","$317.80","$450,000","$415,000","$0.00","6,250","1953","139","2","05/31/2019"
"","2","IV19005577MR","1543","INC","S","1023 & 1025 S Cypress AVE ","ONTARIO","","2.00 (0 0 0 0)","1,416","$317.80","$450,000","$415,000","$0.00","6,250","1953","139","2","05/31/2019"
"","15","IV19027124MR","487","INC","S","631   Harvard AVE ","CLAREMONT","","6.00 (0 0 0 0)","4,286","$326.64","$1,400,000","$1,350,000","$0.00","7,700","1964","16","3","04/23/2019"
"","48","IV19054122MR","1795","INC","S","260  S 2nd AVE ","UPLAND","","2.00 (0 0 0 0)","1,617","$303.03","$489,999","$489,999","","7,500","1920","15","2","04/30/2019"
"","7","IV19058582MR","1795","INC","S","61  E 24th ST ","UPLAND","","3.00 (0 0 0 0)","2,660","$262.74","$698,888","$675,000","$0.00","13,848","1949","35","3","06/19/2019"
"","4","IV19069883MR","469","INC","S","458  W Monterey AVE ","POMONA","","4.00 (0 0 0 0)","4,256","$152.73","$650,000","$640,000","","6,779","1910","9","4","05/16/2019"
"","17","IV19088162MR","1795","INC","S","1396  N 1st AVE ","UPLAND","","3.00 (0 0 0 0)","2,031","$319.99","$649,900","$650,000","","10,905","1955","15","4","06/29/2019"
"","22","IV19148921MR","1795","INC","S","1226  W 11th ST ","UPLAND","","2.00 (0 0 0 0)","4,024","$248.51","$999,999","$975,000","$0.00","7,768","1964","21","4","08/21/2019"
"","25","IV19149061MR","1795","INC","S","1232  W 11th ST ","UPLAND","","2.00 (0 0 0 0)","4,024","$248.51","$999,999","$975,000","$0.00","7,814","1964","21","4","08/21/2019"
"","22","IV19168949MR","1627","INC","S","10191   Baseline RD ","ALTA LOMA","","3.00 (0 0 0 0)","1,630","$1,211.66","$1,975,000","$1,815,000","$0.00","95,832","1959","7","2","09/10/2019"
"","12","IV19186458MR","469","INC","S","11360   Wesley AVE ","POMONA","","2.00 (0 0 0 0)","1,766","$294.39","$519,900","$519,900","","7,200","1964","2","2","09/12/2019"
"","20","IV19274077MR","1543","INC","S","1241  E Nocta ST ","ONTARIO","","2.00 (0 0 0 0)","1,768","$287.05","$507,500","$497,500","$0.00","8,212","1963","43","2","02/21/2020"
"","10","IV19274707MR","1543","INC","S","1247  E Nocta ST ","ONTARIO","","2.00 (0 0 0 0)","1,768","$274.32","$484,999","$475,000","$0.00","8,212","1963","129","2","08/24/2020"
"","4","IV19276871MR","1543","INC","S","755  N Palmetto AVE ","ONTARIO","","3.00 (0 0 0 0)","2,652","$201.73","$535,000","$573,000","$0.00","7,590","1966","6","3","02/07/2020"
"","2","IV20001621MR","1543","INC","S","1221   4th  ","ONTARIO","","8.00 (0 0 0 0)","3,552","$247.75","$880,000","$842,000","","7,200","1962","161","4","09/24/2020"
"","2","IV20002349MR","1543","INC","S","1227   4th  ","ONTARIO","","8.00 (0 0 0 0)","3,552","$247.75","$880,000","$842,000","","7,200","1962","264","4","12/01/2020"
"","2","IV20005002MR","1543","INC","S","1248   J  ","ONTARIO","","8.00 (0 0 0 0)","3,552","$247.75","$880,000","$820,000","","7,378","1962","166","4","07/29/2020"
"","18","IV20041210MR","1455","INC","S","4531   KINGSLEY ST ","MONTCLAIR","","2.00 (0 0 0 0)","1,728","$318.23","$549,900","$530,000","","7,200","1963","150","2","08/13/2020"
"","8","IV20053951MR","1543","INC","S","937  S Taylor  ","ONTARIO","","2.00 (0 0 0 0)","510","$774.51","$395,000","$430,000","$0.00","8,036","1949","4","2","04/25/2020"
"","50","IV20172701MR","1795","INC","S","1620  N 2nd AVE ","UPLAND","","3.00 (0 0 0 0)","2,689","$278.91","$749,999","$737,100","$0.00","11,180","1961","9","2","09/11/2020"
"","3","IV20173893MR","1543","INC","S","743  N Palmetto AVE ","ONTARIO","","3.00 (0 0 0 0)","2,652","$244.72","$649,000","$650,000","$0.00","7,296","1963","2","3","10/02/2020"
"","12","IV20187615MR","1543","INC","S","312  N Beverly CT ","ONTARIO","","1.00 (0 0 0 0)","2,340","$267.09","$624,999","$630,000","$0.00","8,400","1952","9","3","10/21/2020"
"","32","IV20188693MR","1543","INC","S","2112  S Oaks AVE ","ONTARIO","4","2.00 (2 0 0 0)","2,152","$320.63","$690,000","$725,000","$0.00","43,560","1920","12","","12/07/2020"
"","36","IV20199960MR","1543","INC","S","3124   Jaguar WAY ","ONTARIO","","10.00 (0 0 0 0)","3,950","$329.11","$1,300,000","$1,125,000","$70.00","9,864","1990","31","4","02/03/2021"
"","28","IV20239483MR","1455","INC","S","5163   Kingsley ST ","MONTCLAIR","","1.00 (0 0 0 0)","1,680","$285.71","$480,000","$420,000","$0.00","7,728","1959","57","2","03/23/2021"
"","2","MB19084905MR","1543","INC","S","10856  S Central AVE ","ONTARIO","","2.00 (0 0 0 0)","1,700","$276.41","$469,900","$480,000","$0.00","6,750","1924","25","2","07/23/2019"
"","38","MB20170011MR","469","INC","S","873  S Towne  ","POMONA","","2.00 (0 0 0 0)","1,700","$387.65","$659,000","$680,000","","13,546","1946","43","2","11/19/2020"
"","16","OC15171846MR","469","INC","S","706  N Park AVE ","POMONA","","5.00 (0 0 0 0)","3,132","$201.15","$630,000","$600,000","$0.00","8,382","1922","822","6","01/31/2018"
"","2","OC18063731MR","1543","INC","S","1448  E Elma CT ","ONTARIO","","6.00 (0 0 0 0)","4,049","$246.48","$998,000","$1,058,000","$0.00","11,088","1986","2","4","04/06/2018"
