"Open Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM","# of Units","Change Date"
"","7","CV21091532MR","1795","INC","S","635  E 8th ST ","UPLAND","","4.00 (0 0 0 0)","9,029","$332.26","$3,000,000","$2,920,000","$0.00","44,431","1952","3","12","10/08/2021"
"","2","CV21094424MR","469","INC","S","731  N Eleanor ST ","POMONA","","3.00 (0 0 0 0)","2,243","$345.47","$774,900","$755,000","","9,854","1946","15","3","06/18/2021"
"","20","CV21095699MR","1627","INC","S","9358   La Grande ST ","ALTA LOMA","2","2.00 (2 0 0 0)","1,166","$301.89","$352,000","$451,000","$0.00","10,112","1956","22","","07/12/2021"
"","1","CV21096200MR","1543","INC","S","311  N Campus AVE ","ONTARIO","","2.00 (0 0 0 0)","1,800","$321.67","$579,000","$579,000","$0.00","6,528","1960","0","2","06/25/2021"
"","41","CV21096862MR","469","INC","S","362  E Jefferson AVE ","POMONA","3","2.00 (2 0 0 0)","1,454","$439.34","$638,800","$660,000","$0.00","7,264","1909","15","","07/08/2021"
"","12","CV21104255MR","469","INC","S","435  E 11th ST ","POMONA","","2.00 (0 0 0 0)","1,500","$300","$450,000","$485,000","$0.00","7,800","1901","10","2","06/30/2021"
"","31","CV21110747MR","1795","INC","S","643  E 7th ST ","UPLAND","4","5.00 (4 0 1 0)","2,000","$349.95","$699,900","$750,000","$0.00","7,772","1945","27","","01/21/2022"
"","30","CV21110756MR","1795","INC","S","643  E 7th ST ","UPLAND","4","5.00 (0 0 0 0)","2,000","$349.95","$699,900","$750,000","$0.00","7,772","1945","34","6","01/21/2022"
"","22","CV21113241MR","469","INC","S","958  S Garey AVE ","POMONA","","2.00 (0 0 0 0)","2,086","$301.97","$629,900","$661,000","","6,904","1952","21","2","09/29/2021"
"","45","CV21118040MR","1543","INC","S","630  W Flora ST ","ONTARIO","","6.00 (0 0 0 0)","3,678","$244.67","$899,900","$1,120,000","","18,000","1954","3","6","07/07/2021"
"","15","CV21120860MR","1543","INC","S","1524  S Euclid AVE ","ONTARIO","","4.00 (0 0 0 0)","4,168","$164.83","$687,000","$687,000","$0.00","9,685","1955","3","2","08/03/2021"
"","61","CV21122812MR","487","INC","S","309  N Cambridge AVE ","CLAREMONT","","3.00 (0 0 0 0)","2,404","$519.97","$1,250,000","$1,075,000","","9,284","1952","33","3","08/18/2021"
"","61","CV21126188MR","487","INC","S","309  N Cambridge AVE ","CLAREMONT","6","3.00 (3 0 0 0)","2,404","$519.97","$1,250,000","$1,075,000","$0.00","9,284","1952","31","","08/18/2021"
"","1","CV21126441MR","469","INC","S","438   Randolph ST ","POMONA","","3.00 (0 0 0 0)","3","$178,333.33","$535,000","$535,000","$0.00","7,059","1927","0","3","07/23/2021"
"","11","CV21130743MR","1543","INC","S","863  N Vineyard AVE ","ONTARIO","","3.00 (0 0 0 0)","3,834","$273.87","$1,050,000","$1,150,000","","6,222","1963","21","4","08/24/2021"
"","3","CV21130968MR","1543","INC","S","737  E D ST ","ONTARIO","","2.00 (0 0 0 0)","1,634","$336.47","$549,800","$585,000","","8,850","1922","17","2","08/02/2021"
"","16","CV21131167MR","1543","INC","S","905  N Vineyard AVE ","ONTARIO","","3.00 (0 0 0 0)","3,834","$273.87","$1,050,000","$1,150,000","","6,222","1963","21","4","08/24/2021"
"","14","CV21133235MR","469","INC","S","684  N Huntington BLVD ","POMONA","","2.00 (0 0 0 0)","1,760","$363.58","$639,900","$670,000","","8,870","1915","10","2","08/09/2021"
"","46","CV21133589MR","1543","INC","S","1420  S Monterey AVE ","ONTARIO","","2.00 (0 0 0 0)","1,561","$413.20","$645,000","$620,000","","6,030","1952","6","2","08/27/2021"
"","1","CV21134629MR","1455","INC","S","9336   Ramona AVE ","MONTCLAIR","","2.00 (0 0 0 0)","2,546","$247.44","$629,990","$650,000","$0.00","7,322","1978","6","2","07/13/2021"
"","29","CV21136898MR","487","INC","S","231  W 10th ST ","CLAREMONT","","4.00 (0 0 0 0)","2,751","$428.93","$1,180,000","$1,180,000","","10,570","1908","0","3","06/23/2021"
"","29","CV21136986MR","469","INC","S","1067  S Thomas ST ","POMONA","6","6.00 (4 0 2 0)","1,415","$844.52","$1,195,000","$1,138,000","$0.00","7,829","2021","173","","12/30/2021"
"","28","CV21137039MR","469","INC","S","1067  S Thomas ST ","POMONA","","4.00 (0 0 0 0)","2,830","$422.26","$1,195,000","$1,138,000","$0.00","7,829","2021","173","2","12/30/2021"
"","6","CV21146154MR","469","INC","S","4216 A - B  Monte Verde AVE ","POMONA","","2.00 (0 0 0 0)","1,696","$371.40","$629,900","$615,000","$0.00","8,750","1965","75","2","10/30/2021"
"","1","CV21148079MR","1627","INC","S","8758   Lomita Dr ","RANCHO CUCAMONGA","","7.00 (0 0 0 0)","3,598","$305.73","$1,100,000","$1,100,000","","9,000","1973","7","4","08/24/2021"
"","32","CV21149455MR","469","INC","S","795  N Park AVE ","POMONA","","6.00 (0 0 0 0)","3,153","$250.24","$789,000","$700,000","","13,016","1910","123","4","11/20/2021"
"","6","CV21154105MR","469","INC","S","298  E Franklin AVE ","POMONA","","2.00 (0 0 0 0)","1,169","$470.49","$550,000","$575,000","","10,141","1935","19","2","09/02/2021"
"","61","CV21155297MR","487","INC","S","2935   Rhodelia AVE ","CLAREMONT","","1.00 (0 0 0 0)","1,626","$507.38","$825,000","$901,000","$0.00","7,545","1955","7","1","08/31/2021"
"","33","CV21161537MR","469","INC","S","185  E 11th ST ","POMONA","","4.00 (0 0 0 0)","3,051","$294.33","$898,000","$825,000","$0.00","15,548","1901","11","3","10/08/2021"
"","3","CV21178766MR","469","INC","S","291  W Artesia ST ","POMONA","","4.00 (0 0 0 0)","2,540","$325.98","$828,000","$785,000","$0.00","10,139","1959","53","3","12/15/2021"
"","11","CV21180242MR","1543","INC","S","210  N Campus AVE ","ONTARIO","","3.00 (0 0 0 0)","1,942","$514.93","$1,000,000","$1,025,000","","9,000","1924","18","3","10/14/2021"
"","19","CV21181181MR","469","INC","S","1445  S Gibbs ST ","POMONA","","4.00 (0 0 0 0)","4,028","$217.23","$875,000","$1,065,000","","18,041","1963","7","4","10/01/2021"
"","12","CV21187107MR","469","INC","S","556  N East End AVE ","POMONA","","2.00 (0 0 0 0)","1,864","$329.94","$615,000","$590,000","$0.00","7,771","1940","37","2","10/28/2021"
"","10","CV21187173MR","469","INC","S","556  N East End AVE ","POMONA","4","2.00 (2 0 0 0)","1,864","$329.94","$615,000","$590,000","$0.00","7,771","1940","37","","10/28/2021"
"","10","CV21189183MR","469","INC","S","1676   East Kingsley Avenue ","POMONA","","2.00 (0 0 0 0)","11,030","$226.65","$2,500,000","$2,485,000","","11,761","1957","112","10","01/05/2022"
"","57","CV21196333MR","469","INC","S","851  E 6th ST ","POMONA","5","2.00 (2 0 0 0)","1,718","$317.23","$545,000","$625,000","$0.00","9,223","1906","4","","10/01/2021"
"","7","CV21198913MR","469","INC","S","1330  S Reservoir  ","POMONA","","2.00 (0 0 0 0)","1,870","$425.13","$795,000","$765,000","$0.00","8,640","1957","139","3","03/15/2022"
"","2","CV21203418MR","1455","INC","S","9366   Ramona AVE ","MONTCLAIR","4","2.00 (2 0 0 0)","2,153","$294.94","$635,000","$615,000","$0.00","7,200","1961","0","","11/01/2021"
"","8","CV21210238MR","469","INC","S","582  W 3rd ST ","POMONA","","6.00 (0 0 0 0)","3,999","$198.80","$795,000","$750,000","","8,675","1911","22","6","10/26/2021"
"","35","CV21224303MR","1543","INC","S","312  N Palm AVE ","ONTARIO","","4.00 (0 0 0 0)","2,700","$222.19","$599,900","$507,506","$0.00","4,896","1947","160","2","03/31/2022"
"","15","CV21225798MR","1543","INC","S","763  E F ST ","ONTARIO","5","3.00 (3 0 0 0)","2,089","$301.58","$630,000","$698,500","$0.00","8,603","1956","6","","11/02/2021"
"","15","CV21226163MR","1543","INC","S","763  E F ST ","ONTARIO","","3.00 (0 0 0 0)","2,089","$301.58","$630,000","$698,500","","8,603","1956","6","2","11/02/2021"
"","6","CV21226296MR","1455","INC","S","4342   Orchard ST ","MONTCLAIR","","4.00 (0 0 0 0)","2,525","$297.03","$750,000","$750,000","$0.00","22,135","1958","0","3","11/19/2021"
"","14","CV21227211MR","1627","INC","S","8653   Arrow  ","RANCHO CUCAMONGA","8","0.00 (0 0 0 0)","4,000","$173.75","$695,000","$695,000","$0.00","17,500","1959","21","2","03/03/2022"
"","3","CV21238537MR","469","INC","S","654   William ST ","POMONA","","4.00 (0 0 0 0)","1,750","$351.43","$615,000","$620,000","$0.00","7,000","1979","19","2","12/17/2021"
"","7","CV21240290MR","469","INC","S","2025   Baudin ST #2","POMONA","5","3.00 (0 0 0 0)","2,147","$312.06","$670,000","$660,000","$0.00","10,058","1964","32","2","10/17/2022"
"","20","CV21241280MR","1795","INC","S","1295  N Tulare WAY #2","UPLAND","","5.00 (0 0 0 0)","2,304","$411.89","$949,000","$930,000","$0.00","10,472","1957","4","2","12/30/2021"
"","34","CV21247237MR","1543","INC","S","5391  W Maitland ST ","ONTARIO",""," (0 0 0 0)","1,786","$349.94","$625,000","$635,000","$0.00","7,920","1964","18","2","03/01/2022"
"","35","CV21256655MR","1543","INC","S","656  E I ST ","ONTARIO","","2.00 (0 0 0 0)","1,835","$367.85","$675,000","$715,000","$0.00","6,566","1932","3","2","12/30/2021"
"","35","CV21256712MR","1543","INC","S","656  E I ST ","ONTARIO","4","2.00 (2 0 0 0)","1,835","$367.85","$675,000","$715,000","$0.00","6,566","1932","3","","12/30/2021"
"","23","CV21261037MR","469","INC","S","172  E 11th ST ","POMONA","","2.00 (0 0 0 0)","972","$540.12","$525,000","$490,000","$0.00","7,328","1928","27","2","04/07/2022"
"","44","CV21264331MR","469","INC","S","894  N Towne AVE ","POMONA",""," (0 0 0 0)","2,230","$358.70","$799,900","$795,000","$0.00","7,014","1938","83","3","04/12/2022"
"","8","CV21270023MR","469","INC","S","505  E Pasadena ST ","POMONA","","4.00 (0 0 0 0)","2,468","$384.93","$950,000","$972,200","$0.00","10,288","1926","41","4","05/02/2022"
"","15","CV22003097MR","469","INC","S","975   Waters AVE ","POMONA","","4.00 (0 0 0 0)","3,908","$255.86","$999,900","$1,015,000","$0.00","11,238","1962","8","4","03/03/2022"
"","1","CV22004949MR","1455","INC","S","5150   Canoga ST ","MONTCLAIR","","4.00 (0 0 0 0)","3,120","$312.50","$975,000","$1,252,000","","7,590","1958","16","4","03/04/2022"
"","7","CV22017003MR","1795","INC","S","1400  W Arrow Hwy ","UPLAND","","4.00 (0 0 0 0)","5,844","$256.67","$1,500,000","$1,805,000","$0.00","12,168","1986","2","6","02/25/2022"
"","30","CV22019526MR","1543","INC","S","5358   Howard ST ","ONTARIO","","7.00 (0 0 0 0)","6,786","$250.37","$1,699,000","$1,750,000","","35,250","1963","2","7","04/01/2022"
"","17","CV22019546MR","1543","INC","S","5455   Howard ST ","ONTARIO","4","2.00 (0 0 0 0)","1,728","$384.78","$664,900","$658,000","","8,184","1965","140","2","10/18/2022"
"","11","CV22024068MR","469","INC","S","707   Wisconsin ST ","POMONA","3","2.00 (0 0 0 0)","1,596","$388.41","$619,900","$669,000","","7,081","1905","118","2","11/04/2022"
"","9","CV22029903MR","1543","INC","S","322  W B ST ","ONTARIO","","3.00 (0 0 0 0)","2,641","$265.01","$699,900","$800,000","$0.00","8,496","1917","7","3","03/12/2022"
"","19","CV22032204MR","469","INC","S","2018  S Park AVE ","POMONA","5","3.00 (0 0 0 0)","2,179","$390.09","$850,000","$825,000","$0.00","8,415","1964","140","2","10/17/2022"
"","4","CV22047066MR","469","INC","S","641 643  Washington AVE ","POMONA","","2.00 (0 0 0 0)","936","$534.13","$499,950","$550,000","","6,280","1950","14","2","05/05/2022"
"","1","CV22049122MR","469","INC","S","780   9th  ","POMONA","","4.00 (0 0 0 0)","3,056","$245.42","$750,000","$750,000","","9,754","1927","0","4","03/11/2022"
"","17","CV22053720MR","1795","INC","S","262   Garnet WAY ","UPLAND","","4.00 (0 0 0 0)","2,559","$390.74","$999,900","$1,070,000","$0.00","7,965","1960","4","4","05/17/2022"
"","2","CV22064494MR","487","INC","S","353  W 6th ST ","CLAREMONT","5","4.00 (4 0 0 0)","3,000","$465","$1,395,000","$1,400,000","$0.00","8,486","1906","8","","06/08/2022"
"","9","CV22072311MR","1543","INC","S","731  W Park ST ","ONTARIO","4","3.00 (0 0 0 0)","2,202","$331.47","$729,900","$745,000","","10,353","1955","24","3","06/10/2022"
"","5","CV22072416MR","1455","INC","S","5230   Bandera ST ","MONTCLAIR","","2.00 (0 0 0 0)","1,152","$477.43","$550,000","$550,000","$0.00","7,590","1981","0","2","05/18/2022"
"","18","CV22082046MR","469","INC","S","2018  S Park AVE ","POMONA","5","3.00 (2 1 0 0)","2,179","$390.09","$850,000","$825,000","$0.00","8,415","1964","132","","10/17/2022"
"","3","CV22084887MR","1543","INC","S","501  W 4th ST ","ONTARIO","","4.00 (0 0 0 0)","3,438","$349.04","$1,200,000","$1,200,000","","16,852","1953","0","4","05/27/2022"
"","3","CV22097337MR","1627","INC","S","9453   La Vine ST #2","ALTA LOMA","3","2.00 (0 0 0 0)","1,679","$410.96","$690,000","$645,000","","6,936","1958","125","2","10/16/2022"
"","2","CV22097338MR","469","INC","S","565   Chester PL ","POMONA","2","2.00 (0 0 0 0)","850","$682.35","$580,000","$580,000","","6,757","1939","89","2","10/26/2022"
"","3","CV22101198MR","469","INC","S","586  W 11th ST ","POMONA","8","4.00 (0 0 0 0)","3,240","$401.23","$1,300,000","$1,275,000","$0.00","7,033","1963","6","4","07/25/2022"
"","4","CV22104019MR","469","INC","S","832  E 7th ST ","POMONA","5","2.00 (0 0 0 0)","2,147","$312.06","$669,998","$675,000","$0.00","6,444","1961","40","2","12/19/2022"
"","8","CV22123788MR","469","INC","S","2366   Chanslor ST ","POMONA","8","5.00 (0 0 0 0)","3,916","$211.70","$829,000","$800,000","$0.00","7,664","1964","83","4","10/18/2022"
"","38","CV22134883MR","487","INC","S","826   Harvard AVE ","CLAREMONT","4","2.00 (1 1 0 0)","1,771","$592.89","$1,050,000","$1,085,000","$0.00","9,074","1931","8","","07/15/2022"
"","7","CV22150163MR","1795","INC","S","61  S Loma PL ","UPLAND","4","2.00 (0 0 0 0)","1,798","$375.42","$675,000","$745,000","","8,000","1960","14","2","09/05/2022"
"","52","CV22158068MR","469","INC","S","11175   Kadota AVE ","POMONA","12","8.00 (0 0 0 0)","5,608","$320.97","$1,800,000","$1,850,000","$0.00","39,600","1940","56","9","09/29/2022"
"","7","CV22161661MR","469","INC","S","2430   Angela ST ","POMONA","8","7.00 (0 0 0 0)","3,828","$233.80","$895,000","$895,000","","7,256","1964","14","4","09/08/2022"
"","8","CV22165761MR","1543","INC","S","619  E Nocta ST ","ONTARIO","5","3.00 (0 0 0 0)","2,082","$276.18","$575,000","$525,000","","6,440","1924","44","2","11/11/2022"
"","37","CV22179147MR","469","INC","S","775  E 7th ST ","POMONA","5","2.00 (0 0 0 0)","2,024","$335.97","$680,000","$670,000","$0.00","6,227","1930","18","2","10/18/2022"
"","45","CV22193449MR","487","INC","S","1430   Via Zurita ST ","CLAREMONT","4","3.00 (0 0 0 0)","2,425","$445.36","$1,080,000","$1,040,000","$0.00","7,780","1952","5","2","09/24/2022"
"","9","CV22198268MR","469","INC","S","1243  W Fernleaf AVE ","POMONA","9","5.00 (0 0 0 0)","3,217","$373.02","$1,200,000","$1,200,000","","19,300","1961","109","4","01/12/2024"
"","12","CV22204842MR","1795","INC","S","394  N 6th AVE ","UPLAND","6","3.00 (0 0 0 0)","2,250","$417.56","$939,500","$915,000","$0.00","7,872","1929","62","3","11/28/2022"
"","75","CV22209038MR","487","INC","S","705   Vassar DR ","CLAREMONT",""," (0 0 0 0)","2,682","$480.57","$1,288,888","$1,265,000","$0.00","9,502","1952","111","2","03/19/2023"
"","18","CV22217157MR","1455","INC","S","10321   Fremont AVE ","MONTCLAIR","2","1.00 (0 0 0 0)","1,682","$404.28","$680,000","$690,000","$0.00","7,440","1958","20","2","01/03/2023"
"","5","CV22217737MR","487","INC","S","750  W Bonita AVE ","CLAREMONT","7","6.00 (0 0 0 0)","46,010","$281.46","$12,950,000","$13,300,000","","85,107","1963","25","42","11/16/2022"
"","46","CV22217857MR","487","INC","S","1543   Bates PL ","CLAREMONT","4","3.00 (0 0 0 0)","2,457","$427.35","$1,050,000","$1,025,000","$0.00","13,324","1958","18","2","12/13/2022"
"","18","CV22217988MR","1455","INC","S","10321   Fremont AVE ","MONTCLAIR","4","2.00 (2 0 0 0)","1,682","$404.28","$680,000","$690,000","$0.00","7,440","1956","20","","01/03/2023"
"","9","CV22220138MR","1543","INC","S","717  N Vine AVE ","ONTARIO","2","2.00 (0 0 0 0)","1,298","$404.47","$525,000","$555,000","$0.00","9,750","1940","3","2","11/29/2022"
"","9","CV22220200MR","1543","INC","S","717  N Vine AVE ","ONTARIO","2","2.00 (2 0 0 0)","1,298","$404.47","$525,000","$555,000","$0.00","9,750","1940","3","","11/29/2022"
"","10","CV22223394MR","1543","INC","S","528 528 1/2 E Nocta  ","ONTARIO","5","1.00 (0 0 0 0)","1","$740,000","$740,000","$730,000","","10,000","1965","149","2","04/10/2023"
"","11","CV22234939MR","1543","INC","S","528  E Nocta ST ","ONTARIO","5","5.00 (2 1 1 1)","2,605","$284.07","$740,000","$73,000","$0.00","10,000","1965","131","","04/16/2023"
"","23","CV22235514MR","1455","INC","S","4595   Kingsley ST ","MONTCLAIR","4","2.00 (0 0 0 0)","1,728","$390.63","$675,000","$640,000","$0.00","7,424","1963","24","2","12/29/2022"
"","13","CV22237495MR","469","INC","S","215  E 11th ST ","POMONA","5","4.00 (0 0 0 0)","1,792","$406.81","$729,000","$729,000","","7,839","1920","70","4","03/01/2023"
"","15","CV22252470MR","1543","INC","S","1357  S Sultana AVE ","ONTARIO","4","2.00 (0 0 0 0)","1,560","$317.31","$495,000","$480,000","","7,975","1953","2","2","01/03/2023"
"","17","CV22252704MR","1543","INC","S","1357  S Sultana AVE ","ONTARIO","4","2.00 (2 0 0 0)","1,560","$317.31","$495,000","$480,000","$0.00","7,975","1953","2","","01/03/2023"
"","9","CV23003544MR","1455","INC","S","5173   Canoga ST ","MONTCLAIR","3","2.00 (0 0 0 0)","9,192","$325.28","$2,990,000","$2,800,000","$0.00","14,400","1962","10","12","03/10/2023"
"","13","CV23009567MR","469","INC","S","1468  S Hamilton BLVD ","POMONA","4","2.00 (0 0 0 0)","1,716","$378.79","$650,000","$660,000","","7,240","1962","13","2","03/01/2023"
"","25","CV23009865MR","469","INC","S","973  N Eleanor ST ","POMONA","4","2.00 (0 0 0 0)","1,920","$364.53","$699,900","$702,000","","2,907","1928","13","2","03/03/2023"
"","44","CV23012993MR","469","INC","S","826  N Gordon ST ","POMONA","5","3.00 (0 0 0 0)","2,056","$447.42","$919,888","$948,000","$0.00","13,096","1895","43","2","04/28/2023"
"","37","CV23013247MR","1543","INC","S","636  W California ST ","ONTARIO","5","3.00 (2 1 0 0)","2,120","$400.89","$849,888","$867,000","$0.00","8,100","1928","7","","03/31/2023"
"","37","CV23015350MR","1543","INC","S","636  W California ST ","ONTARIO","5","3.00 (0 0 0 0)","2,120","$400.89","$849,888","$867,000","$0.00","8,100","1928","7","2","03/31/2023"
"","6","CV23025118MR","487","INC","S","190  W 9th ST ","CLAREMONT","5","3.00 (3 0 0 0)","2,824","$442.63","$1,250,000","$1,315,000","$0.00","7,613","1922","14","","03/24/2023"
"","6","CV23025331MR","487","INC","S","190  W 9th ST ","CLAREMONT","5","3.00 (0 0 0 0)","2,824","$442.63","$1,250,000","$1,315,000","$0.00","7,613","1922","14","3","03/24/2023"
"","69","CV23043475MR","469","INC","S","547   San Francisco AVE ","POMONA","5","3.00 (0 0 0 0)","3,716","$247.31","$919,000","$888,000","","15,854","1935","14","3","05/26/2023"
"","60","CV23044097MR","487","INC","S","2114   Forbes AVE ","CLAREMONT","3","0.00 (0 0 0 0)","2,846","$491.88","$1,399,888","$1,390,000","$0.00","15,059","1977","55","2","08/14/2023"
"","34","CV23052539MR","1543","INC","S","1555  N Dahlia CT ","ONTARIO","5","3.00 (0 0 0 0)","2,900","$275.52","$799,000","$799,000","$0.00","5,457","2002","7","2","05/01/2023"
"","29","CV23053824MR","469","INC","S","1331  S Park AVE ","POMONA","4","3.00 (0 0 0 0)","2,437","$287.20","$699,900","$645,000","","6,222","1920","298","3","03/08/2024"
"","15","CV23056595MR","1543","INC","S","504  N Parkside DR ","ONTARIO","8","8.00 (0 0 0 0)","3,649","$315.15","$1,150,000","$1,138,000","","9,600","1965","6","4","08/05/2023"
"","23","CV23057045MR","1543","INC","S","1831  N Virginia AVE ","ONTARIO","5","5.00 (1 3 1 0)","1,047","$620.82","$650,000","$625,000","$0.00","7,000","1957","56","","07/26/2023"
"","8","CV23061479MR","469","INC","S","733   San Francisco AVE ","POMONA","6","4.00 (0 0 0 0)","2,688","$360.86","$970,000","$960,000","","10,776","1951","3","4","05/17/2023"
"","3","CV23081399MR","469","INC","S","1024  W Grand AVE ","POMONA","9","6.00 (0 0 0 0)","4,516","$332.15","$1,500,000","$1,250,000","$0.00","9,442","1962","0","4","07/10/2023"
"","15","CV23091638MR","1543","INC","S","5358   Howard ST ","ONTARIO","15","7.00 (0 0 0 0)","6,786","$379.46","$2,575,000","$2,550,000","","35,250","1963","62","7","08/11/2023"
"","61","CV23099043MR","1795","INC","S","320   Alpine ST #1-4","UPLAND","9","7.00 (0 0 0 0)","4,297","$325.34","$1,398,000","$1,375,000","$0.00","8,140","1979","22","4","08/09/2023"
"","61","CV23099044MR","1795","INC","S","350   Alpine ST #1-4","UPLAND","9","7.00 (0 0 0 0)","4,297","$325.34","$1,398,000","$1,375,000","$0.00","8,140","1979","22","4","08/09/2023"
"","5","CV23102075MR","469","INC","S","727  S Towne AVE ","POMONA","4","0.00 (0 0 0 0)","2,121","$346.53","$735,000","$735,000","","7,465","1940","16","3","08/03/2023"
"","1","CV23119036MR","1543","INC","S","1347  S Euclid AVE ","ONTARIO","8","4.00 (0 0 0 0)","3,527","$394.10","$1,390,000","$1,400,000","$0.00","12,411","1961","8","4","09/12/2023"
"","22","CV23119061MR","1543","INC","S","1153  E Elma ST ","ONTARIO","6","2.00 (0 0 0 0)","2,165","$277.11","$599,950","$743,000","","8,576","1963","8","2","08/28/2023"
"","35","CV23119108MR","1543","INC","S","311  E E ST ","ONTARIO","5","4.00 (0 0 0 0)","2,200","$335.45","$738,000","$745,000","$0.00","8,496","1911","15","2","10/13/2023"
"","8","CV23121022MR","1455","INC","S","5135   Harvard ST ","MONTCLAIR","4","2.00 (0 0 0 0)","1,864","$399.68","$745,000","$720,000","$0.00","7,316","1958","17","2","09/05/2023"
"","41","CV23135025MR","487","INC","S","520   Yale AVE ","CLAREMONT","6","6.00 (0 0 0 0)","4,194","$524.56","$2,200,000","$2,200,000","$0.00","10,286","1956","11","6","08/31/2023"
"","22","CV23149513MR","1543","INC","S","662  E El Morado CT ","ONTARIO","4","2.00 (0 0 0 0)","1,536","$507.16","$779,000","$775,000","","6,720","1938","136","2","02/13/2024"
"","44","CV23155011MR","487","INC","S","624  W 10th ST ","CLAREMONT","4","3.00 (0 0 0 0)","2,500","$490","$1,225,000","$1,215,000","$0.00","10,984","1951","40","2","10/13/2023"
"","4","CV23161099MR","1627","INC","S","8205   Rancheria DR ","RANCHO CUCAMONGA","4","2.00 (0 0 0 0)","1,475","$410.17","$605,000","$630,000","$0.00","7,200","1970","10","2","09/18/2023"
"","5","CV23161266MR","1795","INC","S","995   Washington BLVD ","UPLAND","4","2.00 (0 0 0 0)","2","$337,500","$675,000","$725,000","$0.00","7,162","1924","21","2","11/14/2023"
"","10","CV23171901MR","469","INC","S","890  S Hamilton BLVD ","POMONA","6","6.00 (0 0 0 0)","2,961","$329.28","$975,000","$975,000","","11,248","1982","2","3","10/31/2023"
"","8","CV23189227MR","1795","INC","S","576   W 11st  #576, 578, ","UPLAND","6","3.00 (0 0 0 0)","1","$950,000","$950,000","$800,000","$0.00","7,450","1953","83","3","01/25/2024"
"","9","CV23191201MR","1795","INC","S","1310  W 25th ST ","UPLAND","2","1.00 (0 0 0 0)","1,560","$450.64","$703,000","$693,000","$0.00","7,200","1963","22","2","12/08/2023"
"","15","CV23205969MR","1543","INC","S","524  W Park ST ","ONTARIO","6","4.00 (0 0 0 0)","2,798","$392.78","$1,099,000","$1,049,000","","17,496","1949","40","4","01/26/2024"
"","35","CV23210714MR","1543","INC","S","1358  N Sultana AVE ","ONTARIO","5","6.00 (0 0 0 0)","2,261","$441.40","$998,000","$910,000","$0.00","9,135","1978","13","3","12/27/2023"
"","8","CV23214289MR","469","INC","S","252   San Francisco AVE ","POMONA","8","6.00 (0 0 0 0)","3,377","$333.14","$1,125,000","$1,200,000","","7,864","1937","7","6","12/07/2023"
"","6","CV23216790MR","1543","INC","S","428  S Plum AVE ","ONTARIO","2","1.00 (0 0 0 0)","1,334","$419.79","$560,000","$525,000","$0.00","4,750","1930","8","2","01/05/2024"
"","32","CV23218289MR","469","INC","S","700  N Towne AVE ","POMONA","4","2.00 (0 0 0 0)","2,766","$316.34","$875,000","$890,000","","7,209","1926","24","3","03/06/2024"
"","16","CV23219435MR","1543","INC","S","219  E Park ST ","ONTARIO","3","3.00 (0 0 0 0)","1,920","$351.56","$675,000","$675,000","$0.00","7,200","1950","0","3","01/24/2024"
"","16","CV23221841MR","469","INC","S","601   Wisconsin ST ","POMONA","17","17.00 (0 0 0 0)","12,915","$317.46","$4,100,000","$4,100,000","","19,981","1963","20","15","04/05/2024"
"","10","CV23222855MR","469","INC","S","2418   Angela ST ","POMONA","8","8.00 (0 0 0 0)","3,970","$239.29","$950,000","$953,000","$0.00","7,252","1964","26","4","01/30/2024"
"","12","CV23224058MR","1543","INC","S","319  E Park ST ","ONTARIO","4","3.00 (0 0 0 0)","2,955","$270.39","$799,000","$773,000","","10,752","1930","25","3","02/08/2024"
"","10","CV23224522MR","469","INC","S","1153  E Pasadena ST ","POMONA","10","5.00 (0 0 0 0)","3,815","$275.23","$1,050,000","$1,050,000","","10,942","1954","0","5","12/29/2023"
"","5","CV24000300MR","1543","INC","S","515  N Lemon ST ","ONTARIO","4","2.00 (2 0 0 0)","2,209","$316.84","$699,900","$600,000","$0.00","7,680","1940","22","","02/15/2024"
"","7","CV24005132MR","1543","INC","S","204  E F ST ","ONTARIO","7","5.00 (0 0 0 0)","3,017","$323.17","$975,000","$975,000","$0.00","8,496","1905","28","3","03/01/2024"
"","10","CV24028755MR","469","INC","S","1633   Alameda ST ","POMONA","6","3.00 (0 0 0 0)","2,616","$400.99","$1,049,000","$1,049,000","$0.00","10,568","1939","4","3","03/20/2024"
"","2","CV24037320MR","1795","INC","S","243   Vernon DR ","UPLAND","6","4.00 (0 0 0 0)","2,938","$427.16","$1,255,000","$1,215,000","$0.00","8,140","1957","33","4","04/29/2024"
"","42","DW21071654MR","1455","INC","S","11256   Monte Vista AVE ","MONTCLAIR","","3.00 (0 0 0 0)","3,282","$190.43","$625,000","$650,000","","11,760","1948","29","3","06/09/2021"
"","37","DW21118076MR","1543","INC","S","549  E Nocta ST ","ONTARIO","","2.00 (0 0 0 0)","2,774","$252.34","$700,000","$700,000","","6,048","1923","-46","3","03/16/2022"
"","5","DW21149298MR","469","INC","S","1580  N Orange Grove AVE ","POMONA","","3.00 (0 0 0 0)","2,238","$256.93","$575,000","$540,000","","6,616","1933","22","2","08/17/2021"
"","14","DW21169063MR","469","INC","S","205  W 12th ST ","POMONA","","2.00 (0 0 0 0)","1,560","$383.97","$599,000","$615,000","","5,364","1961","42","2","10/21/2021"
