"Open Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM","# of Units","Change Date"
"","11","TR20241176MR","1382","INC","S","11163   San Mateo DR ","LOMA LINDA","","2.00 (0 0 0 0)","1,168","$342.47","$400,000","$400,000","$0.00","6,250","1922","2","2","01/15/2021"
"","4","RS21014253MR","1640","INC","S","328   La Paloma ST ","REDLANDS","","3.00 (0 0 0 0)","4,410","$283.45","$1,250,000","$1,250,000","$0.00","15,600","1955","0","6","01/22/2021"
"","19","CV20250919MR","1640","INC","S","1218   Oxford DR ","REDLANDS","","5.00 (0 0 0 0)","4,006","$193.46","$775,000","$825,000","","12,000","1985","3","4","01/27/2021"
"","36","IV20210798MR","1640","INC","S","924   Columbia ST #1 & 2","REDLANDS","","2.00 (0 0 0 0)","1,796","$277.84","$499,000","$521,000","$0.00","6,089","2020","1","2","02/01/2021"
"","46","EV20255883MR","1431","INC","S","1377   Turquoise AVE ","MENTONE","4","3.00 (3 0 0 0)","2,919","$171.26","$499,900","$520,000","$0.00","38,223","1943","4","","02/04/2021"
"","29","EV20181136MR","1382","INC","S","11254   San Mateo DR ","LOMA LINDA","","9.00 (0 0 0 0)","4,697","$266.13","$1,250,000","$1,220,000","$0.00","22,200","1997","15","5","02/15/2021"
"","49","CV20230015MR","1640","INC","S","316  E Clark ST ","REDLANDS","","4.00 (0 0 0 0)","3,049","$278.75","$849,900","$845,000","$0.00","8,450","1940","10","2","02/18/2021"
"","9","EV20251491MR","1431","INC","S","1385   Jasper AVE ","MENTONE","","2.00 (0 0 0 0)","1,196","$183.95","$220,000","$202,000","","17,940","1920","-3","2","02/23/2021"
"","10","IV20204334MR","1666","INC","S","1704  E Cooley AVE ","SAN BERNARDINO","","3.00 (0 0 0 0)","2,137","$215.26","$460,000","$443,000","$0.00","20,250","1946","90","2","02/27/2021"
"","42","221000426VC","1666","INC","S","142 -164  9th ST ","SAN BERNARDINO","10","0.00 (0 0 0 0)","","$0","$875,000","$850,000","","30,000","1915","4","7","03/02/2021"
"","5","DW21037803MR","1666","INC","S","1426  E Davidson ST ","SAN BERNARDINO","","3.00 (0 0 0 0)","2,689","$148.38","$399,000","$399,000","","5,610","1962","0","3","03/05/2021"
"","27","AR20244706MR","1382","INC","S","25370   State ST ","LOMA LINDA","","2.00 (0 0 0 0)","1,850","$317.84","$588,000","$588,000","$0.00","9,600","1965","90","2","03/09/2021"
"","8","EV21021822MR","1640","INC","S","417  E Brockton AVE ","REDLANDS","","5.00 (0 0 0 0)","2,900","$241.38","$700,000","$675,000","$475.00","10,935","1985","11","3","03/26/2021"
"","1","EV21065602MR","1640","INC","S","131   Norwood ST ","REDLANDS","","4.00 (0 0 0 0)","1,314","$513.70","$675,000","$680,000","","9,500","1906","0","3","03/30/2021"
"","29","IV20205677MR","1666","INC","S","335  E Caroline ST ","SAN BERNARDINO","","2.00 (0 0 0 0)","1,814","$247.52","$449,000","$449,000","$0.00","21,300","1941","148","2","03/30/2021"
"","30","EV20175564MR","1666","INC","S","1264   Hardt ST ","SAN BERNARDINO","","1.00 (0 0 0 0)","868","$310.94","$269,900","$269,900","","12,600","1956","149","1","03/31/2021"
"","19","EV21008852MR","1640","INC","S","118  E Fern AVE #116","REDLANDS","4","2.00 (2 0 0 0)","1,391","$445.72","$620,000","$610,000","$0.00","8,200","1927","12","","04/02/2021"
"","3","EV20200392MR","1431","INC","S","2030   Anzio AVE ","MENTONE","","3.00 (0 0 0 0)","1,077","$306.41","$330,000","$330,000","$0.00","6,900","1955","14","2","04/09/2021"
"","1","IV21019466MR","1640","INC","S","313   Bond ST ","REDLANDS","2","2.00 (2 0 0 0)","1,042","$455.85","$475,000","$500,000","$0.00","7,540","1950","17","","04/13/2021"
"","4","IG20255392MR","1640","INC","S","1135  E Citrus AVE ","REDLANDS","","8.00 (0 0 0 0)","4,224","$195.31","$825,000","$795,000","","11,000","1964","32","4","04/13/2021"
"","8","CV21051440MR","1640","INC","S","1109   Post ST ","REDLANDS","","5.00 (0 0 0 0)","2,900","$241.03","$699,000","$685,000","$360.00","9,240","1985","0","3","04/22/2021"
"","11","CV21039669MR","1640","INC","S","1007   Lombard DR ","REDLANDS","","8.00 (0 0 0 0)","4,360","$206.42","$899,999","$810,000","$0.00","11,250","1964","3","4","04/22/2021"
"","27","EV21063957MR","1382","INC","S","11278   San Mateo DR ","LOMA LINDA","","7.00 (0 0 0 0)","3,875","$309.65","$1,199,900","$900,000","$0.00","11,000","1950","3","4","05/13/2021"
"","14","TR20032552MR","1382","INC","S","10787   Lilac AVE ","LOMA LINDA","","7.00 (0 0 0 0)","12,691","$224.57","$2,850,000","$500,000","$0.00","23,944","2008","427","5","05/24/2021"
"","23","EV21078210MR","1666","INC","S","1705  E San Bernardino AVE ","SAN BERNARDINO","2","1.00 (1 0 0 0)","1,009","$555.00","$560,000","$570,000","$0.00","43,560","1946","8","","05/28/2021"
"","41","EV21074966MR","1640","INC","S","909   Stillman AVE ","REDLANDS","","4.00 (0 0 0 0)","2,571","$272.27","$700,000","$680,000","$0.00","8,400","1910","14","2","06/09/2021"
"","52","EV21057359MR","1666","INC","S","1815  E Cooley AVE ","SAN BERNARDINO","","3.00 (0 0 0 0)","2,038","$233.07","$475,000","$475,000","$0.00","26,500","1964","16","2","06/09/2021"
"","1","EV21107588MR","1382","INC","S","24665   Stewart ST ","LOMA LINDA","","3.00 (0 0 0 0)","2,266","$319.51","$724,000","$739,000","","10,725","1922","3","3","06/10/2021"
"","5","EV21069638MR","1640","INC","S","1017   Lombard DR ","REDLANDS","","8.00 (0 0 0 0)","4,200","$214.26","$899,900","$812,500","$0.00","11,875","1965","5","4","06/11/2021"
"","3","EV21057805MR","1640","INC","S","212   Church ST ","REDLANDS","","2.00 (0 0 0 0)","1,614","$315.37","$509,000","$467,500","$0.00","6,900","1952","50","2","06/14/2021"
"","18","EV21000460MR","1640","INC","S","214   Sonora ST ","REDLANDS","","2.00 (0 0 0 0)","1,500","$332.67","$499,000","$499,000","$0.00","2,460","1900","130","2","06/17/2021"
"","31","ND21091638MR","1666","INC","S","1975  E San Bernardino AVE ","SAN BERNARDINO","","2.00 (0 0 0 0)","2,270","$165.20","$375,000","$382,000","$0.00","26,550","1946","3","2","06/23/2021"
"","29","EV21089813MR","1640","INC","S","124  W Vine ST ","REDLANDS","","5.00 (0 0 0 0)","0","$0","$680,000","$735,000","$0.00","11,920","1901","7","4","06/30/2021"
"","17","IV21107418MR","1382","INC","S","10627   Lind AVE ","LOMA LINDA","","5.00 (0 0 0 0)","2,873","$304.73","$875,500","$880,000","","10,600","2019","7","2","07/12/2021"
"","19","CV21096311MR","1640","INC","S","135   Cook ST ","REDLANDS","","8.00 (0 0 0 0)","4,224","$224.91","$950,000","$978,400","$0.00","12,750","1964","3","4","07/24/2021"
"","20","CV21121325MR","1640","INC","S","135   Cook ST ","REDLANDS","8","8.00 (4 0 4 0)","4,224","$224.91","$950,000","$978,400","$0.00","12,750","1964","3","","07/24/2021"
"","13","EV21047560MR","1640","INC","S","1103   Columbia ST ","REDLANDS","","1.00 (0 0 0 0)","1,568","$302.93","$475,000","$500,000","","6,739","1948","67","2","07/26/2021"
"","3","PW21131632MR","1640","INC","S","819   Tribune ST ","REDLANDS","","3.00 (0 0 0 0)","1,654","$263.91","$436,500","$465,000","$0.00","6,110","1891","18","2","08/01/2021"
"","29","EV21071702MR","1640","INC","S","1235   Tribune ST ","REDLANDS","","6.00 (0 0 0 0)","3,520","$226.99","$799,000","$760,000","","10,007","2006","104","2","08/02/2021"
"","30","EV21096008MR","1640","INC","S","1235   Tribune ST ","REDLANDS","6","6.00 (4 0 2 0)","3,520","$226.99","$799,000","$760,000","$0.00","10,007","2006","75","","08/02/2021"
"","15","OC21133030MR","1382","INC","S","11222   Exeter ST ","LOMA LINDA","","2.00 (0 0 0 0)","1,992","$401.56","$799,900","$800,000","$0.00","7,271","1963","5","2","08/03/2021"
"","28","PW21108307MR","1640","INC","S","114  S Buena Vista ST ","REDLANDS","3","2.00 (2 0 0 0)","2,250","$315.56","$710,000","$726,000","$0.00","6,950","1901","45","","08/06/2021"
"","28","PW21108724MR","1640","INC","S","114  S Buena Vista ST ","REDLANDS","","2.00 (0 0 0 0)","2,250","$315.56","$710,000","$726,000","$0.00","6,950","1901","45","2","08/08/2021"
"","30","TR21104315MR","1666","INC","S","1405  E Davidson ST ","SAN BERNARDINO","","6.00 (0 0 0 0)","2,358","$317.64","$749,000","$650,000","","10,560","1947","77","1","08/17/2021"
"","10","WS21094679MR","1640","INC","S","1146   Oxford DR ","REDLANDS","","7.00 (0 0 0 0)","4,006","$239.64","$960,000","$930,000","","12,000","1985","74","4","08/18/2021"
"","40","CV21120660MR","1431","INC","S","1868   Brighton AVE ","MENTONE","","4.00 (0 0 0 0)","3,172","$267.65","$849,000","$818,000","","7,600","1987","48","3","08/26/2021"
"","2","EV21061015MR","1640","INC","S","1   Price ST ","REDLANDS","","8.00 (0 0 0 0)","3,896","$255.39","$995,000","$915,000","$1,552.00","10,010","1979","36","4","09/10/2021"
"","16","OC21167964MR","1382","INC","S","11326   San Juan ST ","LOMA LINDA","","2.00 (0 0 0 0)","1,708","$409.78","$699,900","$735,000","$0.00","10,950","1957","8","2","09/16/2021"
"","22","EV21142535MR","1431","INC","S","1744   Capri AVE ","MENTONE","","2.00 (0 0 0 0)","1,860","$322.53","$599,900","$595,000","$0.00","9,520","1979","43","2","09/21/2021"
"","32","CV21168557MR","1640","INC","S","515  W Western AVE ","REDLANDS","","2.00 (0 0 0 0)","1,586","$320.30","$508,000","$521,000","$0.00","6,760","1930","22","2","09/22/2021"
"","9","EV21151980MR","1640","INC","S","185  S Eureka ST ","REDLANDS","","2.00 (0 0 0 0)","1,596","$406.64","$649,000","$649,000","$0.00","3,500","1904","23","2","09/23/2021"
"","10","EV21159946MR","1640","INC","S","185  S Eureka ST ","REDLANDS","3","2.00 (2 0 0 0)","1,596","$406.64","$649,000","$649,000","$0.00","3,500","1904","15","","09/23/2021"
"","15","EV21097009MR","1666","INC","S","1154   Gould ST ","SAN BERNARDINO","","4.00 (0 0 0 0)","1,920","$520.83","$1,000,000","$1,000,000","","26,949","1960","5","4","09/23/2021"
"","1","EV21180448MR","1382","INC","S","25072   Barton RD ","LOMA LINDA","3","1.00 (0 0 0 0)","1,132","$485.87","$550,000","$490,000","","8,479","1948","9","1","09/23/2021"
"","1","IV21002791MR","1431","INC","S","1780   Mentone BLVD ","MENTONE","","3.00 (0 0 0 0)","402","$796.02","$320,000","$320,000","","7,325","1935","203","3","09/24/2021"
"","6","EV21178415MR","1382","INC","S","10946   Evans ST ","LOMA LINDA","3","2.00 (2 0 0 0)","1,072","$513.06","$550,000","$540,000","$0.00","7,500","1946","6","","09/30/2021"
"","6","EV21178467MR","1382","INC","S","10946   Evans ST ","LOMA LINDA","","2.00 (0 0 0 0)","0","$0","$550,000","$540,000","$0.00","7,500","1946","6","2","10/03/2021"
"","13","EV21172623MR","1382","INC","S","10817   Mountain View AVE ","LOMA LINDA","3","3.00 (3 0 0 0)","1,349","$300.22","$405,000","$415,000","$218.00","1,110","1980","7","","10/08/2021"
"","19","DW21178328MR","1382","INC","S","10878   Mountain View AVE ","LOMA LINDA","","2.00 (0 0 0 0)","1,392","$395.11","$550,000","$560,000","","6,750","1954","39","2","10/14/2021"
"","20","IG21144380MR","1640","INC","S","1025   Herald ST ","REDLANDS","","2.00 (0 0 0 0)","1,629","$294.60","$479,900","$470,000","","6,521","1960","73","2","10/15/2021"
"","9","EV21202419MR","1640","INC","S","631   Linda PL ","REDLANDS","","3.00 (0 0 0 0)","2,248","$342.08","$769,000","$749,000","$0.00","11,920","1930","5","3","10/19/2021"
"","47","EV21194328MR","1640","INC","S","501  S University ST ","REDLANDS","","1.00 (0 0 0 0)","2,430","$298.35","$725,000","$725,000","$0.00","11,600","1954","7","3","10/21/2021"
"","27","EV21199906MR","1640","INC","S","631   Harding DR ","REDLANDS","","3.00 (0 0 0 0)","1,739","$362.28","$630,000","$650,000","$0.00","5,400","1926","5","2","10/27/2021"
"","8","EV21200333MR","1382","INC","S","10952   Rincon ST ","LOMA LINDA","","4.00 (0 0 0 0)","3,448","$260.73","$899,000","$900,000","","8,925","1977","8","4","10/27/2021"
"","30","CV21183749MR","1666","INC","S","1278   Gould ST ","SAN BERNARDINO","","4.00 (0 0 0 0)","2,920","$248.29","$725,000","$730,000","$0.00","10,500","1963","31","4","11/08/2021"
"","12","EV21208085MR","1640","INC","S","1  N San Mateo ST ","REDLANDS","","4.00 (0 0 0 0)","4,026","$223.30","$899,000","$940,000","$0.00","11,660","1964","9","4","11/10/2021"
"","10","EV21213878MR","1431","INC","S","1117   Beryl AVE ","MENTONE","","1.00 (0 0 0 0)","1,514","$264.13","$399,900","$410,000","","10,000","1964","4","2","11/20/2021"
"","9","EV21214228MR","1431","INC","S","1117   Beryl AVE ","MENTONE","4","2.00 (2 0 0 0)","1,514","$264.13","$399,900","$410,000","$0.00","10,000","1964","4","","11/20/2021"
"","42","DW21225947MR","1666","INC","S","1975  E San Bernardino AVE ","SAN BERNARDINO","","3.00 (0 0 0 0)","2,270","$264.30","$599,950","$620,000","","26,550","1946","5","2","11/29/2021"
"","16","EV21202245MR","1431","INC","S","1362 1364  Turquoise AVE ","MENTONE","","2.00 (0 0 0 0)","1,300","$346.15","$450,000","$467,500","","11,537","1972","6","2","12/06/2021"
"","2","MB21233097MR","1666","INC","S","1271   Coulston ST ","SAN BERNARDINO","","2.00 (0 0 0 0)","786","$604.33","$475,000","$480,000","","7,068","1981","5","2","12/22/2021"
"","5","EV21250062MR","1640","INC","S","7   Parkwood DR ","REDLANDS","","9.00 (0 0 0 0)","882","$3,174.60","$2,800,000","$2,400,000","$0.00","6,250","1927","17","9","12/28/2021"
"","20","IG21245211MR","1382","INC","S","26253   Cambria LN ","LOMA LINDA","2","2.00 (2 0 0 0)","1,248","$343.75","$429,000","$435,000","$0.00","3,300","1984","5","","12/28/2021"
"","16","EV21214319MR","1431","INC","S","1275   Olivine AVE ","MENTONE","","2.00 (0 0 0 0)","1,837","$179.10","$329,000","$320,000","$0.00","10,620","1928","6","2","01/02/2022"
"","6","EV21245592MR","1382","INC","S","24648   Shepardson DR ","LOMA LINDA","","4.00 (0 0 0 0)","3,600","$305.56","$1,100,000","$1,110,000","$0.00","6,650","1930","17","4","01/25/2022"
"","18","SW21226925MR","1382","INC","S","25388   Van Leuven ST ","LOMA LINDA","","3.00 (0 0 0 0)","1,954","$307.01","$599,900","$510,000","$0.00","8,485","1954","0","2","01/31/2022"
"","28","EV21267250MR","1640","INC","S","913   Columbia ST ","REDLANDS","","2.00 (0 0 0 0)","1,815","$330.03","$599,000","$625,000","","6,144","1910","5","2","02/09/2022"
"","2","CV21266562MR","1640","INC","S","79   Price ST ","REDLANDS","","7.00 (0 0 0 0)","3,910","$252.69","$988,000","$970,000","$1,552.00","16,555","1982","3","4","02/15/2022"
"","10","IV20246163MR","1666","INC","S","391  E Caroline ST ","SAN BERNARDINO","","2.00 (0 0 0 0)","1,699","$281.93","$479,000","$469,000","","21,300","1945","348","2","02/17/2022"
"","9","DW22023312MR","1666","INC","S","1244   Lee ST ","SAN BERNARDINO",""," (0 0 0 0)","8,717","$160.61","$1,400,000","$1,345,000","$0.00","36,590","1946","1","8","02/18/2022"
"","29","EV21265083MR","1382","INC","S","24500   University AVE ","LOMA LINDA","","4.00 (0 0 0 0)","2,627","$376.48","$989,000","$990,000","$0.00","9,180","1952","11","3","02/27/2022"
"","8","IV20246169MR","1666","INC","S","403  E Caroline ST ","SAN BERNARDINO","","2.00 (0 0 0 0)","1,836","$260.89","$479,000","$469,000","","21,300","1956","335","2","03/02/2022"
"","20","210033580SD","1640","INC","S","819   W Olive  Avenue ","redlands","4","3.00 (0 0 0 0)","","$0","$849,000","$810,000","$0.00","7,290","1908","35","3","03/02/2022"
"","7","EV21243400MR","1640","INC","S","329   Alvarado ST ","REDLANDS",""," (0 0 0 0)","1,857","$438.88","$815,000","$820,000","","11,920","1955","40","3","03/30/2022"
"","1","TR22001492MR","1640","INC","S","1118   Post ST ","REDLANDS","","3.00 (0 0 0 0)","4,006","$236.65","$948,000","$1,002,500","","12,004","1985","6","4","04/06/2022"
"","2","MB21233207MR","1666","INC","S","1279   Coulston ST ","SAN BERNARDINO","","3.00 (0 0 0 0)","962","$497.92","$479,000","$479,000","","7,068","1942","121","2","04/13/2022"
"","8","EV22048848MR","1382","INC","S","26200   Redlands BLVD #107","LOMA LINDA","","1.00 (0 0 0 0)","715","$349.65","$250,000","$265,000","$304.00","3,268","1981","10","1","04/28/2022"
"","56","EV21198636MR","1640","INC","S","25   Parkwood DR ","REDLANDS","","14.00 (0 0 0 0)","9,225","$379.40","$3,500,000","$3,140,000","$0.00","31,250","1938","77","13","04/29/2022"
"","2","OC22039536MR","1382","INC","S","11179   Poplar ST ","LOMA LINDA","","4.00 (0 0 0 0)","3,974","$251.13","$998,000","$1,010,000","$0.00","8,085","1964","4","4","05/09/2022"
"","10","NDP2203279MR","1640","INC","S","25   Kendall AVE ","REDLANDS","","0.00 (0 0 0 0)","2,585","$309.48","$799,999","$890,000","$0.00","11,920","1955","8","3","05/31/2022"
"","36","IV21251321MR","1431","INC","S","1359   Jasper AVE ","MENTONE","4","3.00 (0 0 0 0)","1,972","$301.72","$595,000","$590,000","$0.00","21,760","1927","45","2","06/08/2022"
"","55","TR21267001MR","1382","INC","S","10960   Campus ST ","LOMA LINDA","15","12.00 (0 0 0 0)","5,337","$449.32","$2,398,000","$2,680,000","$0.00","10,800","1968","22","12","06/15/2022"
"","25","EV22078434MR","1666","INC","S","1314  E Laurelwood DR ","SAN BERNARDINO","6","3.00 (0 0 0 0)","1,810","$303.87","$550,000","$537,500","$0.00","7,875","1946","9","2","07/02/2022"
"","3","EV22100487MR","1640","INC","S","424   Grant ST ","REDLANDS","3","2.00 (0 0 0 0)","1,496","$451.20","$675,000","$625,650","","6,250","1903","13","2","07/07/2022"
"","27","EV22115998MR","1640","INC","S","810  E Colton AVE ","REDLANDS","4","3.00 (0 0 0 0)","1,562","$382.20","$597,000","$650,000","$0.00","7,650","1902","7","2","07/12/2022"
"","10","22-143113","1640","INC","S","920   STILLMAN AVE ","REDLANDS","20","10.00 (0 0 0 0)","8,620","$301.62","$2,600,000","$2,373,000","","20,363","1964","14","10","07/14/2022"
"","49","TR22127092MR","1382","INC","S","25770   Miramonte ST ","LOMA LINDA","5","4.00 (0 0 0 0)","1,950","$435.90","$850,000","$775,000","","7,200","1951","30","2","07/28/2022"
"","6","EV22091058MR","1640","INC","S","1126   Cero CT ","REDLANDS","8","4.00 (0 0 0 0)","4,224","$212.59","$898,000","$885,000","","8,800","1964","46","4","07/29/2022"
"","3","EV22110153MR","1382","INC","S","25063   Court ST ","LOMA LINDA","2","1.00 (1 0 0 0)","768","$683.59","$525,000","$465,000","$0.00","18,000","1938","61","","08/08/2022"
"","20","CV22123816MR","1382","INC","S","11165   San Mateo DR ","LOMA LINDA","1","1.00 (0 0 0 0)","1","$549,800","$549,800","$530,000","$0.00","6,250","1922","26","2","08/29/2022"
"","23","OC22129992MR","1640","INC","S","1016   OXFORD DR ","REDLANDS","8","8.00 (0 0 0 0)","4,360","$216.74","$945,000","$945,000","$0.00","12,586","1965","27","4","08/30/2022"
"","24","EV22131741MR","1382","INC","S","11565   Richmont RD ","LOMA LINDA","6","3.00 (0 0 0 0)","2,354","$286.75","$675,000","$650,000","$0.00","9,605","1964","46","1","09/02/2022"
"","12","EV22132248MR","1382","INC","S","11073   San Juan ST ","LOMA LINDA","8","0.00 (0 0 0 0)","4,050","$493.58","$1,999,000","$1,925,000","$0.00","6,257","1926","13","8","09/03/2022"
"","52","EV22031313MR","1640","INC","S","252   Sonora ST ","REDLANDS","5","4.00 (0 0 0 0)","2,737","$400.07","$1,095,000","$1,050,000","$0.00","11,920","1910","148","3","09/09/2022"
"","32","IV22142924MR","1382","INC","S","10424   Spade DR ","LOMA LINDA","2","0.00 (0 0 0 0)","1,840","$326.08","$599,980","$556,350","$0.00","8,280","1952","49","2","09/16/2022"
"","12","CV21169261MR","1382","INC","S","25432   Cole ST ","LOMA LINDA","2","15.00 (0 0 0 0)","9,200","$326.07","$2,999,800","$2,800,000","","16,306","2016","247","5","10/23/2022"
"","12","EV22211450MR","1382","INC","S","11258   Rosarita DR ","LOMA LINDA","4","4.00 (0 0 0 0)","2,016","$421.63","$850,000","$800,000","","27,000","1954","8","4","10/24/2022"
"","34","EV22186066MR","1640","INC","S","1121   Post ST ","REDLANDS","6","5.00 (0 0 0 0)","2,900","$258.59","$749,900","$630,000","$475.00","9,240","1985","37","3","11/01/2022"
"","24","EV22190053MR","1640","INC","S","10724   Crafton AVE ","REDLANDS","1","1.00 (0 0 0 0)","600","$1,248.33","$749,000","$725,000","$0.00","189,486","2003","29","1","11/15/2022"
"","7","IG22166998MR","1666","INC","S","1484   Hardt ST ","SAN BERNARDINO","4","2.00 (0 0 0 0)","1,600","$353.13","$565,000","$520,000","$0.00","22,260","1964","88","2","11/22/2022"
"","50","OC22233326MR","1640","INC","S","4   Price ST ","REDLANDS","8","7.00 (0 0 0 0)","3,910","$242.68","$948,888","$935,000","$1,740.00","10,010","1979","11","4","11/22/2022"
"","22","OC22195657MR","1640","INC","S","509  W Olive AVE ","REDLANDS","4","4.00 (0 0 0 0)","2,552","$352.27","$899,000","$885,000","","11,920","1940","22","4","12/16/2022"
"","16","IV22212914MR","1666","INC","S","1238   Gould ST ","SAN BERNARDINO","8","8.00 (0 0 0 0)","3,404","$381.76","$1,299,500","$1,290,000","","17,062","2022","56","4","12/17/2022"
"","7","EV22217017MR","1640","INC","S","622   Pine AVE ","REDLANDS","8","4.00 (0 0 0 0)","3,500","$385.71","$1,350,000","$1,125,000","","11,920","1957","23","4","12/20/2022"
"","27","IV22086586MR","1382","INC","S","1794   Davidson ST ","LOMA LINDA","7","5.00 (0 0 0 0)","2,260","$298.67","$675,000","$660,000","$0.00","12,210","1948","159","3","12/28/2022"
"","31","IV22221189MR","1382","INC","S","25637   Lane ST ","LOMA LINDA","4","2.00 (0 0 0 0)","1,840","$326.03","$599,900","$585,000","$0.00","8,385","1946","50","2","12/28/2022"
"","31","IV22222472MR","1382","INC","S","25637   Lane ST ","LOMA LINDA","4","2.00 (0 2 0 0)","1,840","$326.03","$599,900","$585,000","$0.00","8,385","1946","50","","12/28/2022"
"","52","PW22230571MR","1640","INC","S","815   Brookside AVE ","REDLANDS","12","6.00 (0 0 0 0)","4,524","$331.56","$1,500,000","$1,500,000","","27,500","1949","23","5","12/29/2022"
"","25","EV22224282MR","1640","INC","S","14   Tennessee ST ","REDLANDS","6","3.00 (0 0 0 0)","2,934","$296.18","$869,000","$830,000","$0.00","12,000","1964","34","3","01/26/2023"
"","1","EV22253917MR","1640","INC","S","531  W Clark ST ","REDLANDS","4","0.00 (0 0 0 0)","2,303","$373.43","$860,000","$860,000","","8,600","1987","0","4","01/27/2023"
"","39","CV22259508MR","1640","INC","S","920   Church ST ","REDLANDS","3","2.00 (0 0 0 0)","1,644","$425.73","$699,900","$708,000","$0.00","9,720","1960","16","2","02/13/2023"
"","14","IG23005268MR","1640","INC","S","521  E Brockton AVE ","REDLANDS","6","5.00 (0 0 0 0)","2,900","$293.10","$849,999","$835,000","$475.00","11,919","1985","2","3","03/02/2023"
"","1","IG23017235MR","1640","INC","S","511   Courier AVE ","REDLANDS","9","8.00 (0 0 0 0)","3,880","$257.73","$1,000,000","$962,500","$570.00","12,600","1981","5","4","03/17/2023"
"","25","CV22257361MR","1640","INC","S","213   11TH ST ","REDLANDS","2","2.00 (2 0 0 0)","1,392","$358.48","$499,000","$450,000","$0.00","6,525","1964","23","","03/23/2023"
"","20","OC22223981MR","1640","INC","S","831   Washington ST ","REDLANDS","3","3.00 (0 0 0 0)","1,579","$411.02","$649,000","$618,500","","6,400","1960","88","2","03/27/2023"
"","15","P1-12571PF","1640","INC","S","210  E High AVE ","REDLANDS","2","2.00 (0 0 0 0)","1,628","$399.26","$650,000","$665,000","$0.00","7,700","1908","43","","03/28/2023"
"","1","IG23016338MR","1640","INC","S","501   Courier AVE #A-D","REDLANDS","9","8.00 (0 0 0 0)","4,006","$249.63","$1,000,000","$962,500","$570.00","12,180","1981","0","4","04/03/2023"
"","36","IV23015488MR","1640","INC","S","48   San Gorgonio DR ","REDLANDS","3","2.00 (0 0 0 0)","1,538","$421.98","$649,000","$720,000","$0.00","7,440","1924","32","2","04/27/2023"
"","7","IG23025963MR","1640","INC","S","1631   CLAY ST ","REDLANDS","4","4.00 (4 0 0 0)","1,955","$268.54","$525,000","$525,000","$0.00","6,400","1954","48","","05/26/2023"
"","1","EV23083700MR","1382","INC","S","11242   Benton ST ","LOMA LINDA","7","4.00 (0 0 0 0)","3,174","$299.31","$950,000","$960,000","$0.00","7,200","1963","6","3","06/07/2023"
"","3","AR23058614MR","1666","INC","S","382   Caroline ST ","SAN BERNARDINO","3","2.00 (0 0 0 0)","1,244","$349.68","$435,000","$420,000","$0.00","21,300","1938","23","2","06/12/2023"
"","28","EV23056205MR","1382","INC","S","11272   San Juan ST ","LOMA LINDA","2","2.00 (0 0 0 0)","1,191","$461.80","$550,000","$600,000","$0.00","6,000","1955","15","2","06/14/2023"
"","28","EV23057009MR","1382","INC","S","11272   San Juan ST ","LOMA LINDA","2","2.00 (1 1 0 0)","1,191","$461.80","$550,000","$600,000","$0.00","6,000","1955","15","","06/14/2023"
"","17","EV23093580MR","1431","INC","S","1365   Crafton AVE #1018","MENTONE","1","1.00 (0 0 0 0)","716","$335.20","$240,000","$240,000","$325.00","897","1991","12","1","07/10/2023"
"","1","EV23083734MR","1382","INC","S","11232   Benton ST ","LOMA LINDA","7","4.00 (0 0 0 0)","3,174","$299.31","$950,000","$956,000","$0.00","7,200","1963","6","3","07/12/2023"
"","16","EV23063895MR","1431","INC","S","1906   Mentone BLVD #A & B","MENTONE","3","2.00 (0 0 0 0)","1,557","$234.43","$365,000","$335,000","$0.00","17,640","1930","66","2","07/17/2023"
"","24","IV23067792MR","1640","INC","S","248   Alvarado ST ","REDLANDS","3","3.00 (2 0 1 0)","2,635","$257.69","$679,000","$646,500","$0.00","9,720","1900","46","","07/20/2023"
"","28","23-235941","1382","INC","S","1314  E Laurelwood Dr ","San Bernardino","6","3.00 (0 0 0 0)","1,810","$342.54","$620,000","$530,000","","7,875","1946","63","2","07/31/2023"
"","1","EV23143426MR","1640","INC","S","419   Cajon Street ","REDLANDS","6","4.00 (0 0 0 0)","2,162","$367.72","$795,000","$795,000","$0.00","6,315","1930","0","3","08/02/2023"
"","1","EV23068369MR","1640","INC","S","517   Walnut AVE ","REDLANDS","3","3.00 (0 0 0 0)","1,379","$572.15","$789,000","$779,000","$0.00","10,800","1959","26","2","08/10/2023"
"","5","EV23109146MR","1640","INC","S","11   Parkwood DR ","REDLANDS","1","1.00 (0 0 0 0)","1,632","$427.08","$697,000","$684,300","$0.00","7,500","1926","12","2","08/11/2023"
"","43","NP23037357MR","1640","INC","S","225   Norwood Street ","REDLANDS","2","2.00 (2 0 0 0)","1,500","$493.33","$740,000","$720,000","$0.00","6,650","1930","139","","08/14/2023"
"","39","EV23095783MR","1382","INC","S","25662   Lane ST ","LOMA LINDA","2","2.00 (2 0 0 0)","1,497","$360.05","$539,000","$565,000","$0.00","7,308","1946","9","","08/28/2023"
"","28","CV23013056MR","1382","INC","S","25432   Park Aveneue  #1 & 2","LOMA LINDA","6","5.00 (0 0 0 0)","2,156","$429.04","$925,000","$900,000","$0.00","7,579","2023","167","2","09/06/2023"
