"Open Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM","# of Units","Change Date"
"","7","EV18122480MR","1640","INC","S","15  N San Mateo ST ","REDLANDS","","2.00 (0 0 0 0)","3,934","$172.60","$679,000","$660,000","","11,700","1964","27","4","07/30/2018"
"","1","IG18183528MR","1640","INC","S","416  E Lugonia AVE ","REDLANDS","","7.00 (0 0 0 0)","4,006","$180.98","$725,000","$697,000","$360.00","12,180","1981","59","4","08/09/2018"
"","16","IV18064642MR","1666","INC","S","1847   Wallace CT ","SAN BERNARDINO","","2.00 (0 0 0 0)","2,140","$135.51","$290,000","$241,000","$0.00","10,980","1963","30","2","08/30/2018"
"","11","EV18128254MR","1640","INC","S","24   Kendall AVE ","REDLANDS","","3.00 (0 0 0 0)","2,262","$285.10","$644,900","$640,000","$0.00","11,920","1960","30","3","08/31/2018"
"","20","CV18169631MR","1640","INC","S","1133   Post ST ","REDLANDS","","7.00 (0 0 0 0)","3,880","$167.53","$650,000","$650,000","$360.00","12,150","1985","11","4","08/31/2018"
"","1","IG18126151MR","1640","INC","S","1206   Oxford DR ","REDLANDS","","7.00 (0 0 0 0)","4,006","$180.98","$725,000","$694,000","","12,000","1985","21","4","09/06/2018"
"","18","CV18139501MR","1640","INC","S","210  E High AVE ","REDLANDS","4","2.00 (2 0 0 0)","1,640","$250","$410,000","$392,500","$0.00","7,700","1935","39","1","09/07/2018"
"","18","CV18146066MR","1640","INC","S","210  E High AVE ","REDLANDS","","2.00 (0 0 0 0)","1,640","$253.05","$415,000","$392,500","$0.00","7,700","1935","39","1","09/07/2018"
"","1","TR18179032MR","1640","INC","S","1131  E Citrus AVE ","REDLANDS",""," (0 0 0 0)","4,224","$146.78","$619,999","$610,000","","11,000","1964","21","4","09/10/2018"
"","1","IG18121694MR","1640","INC","S","521   Courier AVE ","REDLANDS","","7.00 (0 0 0 0)","4,006","$183.47","$735,000","$700,000","$360.00","12,111","1985","82","4","09/27/2018"
"","9","EV17130532MR","1640","INC","S","403   Cajon ST ","REDLANDS","","3.00 (0 0 0 0)","7,583","$168.14","$1,275,000","$1,260,000","","9,000","1930","431","9","10/12/2018"
"","6","EV18231696MR","1382","INC","S","25260   La Mar RD ","LOMA LINDA","","4.00 (0 0 0 0)","4,024","$217.45","$875,000","$820,000","$0.00","7,500","1964","2","4","10/26/2018"
"","31","EV18231020MR","1640","INC","S","419   Cajon ST ","REDLANDS","3","2.00 (1 0 1 0)","1,800","$291.67","$525,000","$530,000","$0.00","8,000","1892","5","1","11/02/2018"
"","37","EV18231073MR","1640","INC","S","419   Cajon ST ","REDLANDS","","4.00 (0 0 0 0)","1,800","$291.67","$525,000","$530,000","$0.00","8,000","1892","5","3","11/02/2018"
"","2","EV18211205MR","1640","INC","S","1627   Clay ST #A-B","REDLANDS","","2.00 (0 0 0 0)","1,453","$227.05","$329,900","$325,000","$0.00","6,400","1954","50","2","11/21/2018"
"","21","CV18221584MR","1640","INC","S","912   6th ST ","REDLANDS","","2.00 (0 0 0 0)","1,800","$211.06","$379,900","$379,000","","6,158","1970","43","2","12/03/2018"
"","2","EV16106623MR","1640","INC","S","316  E Clark ST ","REDLANDS","","6.00 (0 0 0 0)","2,307","$160.38","$370,000","$345,000","","8,450","1940","288","2","12/05/2018"
"","38","AR18265096MR","1382","INC","S","24804   TULIP AVE ","LOMA LINDA","4","2.00 (2 0 0 0)","1,807","$297.73","$538,000","$508,000","$0.00","10,045","1954","8","2","12/05/2018"
"","18","IV18210331MR","1382","INC","S","25370   State ST ","LOMA LINDA","","2.00 (0 0 0 0)","1,850","$228.65","$423,000","$405,000","$0.00","9,600","1964","85","2","12/11/2018"
"","16","EV18268336MR","1431","INC","S","1227   Olivine AVE ","MENTONE","3","3.00 (3 0 0 0)","3,300","$106.06","$350,000","$285,000","$0.00","8,850","1946","9","1","12/14/2018"
"","17","EV18269247MR","1431","INC","S","1227   Olivine AVE ","MENTONE","","3.00 (0 0 0 0)","3,300","$106.06","$350,000","$285,000","","8,850","1946","8","3","12/14/2018"
"","37","EV18255344MR","1640","INC","S","801   Campus AVE ","REDLANDS","","3.00 (0 0 0 0)","1,877","$263.72","$495,000","$495,000","$0.00","10,368","1955","13","2","12/16/2018"
"","15","EV18232839MR","1640","INC","S","512  E Lugonia AVE ","REDLANDS","","7.00 (0 0 0 0)","4,006","$184.70","$739,900","$705,000","$360.00","12,180","1981","51","4","12/18/2018"
"","17","AR18254035MR","1640","INC","S","717  E Clark ST ","REDLANDS","4","2.00 (2 0 0 0)","1,170","$367.52","$430,000","$411,000","$0.00","5,200","1924","26","2","01/04/2019"
"","15","180043558MR","2081","INC","S","1123   Oxford DR ","REDLANDS","","7.00 (0 0 0 0)","","$0","$720,000","$650,000","$360.00","","1985","40","4","01/08/2019"
"","17","PW18212484MR","1640","INC","S","102   Parkwood DR ","REDLANDS","","7.00 (0 0 0 0)","3,936","$203.25","$800,000","$775,000","$0.00","8,000","1940","43","7","01/16/2019"
"","1","CV19013323MR","1640","INC","S","421  W Sun AVE ","REDLANDS","","2.00 (0 0 0 0)","1,800","$138.89","$250,000","$242,000","","6,731","1901","5","2","02/05/2019"
"","7","EV18293067MR","1640","INC","S","82   Kansas ST ","REDLANDS","","8.00 (0 0 0 0)","3,838","$183.69","$705,000","$705,000","$1,405.00","13,690","1981","9","4","02/11/2019"
"","1","EV18070941MR","1640","INC","S","419   Brookside AVE ","REDLANDS","","6.00 (0 0 0 0)","4,262","$210.93","$899,000","$890,000","$0.00","7,400","1946","182","5","02/13/2019"
"","7","PW18281651MR","1382","INC","S","25382   Park AVE ","LOMA LINDA","","3.00 (0 0 0 0)","3,071","$117.23","$360,000","$425,000","","18,952","1965","19","3","02/22/2019"
"","16","EV19024369MR","1382","INC","S","25620   Lane ST ","LOMA LINDA","","3.00 (0 0 0 0)","2,394","$179.62","$430,000","$430,000","","7,590","1955","3","2","03/01/2019"
"","4","EV18166368MR","1382","INC","S","25098   Court ST ","LOMA LINDA","","2.00 (0 0 0 0)","720","$451.39","$325,000","$275,000","","13,665","1910","170","2","03/18/2019"
"","32","WS19034819MR","1431","INC","S","1113   Beryl AVE ","MENTONE","","2.00 (0 0 0 0)","1,514","$198.08","$299,900","$365,000","","7,625","1963","12","2","03/26/2019"
"","1","IV18245980MR","1666","INC","S","1167  E Davidson ST ","SAN BERNARDINO","","3.00 (0 0 0 0)","1,264","$179.59","$227,000","$220,000","","8,160","1952","10","2","03/27/2019"
"","56","EV19036061MR","1640","INC","S","124  W Fern AVE ","REDLANDS","","2.00 (0 0 0 0)","4,848","$144.39","$700,000","$700,000","","14,400","1994","14","6","04/18/2019"
"","7","OC19008261MR","1640","INC","S","1028   Lombard DR ","REDLANDS","","3.00 (0 0 0 0)","3,880","$193.04","$749,000","$700,000","","13,939","1964","31","4","04/20/2019"
"","15","EV18263289MR","1382","INC","S","25182   Van Leuven ST ","LOMA LINDA","","3.00 (0 0 0 0)","2,581","$222.78","$575,000","$555,000","$0.00","10,650","1950","144","3","04/29/2019"
"","13","EV19048685MR","1382","INC","S","25728   Miramonte ST ","LOMA LINDA","","2.00 (0 0 0 0)","1,655","$202.42","$335,000","$335,000","$0.00","7,800","1951","10","2","05/02/2019"
"","8","EV19034496MR","1640","INC","S","18   Kansas ST ","REDLANDS","","8.00 (0 0 0 0)","3,934","$186.83","$735,000","$700,000","$1,450.00","10,010","1979","6","4","05/06/2019"
"","12","EV19073076MR","1640","INC","S","819  W Olive AVE ","REDLANDS","","3.00 (0 0 0 0)","2,126","$244.12","$519,000","$519,000","","7,290","1908","2","3","05/07/2019"
"","27","EV19050309MR","1382","INC","S","11272   San Juan ST ","LOMA LINDA","","2.00 (0 0 0 0)","1,191","$356.84","$425,000","$373,000","$0.00","6,000","1955","22","2","05/14/2019"
"","33","CV19056644MR","1382","INC","S","25118   Barton RD ","LOMA LINDA","","3.00 (0 0 0 0)","1,762","$255.28","$449,800","$415,000","$0.00","7,089","1955","33","2","05/15/2019"
"","5","SB19083427MR","1640","INC","S","1017   Oxford Dr #A-D  ","REDLANDS","","8.00 (0 0 0 0)","5,106","$136.90","$699,000","$697,000","","11,594","1964","15","4","06/13/2019"
"","6","EV19073455MR","1382","INC","S","24573   Canada ST ","LOMA LINDA","","3.00 (0 0 0 0)","3,448","$217.23","$749,000","$745,000","$0.00","8,925","1977","8","4","06/21/2019"
"","27","IV19109599MR","1382","INC","S","1614   Davidson ST ","LOMA LINDA","2","2.00 (2 0 0 0)","1,088","$252.76","$275,000","$280,000","$0.00","7,980","1952","21","","06/25/2019"
"","43","EV19134824MR","1640","INC","S","248  S Eureka ST ","REDLANDS","","2.00 (0 0 0 0)","1,249","$335.47","$419,000","$419,260","$0.00","7,000","1940","2","2","06/27/2019"
"","2","IV19109772MR","1666","INC","S","1572  E Davidson ST ","SAN BERNARDINO","","4.00 (0 0 0 0)","2,146","$166.82","$358,000","$365,000","$0.00","7,525","1978","20","2","07/06/2019"
"","35","IG19095351MR","1640","INC","S","622  N Grove ST ","REDLANDS","","2.00 (0 0 0 0)","738","$445.80","$329,000","$329,000","","10,000","1941","56","2","07/10/2019"
"","12","IG18158762MR","1640","INC","S","521  E Brockton AVE ","REDLANDS","","3.00 (0 0 0 0)","2,900","$158.62","$460,000","$440,000","$360.00","11,919","1985","70","3","07/20/2019"
"","1","EV19065579MR","1640","INC","S","307   Bond ST ","REDLANDS","","2.00 (0 0 0 0)","1,608","$279.23","$449,000","$425,000","$0.00","7,540","1951","93","2","07/31/2019"
"","1","OC19144667MR","1640","INC","S","421  W sun Ave ","REDLANDS","4","2.00 (2 0 0 0)","1,800","$249.72","$449,500","$465,000","$0.00","6,731","1901","25","","07/31/2019"
"","26","EV19130852MR","1382","INC","S","24447   University AVE ","LOMA LINDA","","3.00 (0 0 0 0)","2,308","$292.46","$675,000","$675,000","","27,000","1955","13","3","08/02/2019"
"","9","TR19130866MR","1640","INC","S","924   Orange ST ","REDLANDS","","2.00 (0 0 0 0)","1,548","$245.47","$379,989","$370,000","$0.00","6,500","1940","21","2","08/08/2019"
"","12","EV19145542MR","1640","INC","S","91   Tennessee ST #C","REDLANDS","2","3.00 (2 0 1 0)","1,548","$184.11","$285,000","$275,000","$335.00","1,800","1982","27","30","08/16/2019"
"","34","EV19142870MR","1640","INC","S","228   Grant ST ","REDLANDS","","2.00 (0 0 0 0)","1,665","$317.72","$529,000","$525,000","$0.00","7,000","1925","18","2","08/27/2019"
"","1","DW19207945MR","1666","INC","S","1204 1222  Hardt ST ","SAN BERNARDINO","","4.00 (0 0 0 0)","4,323","$109.88","$475,000","$475,000","","19,994","1945","2","3","09/04/2019"
"","2","EV19137596MR","1382","INC","S","24989   Prospect AVE ","LOMA LINDA","","7.00 (0 0 0 0)","3,796","$342.47","$1,300,000","$1,300,000","","17,590","1966","41","7","09/09/2019"
"","5","IV19159299MR","1666","INC","S","1582  E Davidson ST ","SAN BERNARDINO","","2.00 (0 0 0 0)","1,600","$220.63","$353,000","$336,000","$0.00","9,275","1968","35","2","09/13/2019"
"","1","IV19142192MR","1640","INC","S","1023   Herald ST ","REDLANDS","","1.00 (0 0 0 0)","1,641","$292.50","$479,990","$435,000","","6,521","1917","8","4","09/21/2019"
"","45","EV19117728MR","1382","INC","S","25636   Sun AVE ","LOMA LINDA","","2.00 (0 0 0 0)","2,185","$258.58","$565,000","$300,000","$0.00","16,560","1952","54","2","10/01/2019"
"","46","EV19085277MR","1640","INC","S","324   Myrtle ST ","REDLANDS","","2.00 (0 0 0 0)","2,051","$263.29","$540,000","$520,000","","7,500","1935","115","2","10/05/2019"
"","46","EV19085311MR","1640","INC","S","324   Myrtle ST ","REDLANDS","3","2.00 (2 0 0 0)","2,051","$263.29","$540,000","$520,000","$0.00","7,500","1935","115","","10/05/2019"
"","29","CV19221723MR","1382","INC","S","11417   San Juan ST ","LOMA LINDA","5","2.00 (0 0 0 0)","2,696","$222.51","$599,900","$625,000","$0.00","11,250","1950","9","2","10/16/2019"
"","16","EV19116365MR","1640","INC","S","306   La Paloma ST ","REDLANDS","","2.00 (0 0 0 0)","1,922","$299.17","$575,000","$565,000","$0.00","8,450","1957","29","2","10/16/2019"
"","6","PW19116265MR","1640","INC","S","217   Judson ST ","REDLANDS","","4.00 (0 0 0 0)","3,772","$208.11","$785,000","$720,000","$0.00","10,500","1964","124","4","10/27/2019"
"","5","EV19198383MR","1666","INC","S","1484   Hardt ST ","SAN BERNARDINO","","1.00 (0 0 0 0)","1,600","$224.38","$359,000","$350,000","","22,260","1964","40","2","10/30/2019"
"","24","EV19187017MR","1640","INC","S","840   Herald ST ","REDLANDS","","3.00 (0 0 0 0)","2,366","$232.04","$549,000","$560,000","","6,490","2007","37","2","10/30/2019"
"","4","EV19231125MR","1382","INC","S","25063   Court ST ","LOMA LINDA","","1.00 (0 0 0 0)","900","$366.56","$329,900","$342,000","","20,200","1938","13","2","11/08/2019"
"","20","CV19228530MR","1666","INC","S","1167  E Davidson ST ","SAN BERNARDINO","","3.00 (0 0 0 0)","1,264","$260.28","$329,000","$330,000","","8,160","1952","10","2","11/10/2019"
"","23","EV19230508MR","1640","INC","S","321   Alvarado ST ","REDLANDS","","2.00 (0 0 0 0)","1,680","$345.18","$579,900","$580,000","","7,000","1922","9","2","11/14/2019"
"","28","PW19248161MR","1640","INC","S","1250   Tribune ST #D","REDLANDS","","5.00 (0 0 0 0)","4,006","$197.18","$789,900","$790,000","$360.00","12,390","1981","0","4","11/22/2019"
"","15","EV19252936MR","1640","INC","S","620   Church ST ","REDLANDS","4","2.00 (0 0 0 0)","1,842","$198.15","$365,000","$403,000","","8,440","1946","4","2","11/27/2019"
"","4","SW19252669MR","1640","INC","S","1209   Tribune ST ","REDLANDS","","4.00 (0 0 0 0)","12,375","$58.59","$725,000","$736,000","$0.00","10,125","1987","17","4","12/13/2019"
"","42","EV19248533MR","1431","INC","S","1361   Jasper AVE ","MENTONE","","3.00 (0 0 0 0)","2,578","$180.18","$464,500","$464,500","","16,000","1947","2","2","12/21/2019"
"","5","EV19198319MR","1666","INC","S","1474   Hardt ST ","SAN BERNARDINO","","3.00 (0 0 0 0)","1,960","$234.18","$459,000","$450,000","","22,260","1960","93","2","12/31/2019"
"","66","CV19255023MR","1640","INC","S","921   Tribune ST ","REDLANDS","","3.00 (0 0 0 0)","2,900","$272.38","$789,900","$725,000","$0.00","12,701","1940","17","3","01/02/2020"
"","61","CV19255124MR","1640","INC","S","921   Tribune ST ","REDLANDS","9","3.00 (3 0 0 0)","2,900","$272.38","$789,900","$725,000","$0.00","12,701","1940","17","","01/02/2020"
"","20","EV19165824MR","1640","INC","S","509  W Olive AVE ","REDLANDS","","4.00 (0 0 0 0)","2,552","$270.34","$689,900","$650,000","","11,920","1940","101","4","01/02/2020"
"","6","EV19193942MR","1640","INC","S","223  W Olive AVE ","REDLANDS","","4.00 (0 0 0 0)","4,257","$111.58","$475,000","$475,000","","11,200","1903","112","7","01/18/2020"
"","12","EV19209109MR","1382","INC","S","10660   Ohio ST ","LOMA LINDA","","2.00 (0 0 0 0)","1,566","$212.32","$332,500","$312,000","$0.00","11,549","1948","125","2","01/24/2020"
"","5","EV19057510MR","1431","INC","S","1826  N Mentone BLVD ","MENTONE","","4.00 (0 0 0 0)","2,500","$379.20","$948,000","$675,000","$0.00","7,330","1925","308","4","02/25/2020"
"","33","EV20020663MR","1382","INC","S","25380   State ST ","LOMA LINDA","","2.00 (0 0 0 0)","1,850","$235.14","$435,000","$475,000","$0.00","9,000","1974","13","2","03/14/2020"
"","18","20-553416","1640","INC","S","1134   OXFORD DR ","REDLANDS","9","7.00 (0 0 0 0)","4,006","$168.50","$675,000","$800,000","","12,016","1985","9","4","04/01/2020"
"","16","IV19280192MR","1666","INC","S","1665   Richardson ST ","SAN BERNARDINO","","3.00 (0 0 0 0)","2,024","$212.45","$430,000","$400,000","","8,700","1952","11","2","04/12/2020"
"","19","EV19256306MR","1640","INC","S","1127   Post ST ","REDLANDS","","7.00 (0 0 0 0)","4,006","$199.58","$799,500","$800,000","$360.00","12,885","1985","132","4","04/15/2020"
"","1","OC20048936MR","1640","INC","S","1364   Parker CT ","REDLANDS","","8.00 (0 0 0 0)","3,838","$187.60","$720,000","$700,000","$1,500.00","13,165","1981","19","4","04/30/2020"
"","22","TR20053914MR","1640","INC","S","26   Kansas ST ","REDLANDS","","8.00 (0 0 0 0)","3,910","$184.14","$720,000","$750,000","$1,500.00","10,010","1979","6","4","05/06/2020"
"","11","EV20005348MR","1666","INC","S","1434   Gould ST ","SAN BERNARDINO","","2.00 (0 0 0 0)","1,750","$257.14","$450,000","$400,000","$0.00","23,425","1944","106","2","05/27/2020"
"","23","EV20042819MR","1382","INC","S","10660   Ohio ST ","LOMA LINDA","","2.00 (0 0 0 0)","1,566","$286.72","$449,000","$454,000","$0.00","11,549","1948","29","2","05/28/2020"
"","10","EV20069063MR","1382","INC","S","11173   San Mateo DR ","LOMA LINDA","","2.00 (0 0 0 0)","1,357","$426.68","$579,000","$560,000","","6,250","1957","45","2","06/16/2020"
"","25","EV20073140MR","1382","INC","S","25462   Cole ST ","LOMA LINDA","","3.00 (0 0 0 0)","0","$0","$449,900","$430,000","","6,786","1939","11","2","06/27/2020"
"","43","EV20011127MR","1382","INC","S","10630   Poplar ST ","LOMA LINDA","","4.00 (0 0 0 0)","3,600","$209.17","$753,000","$753,000","","15,000","1965","120","4","07/02/2020"
"","21","EV20067672MR","1431","INC","S","1359   Jasper AVE ","MENTONE","","2.00 (0 0 0 0)","1,972","$168.61","$332,500","$335,000","","21,760","1927","14","2","07/02/2020"
"","72","CV20079197MR","1640","INC","S","600  E Lugonia AVE ","REDLANDS","","7.00 (0 0 0 0)","4,006","$199.67","$799,888","$799,888","$360.00","11,919","1985","24","4","07/09/2020"
"","21","EV20095458MR","1640","INC","S","316   Sonora ST ","REDLANDS","","2.00 (0 0 0 0)","1,488","$325.94","$485,000","$450,000","$0.00","7,500","1962","9","2","07/14/2020"
"","22","IV20102392MR","1666","INC","S","2268  S Gardena ST ","SAN BERNARDINO","","1.00 (0 0 0 0)","960","$255.21","$245,000","$230,000","","21,560","1954","5","1","07/14/2020"
"","27","IV20102460MR","1666","INC","S","2288  S Gardena ST ","SAN BERNARDINO","","1.00 (0 0 0 0)","1,128","$234.93","$265,000","$245,000","","21,560","1957","5","1","07/14/2020"
"","36","EV20095407MR","1640","INC","S","48   San Gorgonio DR ","REDLANDS","","2.00 (0 0 0 0)","1,578","$316.54","$499,500","$485,000","","7,440","1924","32","2","07/31/2020"
"","4","EV20042538MR","1666","INC","S","1556   Gould ST ","SAN BERNARDINO","","3.00 (0 0 0 0)","958","$416.49","$399,000","$395,000","","23,400","1946","120","3","08/03/2020"
"","25","EV20111879MR","1640","INC","S","203   Church ST ","REDLANDS","4","2.00 (2 0 0 0)","1,500","$306","$459,000","$465,000","$0.00","6,525","1929","16","","08/06/2020"
"","25","EV20113603MR","1640","INC","S","203   Church ST ","REDLANDS","","2.00 (0 0 0 0)","1,500","$306","$459,000","$465,000","","6,525","1929","16","2","08/06/2020"
"","37","EV20108489MR","1382","INC","S","11231   San Juan ST ","LOMA LINDA","","3.00 (0 0 0 0)","1,904","$288.34","$549,000","$549,000","$0.00","7,600","1922","10","2","08/12/2020"
"","42","EV20122118MR","1666","INC","S","1776  E Victoria AVE ","SAN BERNARDINO","","4.00 (0 0 0 0)","3,538","$134.26","$475,000","$575,500","$0.00","25,500","1926","7","2","08/13/2020"
"","21","EV18087966MR","1431","INC","S","1342   Agate AVE ","MENTONE","","9.00 (0 0 0 0)","7,877","$123.78","$975,000","$900,000","","28,000","1963","793","6","08/19/2020"
"","22","EV20111573MR","1640","INC","S","434   Bond ST ","REDLANDS","","2.00 (0 0 0 0)","1,140","$394.74","$450,000","$450,000","$0.00","8,640","1939","12","2","08/20/2020"
"","27","EV20064680MR","1382","INC","S","25004   Court ST ","LOMA LINDA","","2.00 (0 0 0 0)","2,014","$248.21","$499,900","$475,000","","13,650","1900","49","2","09/07/2020"
"","4","EV20063387MR","1640","INC","S","813  E High AVE ","REDLANDS","","3.00 (0 0 0 0)","1,886","$257.16","$485,000","$470,000","","10,320","1902","102","2","09/24/2020"
"","5","TR20098809MR","1640","INC","S","1131  E Citrus AVE #1","REDLANDS","","2.00 (0 0 0 0)","4,224","$189.39","$799,999","$790,000","$0.00","11,000","1964","13","4","09/24/2020"
"","22","180048108SD","1640","INC","S","633   Brookside Ave  ","Redlands","4","4.00 (0 0 0 0)","","$0","$595,000","$620,000","$0.00","9,120","1953","7","4","10/11/2020"
"","30","EV20183029MR","1382","INC","S","11024   Evans ST ","LOMA LINDA","","4.00 (0 0 0 0)","1,972","$293.61","$579,000","$565,000","","6,321","1936","3","2","10/23/2020"
"","31","EV20152557MR","1640","INC","S","336   Sonora ST ","REDLANDS","","2.00 (0 0 0 0)","1,800","$305.56","$550,000","$550,000","$0.00","4,140","1903","23","2","10/26/2020"
"","10","EV20168349MR","1640","INC","S","205   Judson ST ","REDLANDS","","5.00 (0 0 0 0)","3,852","$196.78","$758,000","$650,000","$0.00","11,000","1964","20","4","10/27/2020"
"","22","EV20169219MR","1640","INC","S","201   Judson ST ","REDLANDS","","5.00 (0 0 0 0)","3,852","$196.78","$758,000","$650,000","$0.00","1,989","1964","20","4","10/27/2020"
"","16","EV20177394MR","1640","INC","S","6   Tennessee ST ","REDLANDS","","4.00 (0 0 0 0)","4,026","$198.46","$799,000","$795,000","","11,748","1964","17","4","10/29/2020"
"","57","EV20152488MR","1640","INC","S","114   Parkwood  ","REDLANDS","","3.00 (0 0 0 0)","1,920","$338.54","$650,000","$650,000","$0.00","11,920","1940","16","3","10/30/2020"
"","20","IV20205657MR","1666","INC","S","345  E Caroline ST ","SAN BERNARDINO","","1.00 (0 0 0 0)","898","$288.42","$259,000","$255,000","$0.00","21,300","1940","11","1","10/31/2020"
"","41","IV20114083MR","1640","INC","S","620   Monterey ST ","REDLANDS","","3.00 (0 0 0 0)","1,638","$320.51","$525,000","$525,000","$0.00","4,800","1926","42","2","11/02/2020"
"","24","PW20139102MR","1382","INC","S","11096   Bellaire ST ","LOMA LINDA","","2.00 (0 0 0 0)","2,058","$230.81","$475,000","$505,500","$0.00","8,592","1973","4","2","11/18/2020"
"","25","PW20139128MR","1382","INC","S","11096   Bellaire ST ","LOMA LINDA","4","2.00 (2 0 0 0)","2,058","$230.81","$475,000","$505,500","$0.00","8,592","1973","4","","11/22/2020"
"","1","EV20250851MR","1382","INC","S","10933   Evans ST ","LOMA LINDA","","6.00 (0 0 0 0)","3,640","$357.14","$1,300,000","$1,275,000","$0.00","8,125","2018","0","3","12/03/2020"
"","32","IV20143935MR","1640","INC","S","1023   Herald ST ","REDLANDS","","4.00 (0 0 0 0)","1,641","$356.49","$585,000","$570,000","","6,521","1917","74","4","12/12/2020"
"","1","200054284SD","1640","INC","S","1128   Oxford Street  ","Redlands","9","8.00 (0 0 0 0)","","$0","$805,000","$797,500","$450.00","12,000","1985","0","4","12/19/2020"
"","14","EV20226452MR","1640","INC","S","1110  E Central AVE ","REDLANDS","","2.00 (0 0 0 0)","1,776","$281.53","$499,999","$510,000","$0.00","23,000","1973","8","2","12/30/2020"
"","2","WS20257767MR","1640","INC","S","801   Campus AVE ","REDLANDS","","3.00 (0 0 0 0)","1,877","$306.34","$575,000","$567,000","","10,368","1955","3","2","01/08/2021"
"","2","WS20260596MR","1640","INC","S","801   Campus AVE ","REDLANDS","4","3.00 (2 1 0 0)","1,877","$306.34","$575,000","$567,000","$0.00","10,368","1955","0","","01/08/2021"
