"Open Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM","# of Units","Change Date"
"","35","24-463151","469","INC","S","795  W 12th St ","Pomona","3","2.00 (0 0 0 0)","1,133","$616.95","$699,000","$715,000","","6,238","1940","8","2","12/13/2024"
"","11","PW24183431MR","469","INC","S","435  E 11th ST ","POMONA","4","2.00 (0 0 0 0)","1,500","$476.67","$715,000","$700,000","","7,802","1901","78","2","12/17/2024"
"","54","P1-20176PF","487","INC","S","506  N Towne AVE ","CLAREMONT","5","4.00 (0 0 0 0)","6,288","$270.36","$1,700,000","$1,500,000","$0.00","11,900","1964","5","","12/23/2024"
"","43","IV24160756MR","1455","INC","S","5217   Kingsley ST ","MONTCLAIR","4","2.00 (0 0 0 0)","1,728","$448.50","$775,000","$781,000","","7,320","1961","72","2","12/27/2024"
"","38","CV24211611MR","1455","INC","S","10325   Lehigh AVE ","MONTCLAIR","6","5.00 (0 0 0 0)","12,701","$283.44","$3,600,000","$3,550,000","$0.00","16,080","1962","17","13","12/30/2024"
"","8","CV24237138MR","1795","INC","S","540  W Arrow  ","UPLAND","3","2.00 (0 0 0 0)","8,451","$218.91","$1,850,000","$2,100,000","","15,400","1960","19","13","12/30/2024"
"","","COMP25140709","469","INC","S","923  N SAN ANTONIO AVE #A","POMONA","9","7.00 (7 0 0 0)","5,036","$432.09","$2,176,000","$2,176,000","","9,673","1963","0","6","01/02/2025"
"","5","OC24190900MR","1543","INC","S","603  N San Antonio AVE ","ONTARIO","3","2.00 (0 0 0 0)","1,697","$393.64","$668,000","$600,000","","7,425","1946","38","2","01/03/2025"
"","1","CV24208783MR","469","INC","S","330   San Bernardino AVE ","POMONA","2","2.00 (0 0 0 0)","1,352","$443.71","$599,900","$600,000","$0.00","6,962","1938","65","2","01/03/2025"
"","1","WS23111968MR","469","INC","S","648   Abbey Lane ","POMONA","10","5.00 (0 0 0 0)","4,370","$343.25","$1,500,000","$1,440,000","$0.00","7,807","1962","481","5","01/10/2025"
"","30","CV24158508MR","1795","INC","S","799  E 7th ST ","UPLAND","4","2.00 (0 0 0 0)","1,642","$471.99","$775,000","$782,750","$0.00","6,732","1950","67","2","01/17/2025"
"","22","DW24248071MR","469","INC","S","1041  W 3rd ST ","POMONA","3","2.00 (0 0 0 0)","1,148","$522.55","$599,888","$680,000","$0.00","6,785","1913","12","2","01/22/2025"
"","10","CV24209804MR","1543","INC","S","741   Corvette DR ","ONTARIO","10","6.00 (0 0 0 0)","3,989","$393.58","$1,570,000","$1,470,000","","9,956","1987","30","4","01/30/2025"
"","12","IV24193265MR","1543","INC","S","1541  N Hope AVE ","ONTARIO","8","4.00 (0 0 0 0)","3,502","$314.11","$1,100,000","$1,000,000","","9,826","1963","54","4","02/04/2025"
"","46","CV24131326MR","1795","INC","S","845  N 5th AVE ","UPLAND","8","4.00 (4 0 0 0)","2,983","$368.09","$1,098,000","$989,000","$0.00","11,418","1961","148","","02/05/2025"
"","46","CV24146591MR","1795","INC","S","845   5th AVE ","UPLAND","8","4.00 (0 0 0 0)","2,983","$368.09","$1,098,000","$989,000","$0.00","11,418","1961","148","2","02/05/2025"
"","75","CV24230827MR","1543","INC","S","221  N Mountain AVE ","ONTARIO","9","12.00 (0 0 0 0)","38,925","$462.30","$17,995,000","$17,400,000","$0.00","55,321","2024","38","39","02/11/2025"
"","6","IV24194411MR","1543","INC","S","1016  W El Morado CT ","ONTARIO","6","4.00 (0 0 0 0)","2,652","$324.74","$861,200","$852,320","$0.00","8,778","1962","113","3","02/12/2025"
"","3","WS24231364MR","469","INC","S","806  W 4th ST ","POMONA","3","2.00 (2 0 0 0)","1,469","$425.46","$625,000","$610,000","$0.00","7,815","1890","20","","02/13/2025"
"","34","CV24214918MR","1543","INC","S","1027  W E ST ","ONTARIO","2","1.00 (0 0 0 0)","11,044","$253.53","$2,800,000","$2,715,000","$0.00","17,001","1961","82","12","02/28/2025"
"","49","IV24244990MR","1543","INC","S","620  E E ST ","ONTARIO","5","4.00 (0 0 0 0)","1,912","$439.28","$839,900","$825,000","$0.00","4,700","2021","81","2","03/05/2025"
"","5","PW24235785MR","1543","INC","S","201  W Belmont ST ","ONTARIO","5","2.00 (2 0 0 0)","2,039","$331.04","$675,000","$613,000","$0.00","14,400","1953","13","","03/06/2025"
"","","COMP25142254","487","INC","S","140  W 9TH ST ","CLAREMONT","5","2.00 (2 0 0 0)","1,938","$1,039.73","$2,015,000","$2,015,000","","7,609","1924","0","2","03/11/2025"
"","1","CV24218622MR","469","INC","S","11330   Wesley AVE ","POMONA","4","2.00 (2 0 0 0)","1,766","$430.35","$760,000","$760,000","$0.00","7,200","1965","21","","03/11/2025"
"","16","CV25001506MR","469","INC","S","505  E Columbia AVE ","POMONA","4","4.00 (0 0 0 0)","2,334","$415.55","$969,900","$969,900","$0.00","8,166","1939","36","4","03/14/2025"
"","68","CV24223489MR","1795","INC","S","636  W Veronica ST ","UPLAND","4","4.00 (0 0 0 0)","4,020","$298.51","$1,200,000","$1,200,000","$0.00","15,080","1975","109","3","03/14/2025"
"","","COMP25142511","487","INC","S","142  W 9TH ST ","CLAREMONT","9","8.00 (8 0 0 0)","4,737","$425.37","$2,015,000","$2,015,000","","12,083","1927","0","8","03/18/2025"
"","24","OC24249801MR","1795","INC","S","394  N 6th Ave ","UPLAND","6","3.00 (0 0 0 0)","2,250","$455.56","$1,025,000","$1,030,000","$0.00","7,872","1929","36","3","03/18/2025"
"","9","OC25015743MR","487","INC","S","333   Harrison AVE ","CLAREMONT","5","5.00 (0 0 0 0)","2,644","$605.14","$1,600,000","$1,575,000","$0.00","7,502","1952","23","4","03/18/2025"
"","44","DW25017138MR","469","INC","S","217   Palm PL ","POMONA","4","4.00 (0 0 0 0)","1,440","$479.17","$690,000","$690,000","","6,075","1948","5","4","03/26/2025"
"","51","DW25017163MR","469","INC","S","231   Palm PL ","POMONA","4","2.00 (0 0 0 0)","1,440","$479.17","$690,000","$700,000","","5,936","1948","5","4","03/28/2025"
"","12","25-478603","1543","INC","S","1260  W Rosewood Ct ","Ontario","8","8.00 (0 0 0 0)","3,552","$281.25","$999,000","$995,000","","7,986","","32","4","04/03/2025"
"","12","CV25045184MR","1543","INC","S","1222  W J ST ","ONTARIO","8","8.00 (0 0 0 0)","3,552","$295.61","$1,050,000","$1,100,000","$0.00","7,378","1962","17","4","04/03/2025"
"","37","DW25017062MR","469","INC","S","243   Palm PL ","POMONA","4","3.00 (0 0 0 0)","1,608","$413.56","$665,000","$603,000","","5,930","1949","12","3","04/03/2025"
"","11","CV25041408MR","1795","INC","S","1409   Springfield ST ","UPLAND","8","8.00 (0 0 0 0)","4,028","$347.57","$1,400,000","$1,350,000","","7,800","1965","4","4","04/04/2025"
"","9","PW24235510MR","1543","INC","S","5351 5361 W Maitland ST ","ONTARIO","12","6.00 (0 0 0 0)","1,800","$777.78","$1,400,000","$712,500","$0.00","14,846","1926","60","6","04/05/2025"
"","14","CV25041499MR","1795","INC","S","1413   Springfield ST ","UPLAND","8","8.00 (0 0 0 0)","4,028","$347.57","$1,400,000","$1,350,000","$0.00","7,800","1965","4","4","04/08/2025"
"","47","CV24187539MR","1455","INC","S","10151   VERNON AVE ","MONTCLAIR","7","5.00 (4 1 0 0)","2,500","$558","$1,395,000","$1,390,000","$0.00","8,308","2024","112","","04/10/2025"
"","47","CV24255148MR","1455","INC","S","10151   VERNON AVE ","MONTCLAIR","7","5.00 (0 0 0 0)","2,500","$558","$1,395,000","$1,390,000","$0.00","8,308","2024","86","2","04/10/2025"
"","25","CV25016672MR","469","INC","S","1585   Alameda ST ","POMONA",""," (0 0 0 0)","1,352","$487.43","$659,000","$659,000","","6,556","1937","38","2","04/10/2025"
"","25","CV25026236MR","1455","INC","S","10352   Marion AVE ","MONTCLAIR","5","2.00 (0 0 0 0)","1,918","$442.65","$849,000","$849,000","$0.00","8,050","1960","32","2","04/16/2025"
"","55","CV24065367MR","1543","INC","S","820  E Richland ST ","ONTARIO","14","7.00 (0 0 0 0)","3,432","$349.36","$1,199,000","$1,155,000","$0.00","9,079","1963","325","4","04/16/2025"
"","1","CV24215857MR","1795","INC","S","932  W Pine ST ","UPLAND","8","7.00 (5 0 2 0)","4,028","$337.36","$1,358,888","$1,350,000","$0.00","7,800","1966","151","","04/21/2025"
"","","COMP25143166","487","INC","S","145  W 7TH ST ","CLAREMONT","9","5.00 (5 0 0 0)","3,879","$425.37","$1,650,000","$1,650,000","","10,903","1939","0","4","04/22/2025"
"","12","CV25041542MR","1795","INC","S","1428   Springfield ST ","UPLAND","8","8.00 (0 0 0 0)","4,028","$347.57","$1,400,000","$1,370,000","","7,800","1965","18","4","04/24/2025"
"","5","WS24250740MR","469","INC","S","259  E Alvarado ST #2","POMONA","3","0.00 (0 0 0 0)","1,291","$463.98","$599,000","$610,000","","7,162","1954","29","2","05/01/2025"
"","46","TR25057159MR","469","INC","S","1030   Bradford ST ","POMONA","4","3.00 (0 0 0 0)","3,058","$392.41","$1,200,000","$1,200,000","","8,588","1927","5","3","05/01/2025"
"","27","CV25053872MR","487","INC","S","351  N Cambridge AVE ","CLAREMONT","3","3.00 (0 0 0 0)","1,679","$594.40","$998,000","$1,200,000","$0.00","10,643","1953","8","3","05/01/2025"
"","14","CV25057678MR","1627","INC","S","8179   Rancheria DR ","RANCHO CUCAMONGA","4","2.00 (0 0 0 0)","1,660","$439.16","$729,000","$730,000","$0.00","8,680","1957","13","2","05/07/2025"
"","38","CV24250799MR","1795","INC","S","995  E Washington BLVD ","UPLAND","5","3.00 (0 0 0 0)","2,190","$431.51","$945,000","$945,000","$0.00","7,162","1924","96","2","05/12/2025"
"","","COMP25143774","469","INC","S","394  N MOUNTAIN VIEW AVE ","POMONA","3","6.00 (6 0 0 0)","3,156","$192.33","$607,000","$607,000","","7,722","1895","0","6","05/14/2025"
"","","CV25108624MR","469","INC","S","914  N Palomares ST ","POMONA","3","3.00 (0 0 0 0)","2,204","$437.84","$965,000","$965,000","","4,418","1964","0","4","05/15/2025"
"","40","IG24127640MR","469","INC","S","903  N Eleanor ST ","POMONA","3","3.00 (0 0 0 0)","2,070","$338.16","$699,999","$670,000","","7,189","1967","152","3","05/15/2025"
"","31","SW25089815MR","1543","INC","S","1068   E J ST ","ONTARIO","4","3.00 (0 0 0 0)","1,859","$430.34","$800,000","$773,000","$0.00","7,000","1947","5","3","05/15/2025"
"","62","CV24244327MR","1627","INC","S","8649   Calle Del Prado  ","RANCHO CUCAMONGA","9","7.00 (0 0 0 0)","3,746","$368.39","$1,380,000","$1,300,000","$657.00","8,100","1976","99","4","05/16/2025"
"","1","BB25071470MR","1795","INC","S","596  N Palm AVE ","UPLAND","4","3.00 (0 0 0 0)","1,802","$455.05","$820,000","$805,000","$0.00","8,280","1965","9","2","05/22/2025"
"","8","IV25057152MR","1543","INC","S","3115   Jaguar WAY ","ONTARIO","10","8.00 (0 0 0 0)","3,950","$417.72","$1,650,000","$1,600,000","","12,322","1990","8","4","05/25/2025"
"","19","DW25038964MR","1795","INC","S","227   N Vallejo Way ","UPLAND","8","4.00 (0 0 0 0)","3,604","$353.77","$1,275,000","$1,200,000","$0.00","9,472","1963","57","4","06/02/2025"
"","","COMP25144243","487","INC","S","430   GRINNELL DR ","CLAREMONT","6","5.00 (5 0 0 0)","3,183","$392.71","$1,250,000","$1,250,000","","9,645","1952","0","5","06/10/2025"
"","8","CV25068859MR","1795","INC","S","510   Silverwood AVE ","UPLAND","4","8.00 (0 0 0 0)","3,449","$362.13","$1,249,000","$1,250,000","","7,776","1981","12","4","06/13/2025"
"","3","CV25030654MR","1543","INC","S","1120  E Elma ST ","ONTARIO","2","1.00 (0 0 0 0)","2,310","$350.65","$810,000","$770,000","","6,300","1955","119","3","06/13/2025"
"","7","CV25090782MR","1543","INC","S","308  N Begonia AVE ","ONTARIO","8","8.00 (0 0 0 0)","4,464","$246.42","$1,100,000","$1,040,000","$0.00","8,280","1964","5","4","06/16/2025"
"","28","DW24231905MR","469","INC","S","878  E Hawthorne PL ","POMONA","5","3.00 (0 0 0 0)","1,608","$428.48","$689,000","$675,000","","6,756","1948","117","2","06/18/2025"
"","20","24-421721","1543","INC","S","729  E F St ","Ontario","6","5.00 (0 0 0 0)","2,602","$288.24","$750,000","$750,000","","8,496","1925","28","3","06/19/2025"
"","26","PW25054646MR","1543","INC","S","1013  S Palm AVE ","ONTARIO","6","2.00 (0 0 0 0)","1,872","$507.48","$950,000","$850,000","$0.00","9,072","1950","19","2","06/26/2025"
"","50","CV25077130MR","1543","INC","S","417  N Grove AVE ","ONTARIO","3","2.00 (0 0 0 0)","2,674","$330.93","$884,900","$912,000","$0.00","7,040","1990","18","2","06/26/2025"
"","22","CV25116962MR","1795","INC","S","176  S 2nd AVE ","UPLAND","5","5.00 (0 0 0 0)","2,408","$443.52","$1,068,000","$1,068,000","$0.00","6,500","1951","6","4","06/27/2025"
"","31","LG24055376MR","1455","INC","S","5125   Bandera ST #A","MONTCLAIR","16","8.00 (0 0 0 0)","10,044","$423.13","$4,249,900","$3,920,000","","30,927","1963","351","12","07/02/2025"
"","45","SB25120857MR","1543","INC","S","226  W Maitland ST ","ONTARIO","4","3.00 (0 0 0 0)","1,451","$516.88","$750,000","$798,000","$0.00","9,143","1930","5","2","07/09/2025"
"","1","PW24255614MR","1543","INC","S","920  E Elma ST #A&B","ONTARIO","4","3.00 (0 0 0 0)","1,682","$415.58","$699,000","$500,000","$0.00","6,678","1941","98","2","07/10/2025"
"","15","CV25051990MR","1795","INC","S","1322   Randy St ","UPLAND","8","8.00 (0 0 0 0)","4,028","$372.14","$1,499,000","$1,450,000","$0.00","7,800","1964","73","4","07/12/2025"
"","49","CV25119144MR","1795","INC","S","294  W Buffington ST ","UPLAND","9","8.00 (0 0 0 0)","5,976","$305.39","$1,825,000","$1,750,000","$0.00","20,000","1976","17","2","07/12/2025"
"","1","CV25109154MR","469","INC","S","1320   Chelsa DR ","POMONA","4","3.00 (3 0 0 0)","2,189","$429.42","$940,000","$925,000","$0.00","7,612","1963","31","","07/14/2025"
"","1","CV25109408MR","469","INC","S","1320   Chelsa DR ","POMONA","1","1.00 (0 0 0 0)","2,189","$429.42","$940,000","$925,000","$0.00","7,612","1963","31","1","07/14/2025"
"","25","GD25036387IT","469","INC","S","1031  W 2nd ST ","POMONA","3","3.00 (0 0 0 0)","1,224","$530.56","$649,400","$640,000","","6,281","1928","93","3","07/16/2025"
"","1","AR25082791MR","469","INC","S","695  N Main ST ","POMONA","8","2.00 (0 0 0 0)","2,900","$341.38","$990,000","$960,000","","9,148","1903","63","1","07/17/2025"
"","34","CV25120287MR","1543","INC","S","226  E California ST ","ONTARIO","7","4.00 (0 0 0 0)","2,616","$349.77","$915,000","$960,000","$0.00","8,100","1961","17","3","07/18/2025"
