"Open Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM","# of Units","Change Date"
"","48","IV25127541MR","1795","INC","S","550  N 1st AVE ","UPLAND","3","2.00 (0 0 0 0)","1,860","$470.43","$875,000","$830,000","$0.00","7,000","1931","10","2","07/21/2025"
"","41","TR25096864MR","469","INC","S","1412  S White AVE ","POMONA","9","3.00 (0 0 0 0)","2,400","$524.58","$1,259,000","$1,165,000","","10,154","1960","48","3","07/23/2025"
"","61","OC25107724MR","1543","INC","S","623  E Elm ST ","ONTARIO","5","4.00 (0 0 0 0)","1,951","$470.98","$918,888","$900,000","$0.00","5,675","1958","66","2","07/24/2025"
"","","COMP25145168","469","INC","S","531   LINCOLN AVE ","POMONA","3","2.00 (2 0 0 0)","1,773","$394.81","$700,000","$700,000","","7,234","1923","0","2","07/29/2025"
"","","COMP25145262","469","INC","S","1032  W 4TH ST ","POMONA","6","3.00 (3 0 0 0)","2,312","$375.43","$868,000","$868,000","","5,898","1931","0","3","07/29/2025"
"","","COMP25145386","469","INC","S","367  N ELEANOR ST ","POMONA","3","2.00 (2 0 0 0)","1,184","$548.99","$650,000","$650,000","","6,825","1930","0","2","07/29/2025"
"","","COMP25145436","469","INC","S","338  E KINGSLEY AVE ","POMONA","6","6.00 (6 0 0 0)","2,374","$421.23","$1,000,000","$1,000,000","","7,926","1948","0","6","07/29/2025"
"","26","DW25055788MR","1543","INC","S","857  N Vineyard AVE ","ONTARIO","9","5.00 (0 0 0 0)","3,822","$268.18","$1,025,000","$975,000","","6,222","1963","97","4","07/29/2025"
"","12","CV25041520MR","1795","INC","S","1424   Springfield ST ","UPLAND","8","8.00 (0 0 0 0)","4,028","$322.49","$1,299,000","$1,230,000","","7,800","1965","122","4","07/30/2025"
"","19","SW25081651MR","1795","INC","S","180  S 2nd AVE ","UPLAND","3","3.00 (0 0 0 0)","1,110","$620.72","$689,000","$625,000","","6,500","1948","92","3","08/03/2025"
"","54","CV25126606MR","1795","INC","S","416  N 3rd AVE ","UPLAND","8","6.00 (0 0 0 0)","2,036","$466.60","$950,000","$858,000","$0.00","12,192","1924","28","3","08/08/2025"
"","6","CV25081960MR","1795","INC","S","1233   Woodbury CT ","UPLAND","8","8.00 (0 0 0 0)","4,380","$308.22","$1,350,000","$1,025,000","$0.00","7,380","1964","62","4","08/11/2025"
"","6","CV25084066MR","1795","INC","S","1241   Woodbury CT ","UPLAND","8","8.00 (0 0 0 0)","4,028","$335.15","$1,350,000","$1,025,000","$0.00","7,560","1964","62","4","08/11/2025"
"","","COMP25145553","487","INC","S","250   OLIVE ST ","CLAREMONT","8","6.00 (6 0 0 0)","3,536","$353.51","$1,250,000","$1,250,000","","27,477","1947","0","6","08/12/2025"
"","9","AR25098465MR","1543","INC","S","409  E Belmont ST ","ONTARIO","2","1.00 (0 0 0 0)","1,548","$483.85","$749,000","$754,000","$0.00","6,200","1989","53","2","08/13/2025"
"","17","CV25045344MR","487","INC","S","705   Pomello DR ","CLAREMONT","5","3.00 (3 0 0 0)","2,279","$2,347.52","$5,350,000","$3,500,001","$0.00","123,263","1912","67","","08/14/2025"
"","32","IV25147778MR","469","INC","S","1160  E Pasadena ST ","POMONA","4","3.00 (3 0 0 0)","2,112","$331.39","$699,900","$716,000","$0.00","7,716","1954","7","","08/19/2025"
"","4","TR25151630MR","469","INC","S","246  E 12th ST ","POMONA","5","3.00 (0 0 0 0)","2,164","$341.04","$738,000","$755,000","","6,897","1962","9","2","08/22/2025"
"","30","SR25129363MR","1543","INC","S","1571  E Olive ST ","ONTARIO","5","3.00 (0 0 0 0)","1,994","$408.73","$815,000","$810,000","$0.00","7,314","1954","52","2","08/26/2025"
"","6","CV25158050MR","469","INC","S","622  S Hamilton BLVD ","POMONA","8","4.00 (0 0 0 0)","2,336","$384.42","$898,000","$950,000","$0.00","6,516","1949","14","3","08/28/2025"
"","29","SR25143547MR","1543","INC","S","1571  E Olive ST ","ONTARIO","5","3.00 (3 0 0 0)","1,994","$408.73","$815,000","$810,000","$0.00","7,314","1954","39","","08/30/2025"
"","23","CV25189776MR","487","INC","S","356  W 8th ST ","CLAREMONT","3","2.00 (2 0 0 0)","1,618","$757.11","$1,225,000","$1,225,000","$0.00","8,252","1925","3","","09/03/2025"
"","8","WS25103038MR","469","INC","S","4185  E Grand AVE #A-B","POMONA","4","2.00 (0 0 0 0)","1,766","$438.84","$775,000","$768,000","$0.00","7,150","1964","57","2","09/04/2025"
"","10","CV25107582MR","1795","INC","S","558  E 9th ST #B","UPLAND","4","3.00 (0 0 0 0)","2,057","$459.41","$945,000","$905,000","$0.00","9,750","1905","77","3","09/11/2025"
"","37","25569305","469","INC","S","970  E 9th St ","Pomona","9","4.00 (0 0 0 0)","3,060","$326.47","$999,000","$980,000","","14,405","1923","21","3","09/18/2025"
"","69","SR25190539MR","469","INC","S","779  E Columbia AVE ","POMONA","6","3.00 (0 0 0 0)","1,812","$413.91","$750,000","$790,000","","8,501","1949","5","3","09/18/2025"
"","20","WS25131211MR","1795","INC","S","285  N Vallejo WAY ","UPLAND","9","5.00 (0 0 0 0)","3,820","$365.18","$1,395,000","$1,215,000","$0.00","11,700","1963","78","4","09/20/2025"
"","4","CV25155576MR","487","INC","S","267   Olive ST ","CLAREMONT","4","2.00 (0 0 0 0)","1,664","$540.26","$899,000","$885,000","","9,830","1933","0","2","09/22/2025"
"","41","CV25136185MR","469","INC","S","215  E 11th ST ","POMONA","3","0.00 (0 0 0 0)","1,792","$501.67","$899,000","$800,000","$0.00","7,842","1920","20","4","09/24/2025"
