"Open Houses","Change Date","Change Type","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM"
"","06/03/2021","Leased","21","EV21108552MR","1640","LSE","LD","87   Tennessee ST #A","REDLANDS","2","3.00 (2 0 1 0)","1,196","$1.92","$2,300","$2,300","","1,800","1982","12"
"","06/09/2021","Leased","17","EV21112983MR","1640","LSE","LD","1321   Campus AVE #B","REDLANDS","1","1.00 (1 0 0 0)","400","$3.56","$1,425","$1,425","$0.00","8,448","1954","8"
"","07/19/2021","Leased","25","EV21133319MR","1640","LSE","LD","127  E Palm DR ","REDLANDS","3","3.00 (2 0 1 0)","1,880","$1.33","$2,500","$2,500","","2,160","1975","24"
"","07/01/2021","Leased","10","EV21135312MR","1640","LSE","LD","248   New York ST ","REDLANDS","2","2.00 (2 0 0 0)","1,055","$1.99","$2,100","$2,100","$0.00","6,110","1979","9"
"","07/29/2021","Leased","1","EV21158192MR","1640","LSE","LD","321  S La Salle ST ","REDLANDS","2","1.00 (1 0 0 0)","684","$2.85","$1,950","$1,900","$0.00","10,000","1979","10"
"","08/05/2021","Leased","24","EV21163672MR","1640","LSE","LD","1510   Orange AVE #401","REDLANDS","3","3.00 (2 0 1 0)","1,693","$1.57","$2,650","$2,550","","1,146","2012","10"
"","09/01/2021","Leased","20","EV21168394MR","1640","LSE","LD","124   Carrie LN ","REDLANDS","3","3.00 (2 0 1 0)","1,518","$1.45","$2,200","$2,200","","1,518","1965","11"
"","08/20/2021","Leased","17","EV21175884MR","1640","LSE","LD","1510   Orange AVE #401","REDLANDS","3","3.00 (2 0 1 0)","1,693","$1.54","$2,600","$2,600","","1,146","2012","11"
"","09/01/2021","Leased","23","EV21177831MR","1640","LSE","LD","623 #1  Church PL ","REDLANDS","2","2.00 (1 1 0 0)","936","$2.24","$2,100","$2,100","$300.00","936","1986","13"
"","09/02/2021","Leased","10","EV21178516MR","1640","LSE","LD","131   Norwood ST #A","REDLANDS","3","2.00 (2 0 0 0)","1,700","$1.41","$2,400","$2,400","$0.00","9,500","1906","21"
"","10/16/2021","Leased","25","EV21204524MR","1640","LSE","LD","1259   Edwards ST #23","REDLANDS","2","2.00 (1 1 0 0)","1,040","$2.12","$2,200","$2,200","","3,630","1981","29"
"","09/22/2021","Leased","11","EV21204603MR","1431","LSE","LD","1365   Crafton AVE #1051","MENTONE","1","1.00 (1 0 0 0)","716","$2.03","$1,450","$1,450","","897","1991","5"
"","09/24/2021","Leased","10","EV21207121MR","1382","LSE","LD","11458   Loma Linda DR ","LOMA LINDA","2","2.00 (2 0 0 0)","1,188","$1.85","$2,200","$2,200","","2,668","1977","4"
"","10/07/2021","Leased","14","EV21220016MR","1382","LSE","LD","25815   Sunrise WAY ","LOMA LINDA","2","3.00 (2 0 1 0)","1,444","$1.25","$1,800","$1,800","","1,444","1986","3"
"","10/14/2021","Leased","8","EV21220437MR","1382","LSE","LD","10928   Evans ST ","LOMA LINDA","1","1.00 (1 0 0 0)","650","$2.15","$1,395","$1,395","$0.00","15,653","1950","10"
"","10/08/2021","Leased","10","EV21220479MR","1640","LSE","LD","1017   Lombard ST #D","REDLANDS","1","1.00 (1 0 0 0)","1,250","$1.40","$1,750","$1,750","$0.00","11,875","1965","4"
"","11/01/2021","Leased","13","EV21235986MR","1640","LSE","LD","122  S Buena Vista ST ","REDLANDS","2","2.00 (2 0 0 0)","600","$3.16","$1,895","$1,895","$0.00","11,920","1900","6"
"","11/15/2021","Leased","21","EV21242172MR","1640","LSE","LD","1555   Orange AVE #503","REDLANDS","3","3.00 (2 0 1 0)","1,314","$1.71","$2,250","$2,250","","1,550","2006","5"
"","12/12/2021","Leased","12","EV21258026MR","1431","LSE","LD","1365   Crafton AVE #1005","MENTONE","1","1.00 (1 0 0 0)","716","$2.23","$1,600","$1,600","","897","1991","8"
"","12/09/2021","Leased","12","EV21258387MR","1382","LSE","LD","11234   San Lucas DR #B","LOMA LINDA","1","1.00 (1 0 0 0)","400","$2.75","$1,100","$1,100","$0.00","7,750","1928","7"
"","12/20/2021","Leased","12","EV21263827MR","1640","LSE","LD","24  W Olive AVE ","REDLANDS","1","1.00 (1 0 0 0)","500","$3.20","$1,600","$1,600","$0.00","10,200","1929","3"
"","06/30/2021","Leased","11","IG21111533MR","1382","LSE","LD","25276   Barton RD #16","LOMA LINDA","2","2.00 (1 0 1 0)","700","$2.21","$1,550","$1,550","$0.00","34,950","1963","1"
"","06/15/2021","Leased","13","IG21119355MR","1382","LSE","LD","1965   Coulston ST #49","LOMA LINDA","3","2.00 (2 0 0 0)","1,392","$1.65","$2,300","$2,300","","1,392","1982","9"
"","10/18/2021","Leased","14","IN21215934MR","1640","LSE","LD","2061  W Redlands BLVD #14D","REDLANDS","3","3.00 (2 0 1 0)","1,444","$1.59","$2,300","$2,300","$0.00","1,444","1979","11"
"","02/25/2021","Leased","8","IV21006846MR","1640","LSE","LD","70   San Mateo  #6","REDLANDS","2","1.00 (1 0 0 0)","1,000","$1.90","$1,895","$1,895","$0.00","30,730","1961","22"
"","03/03/2021","Leased","8","IV21024550MR","1640","LSE","LD","224  W Olive AVE #4","REDLANDS","0","1.00 (1 0 0 0)","500","$2.79","$1,395","$1,395","$0.00","12,100","1910","26"
"","06/02/2021","Leased","17","IV21090766MR","1382","LSE","LD","1965   Coulston ST #10","LOMA LINDA","2","1.00 (1 0 0 0)","936","$1.81","$1,695","$1,695","","936","1981","29"
"","06/16/2021","Leased","36","IV21090778MR","1382","LSE","LD","1965   Coulston ST #24","LOMA LINDA","3","2.00 (2 0 0 0)","1,392","$1.36","$1,895","$1,895","","1,392","1982","42"
"","05/28/2021","Leased","23","IV21101628MR","1640","LSE","LD","148   Tamarisk ST ","REDLANDS","2","2.00 (1 0 1 0)","1,160","$1.72","$2,000","$2,000","","1,160","1979","12"
"","09/06/2021","Leased","11","IV21179364MR","1640","LSE","LD","70   San Mateo  #10","REDLANDS","2","1.00 (1 0 0 0)","1,000","$2.00","$1,995","$1,995","$0.00","30,730","1961","22"
"","12/06/2021","Leased","8","IV21239972MR","1640","LSE","LD","224  W Olive AVE #8","REDLANDS","1","1.00 (1 0 0 0)","900","$1.88","$1,695","$1,695","$0.00","12,100","1910","32"
"","11/29/2021","Leased","6","IV21245537MR","1640","LSE","LD","224  W Olive AVE #2","REDLANDS","1","1.00 (1 0 0 0)","900","$1.88","$1,695","$1,695","$0.00","12,000","1910","20"
"","02/14/2021","Leased","14","OC21014596MR","1640","LSE","LD","1510   Orange AVE #1103","REDLANDS","3","3.00 (2 0 1 0)","1,600","$1.56","$2,500","$2,500","","1,141","2011","23"
"","07/21/2021","Leased","17","OC21146454MR","1382","LSE","LD","1965   Coulston ST #48","LOMA LINDA","3","2.00 (2 0 0 0)","1,392","$1.65","$2,300","$2,300","","1,392","1982","13"
"","09/26/2021","Leased","26","OC21207071MR","1640","LSE","LD","141  N Center PL ","REDLANDS","3","3.00 (2 0 1 0)","1,392","$1.76","$2,450","$2,450","","1,392","1979","4"
"","03/19/2021","Leased","1","PW21057806MR","1640","LSE","LD","2061  W Redlands BLVD #20B","REDLANDS","3","3.00 (2 0 1 0)","1,444","$1.59","$2,300","$2,300","$325.00","1,444","1979","0"
"","06/01/2021","Leased","35","PW21084167MR","1382","LSE","LD","25619   Prospect AVE ","LOMA LINDA","3","3.00 (2 1 0 0)","1,320","$1.73","$2,285","$2,285","","1,500","2001","11"
"","11/05/2021","Leased","21","SB21237106MR","1382","LSE","LD","1965   Coulston ST #7","LOMA LINDA","3","2.00 (1 1 0 0)","1,392","$1.65","$2,300","$2,500","","1,392","1981","7"
"","07/09/2021","Leased","11","TR21131753MR","1640","LSE","LD","1362   Church ST #55","REDLANDS","2","2.00 (1 0 1 0)","975","$1.85","$1,800","$1,800","$0.00","975","1972","1"
