"Open Houses","Change Date","Change Type","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM"
"","01/03/2025","Leased","12","IG24251357MR","1640","LSE","LD","120  W Olive AVE #3","REDLANDS","1","1.00 (1 0 0 0)","600","$2.83","$1,695","$1,725","$0.00","8,400","1940","5"
"","02/20/2025","Leased","23","IG25003167MR","1640","LSE","LD","613   Pine Ave ","REDLANDS","2","1.00 (1 0 0 0)","1,000","$2.20","$2,195","$2,195","$0.00","11,920","1960","45"
"","02/24/2025","Leased","14","IG25004445MR","1431","LSE","LD","1365   Crafton AVE #1060","MENTONE","1","1.00 (1 0 0 0)","716","$2.37","$1,700","$1,700","","897","1991","34"
"","02/13/2025","Leased","15","IG25006882MR","1640","LSE","LD","93   Kansas ST #604","REDLANDS","3","3.00 (2 0 1 0)","1,270","$2.01","$2,550","$2,550","","1,000","2006","34"
"","02/11/2025","Leased","16","IG25009462MR","1640","LSE","LD","135  S Center ST ","REDLANDS","1","1.00 (1 0 0 0)","500","$3.30","$1,650","$1,650","$0.00","12,400","1910","23"
"","02/28/2025","Leased","22","IG25012156MR","1382","LSE","LD","11471   Benton ST ","LOMA LINDA","3","2.00 (2 0 0 0)","1,678","$1.97","$3,300","$3,300","","2,842","1977","40"
"","01/30/2025","Leased","37","IG25014602MR","1640","LSE","LD","1143   Kimberly PL ","REDLANDS","3","2.00 (2 0 0 0)","2,082","$1.59","$3,300","$3,300","","2,082","1977","7"
"","02/18/2025","Leased","10","IG25014710MR","1382","LSE","LD","25238   Taylor ST #A","LOMA LINDA","2","1.00 (1 0 0 0)","1,021","$1.66","$1,695","$1,695","$0.00","7,500","1964","24"
"","02/03/2025","Leased","12","IG25014951MR","1382","LSE","LD","25238   Taylor St #C","LOMA LINDA","2","1.00 (1 0 0 0)","1,021","$1.62","$1,650","$1,695","$0.00","7,500","1964","9"
"","02/11/2025","Leased","13","IG25016110MR","1640","LSE","LD","322   La Paloma ST ","REDLANDS","1","1.00 (1 0 0 0)","550","$2.72","$1,495","$1,495","$0.00","7,800","1955","16"
"","01/29/2025","Leased","18","IG25017127MR","1382","LSE","LD","25401   Cole ST ","LOMA LINDA","2","1.00 (1 0 0 0)","1,100","$1.50","$1,650","$1,650","$0.00","1,950","1957","5"
"","02/10/2025","Leased","18","IG25019978MR","1640","LSE","LD","822   Ardmore CIR ","REDLANDS","3","2.00 (2 0 0 0)","1,362","$1.76","$2,395","$2,395","","1,362","1979","9"
"","04/16/2025","Leased","15","IG25034045MR","1640","LSE","LD","26200   Redlands BLVD #41","REDLANDS","1","1.00 (1 0 0 0)","715","$2.38","$1,700","$1,700","","3,268","1981","49"
"","03/17/2025","Leased","15","IG25038320MR","1382","LSE","LD","25248   Van Leuven ST #4","LOMA LINDA","2","1.00 (1 0 0 0)","970","$1.75","$1,695","$1,695","$0.00","5,535","1965","21"
"","05/28/2025","Leased","13","IG25041501MR","1640","LSE","LD","315  W Colton AVE #1/2","REDLANDS","1","1.00 (1 0 0 0)","560","$2.95","$1,650","$1,650","$0.00","5,400","1926","31"
"","04/03/2025","Leased","11","IG25048950MR","1640","LSE","LD","603   Cajon ST ","REDLANDS","1","1.00 (1 0 0 0)","600","$2.83","$1,695","$1,695","$0.00","11,725","1930","26"
"","05/04/2025","Leased","22","IG25051874MR","1382","LSE","LD","11489   Benton ST ","LOMA LINDA","3","2.00 (2 0 0 0)","1,607","$1.80","$2,900","$2,900","","2,904","1977","24"
"","03/31/2025","Leased","13","IG25054726MR","1640","LSE","LD","24  W Olive AVE #10","REDLANDS","1","1.00 (1 0 0 0)","700","$2.42","$1,695","$1,695","$0.00","10,200","1929","9"
"","05/27/2025","Leased","14","IG25055925MR","1382","LSE","LD","11234   San Lucas DR ","LOMA LINDA","2","1.00 (1 0 0 0)","700","$2.28","$1,595","$1,595","$0.00","7,750","1928","67"
"","04/30/2025","Leased","23","IG25062524MR","1640","LSE","LD","26200   Redlands BLVD ","REDLANDS","2","2.00 (2 0 0 0)","994","$1.96","$1,950","$1,950","","3,268","1981","37"
"","05/19/2025","Leased","14","IG25068333MR","1431","LSE","LD","1342   Agate AVE #2B","MENTONE","2","1.00 (1 0 0 0)","700","$2.21","$1,550","$1,550","$0.00","2,800","1963","45"
"","09/26/2025","Leased","12","IG25071105MR","1640","LSE","LD","95   Tennessee ST #F","REDLANDS","2","3.00 (2 0 1 0)","1,196","$2.22","$2,650","$2,650","","1,800","1982","178"
"","04/16/2025","Leased","12","IG25072124MR","1640","LSE","LD","605   Cajon ST ","REDLANDS","1","1.00 (1 0 0 0)","600","$2.83","$1,695","$1,695","$0.00","11,725","1930","9"
"","05/02/2025","Leased","18","IG25073894MR","1640","LSE","LD","534   Roosevelt RD ","REDLANDS","2","1.00 (1 0 0 0)","1,000","$2.00","$1,995","$1,995","$0.00","68,824","1964","15"
"","05/05/2025","Leased","12","IG25076797MR","1640","LSE","LD","24  W Olive AVE #5","REDLANDS","1","1.00 (1 0 0 0)","500","$3.50","$1,750","$1,750","$0.00","10,200","1929","27"
"","05/05/2025","Leased","12","IG25077192MR","1382","LSE","LD","10910   Evans ST ","LOMA LINDA","1","1.00 (1 0 0 0)","650","$2.23","$1,450","$1,450","$0.00","15,653","1950","24"
"","05/29/2025","Leased","13","IG25080015MR","1640","LSE","LD","927   Orange ST #1","REDLANDS","1","1.00 (1 0 0 0)","900","$1.56","$1,400","$1,400","$0.00","5,040","1940","48"
"","04/25/2025","Leased","11","IG25080027MR","1640","LSE","LD","927   Orange ST #3","REDLANDS","1","1.00 (1 0 0 0)","520","$2.69","$1,400","$1,300","$0.00","5,040","1940","14"
"","06/25/2025","Leased","13","IG25080046MR","1640","LSE","LD","927   Orange ST #4","REDLANDS","1","1.00 (1 0 0 0)","525","$2.67","$1,400","$1,350","$0.00","5,040","1940","75"
"","06/09/2025","Leased","12","IG25080064MR","1640","LSE","LD","927   Orange ST #5","REDLANDS","1","1.00 (1 0 0 0)","600","$2.25","$1,350","$1,350","$0.00","5,040","1940","59"
"","04/25/2025","Leased","10","IG25080082MR","1640","LSE","LD","927   Orange ST #6","REDLANDS","0","1.00 (1 0 0 0)","300","$3.33","$1,000","$1,000","$0.00","5,040","1940","14"
"","05/31/2025","Leased","9","IG25084799MR","1431","LSE","LD","2279   Mentone Blvd ","MENTONE","1","1.00 (1 0 0 0)","600","$2","$1,200","$1,200","$0.00","31,200","1945","1"
"","05/19/2025","Leased","14","IG25088211MR","1431","LSE","LD","1365   Crafton AVE ","MENTONE","1","1.00 (1 0 0 0)","897","$1.89","$1,695","$1,695","","897","1991","21"
"","09/03/2025","Leased","36","IG25090409MR","1640","LSE","LD","1200  E Highland AVE #402","REDLANDS","2","3.00 (2 0 1 0)","1,394","$1.94","$2,700","$2,700","","1,000","2007","92"
"","05/05/2025","Leased","12","IG25090593MR","1382","LSE","LD","10926   Evans ST ","LOMA LINDA","1","1.00 (1 0 0 0)","650","$2.23","$1,450","$1,450","$0.00","15,653","1950","8"
"","05/19/2025","Leased","19","IG25100888MR","1431","LSE","LD","1365   Crafton AVE #2122","MENTONE","3","2.00 (2 0 0 0)","944","$2.22","$2,100","$2,100","","1,104","1991","9"
"","06/25/2025","Leased","15","IG25109345MR","1382","LSE","LD","10864   Pepper WAY ","LOMA LINDA","3","2.00 (2 0 0 0)","1,111","$2.30","$2,550","$2,550","","2,040","1990","11"
"","08/16/2025","Leased","20","IG25122113MR","1640","LSE","LD","168   Tamarisk ST ","REDLANDS","3","3.00 (2 0 1 0)","1,392","$1.94","$2,700","$2,700","","1,392","1979","37"
"","07/29/2025","Leased","21","IG25127423MR","1640","LSE","LD","120  W Olive AVE #5","REDLANDS","2","2.00 (1 0 1 0)","700","$2.56","$1,795","$1,795","$0.00","8,400","1940","49"
"","06/30/2025","Leased","16","IG25132280MR","1382","LSE","LD","10914   EVans ST ","LOMA LINDA","1","1.00 (1 0 0 0)","650","$2.30","$1,495","$1,495","$0.00","15,653","1964","8"
"","07/21/2025","Leased","23","IG25132990MR","1640","LSE","LD","40   Dearborn CIR ","REDLANDS","3","3.00 (2 0 1 0)","1,437","$2.01","$2,895","$28,955","","2,000","1982","36"
"","07/31/2025","Leased","10","IG25138866MR","1382","LSE","LD","25276   Barton RD #6","LOMA LINDA","1","1.00 (1 0 0 0)","600","$2.50","$1,500","$1,500","$0.00","34,950","1963","41"
"","07/08/2025","Leased","21","IG25141493MR","1640","LSE","LD","135   Center ST #1","REDLANDS","2","1.00 (1 0 0 0)","650","$3.07","$1,995","$1,995","$0.00","12,400","1910","8"
"","07/13/2025","Leased","15","IG25143775MR","1431","LSE","LD","1365   Crafton AVE #2018","MENTONE","3","2.00 (2 0 0 0)","944","$2.07","$1,950","$1,950","","1,104","1991","14"
"","08/10/2025","Leased","30","IG25147073MR","1640","LSE","LD","1169   Cornell AVE ","REDLANDS","2","2.00 (2 0 0 0)","1,040","$2.26","$2,350","$2,350","","3,630","1981","40"
"","08/09/2025","Leased","19","IG25147086MR","1640","LSE","LD","26200   Redlands BLVD ","REDLANDS","1","1.00 (1 0 0 0)","715","$2.52","$1,800","$1,800","$365.00","3,268","1981","38"
"","07/17/2025","Leased","21","IG25154959MR","1640","LSE","LD","876   Ardmore CIR ","REDLANDS","3","2.00 (2 0 0 0)","1,152","$2.25","$2,595","$2,595","","1,152","1979","4"
"","07/27/2025","Leased","22","IG25156152MR","1640","LSE","LD","1510   Orange AVE #504","REDLANDS","2","3.00 (2 0 1 0)","1,306","$2.14","$2,795","$2,795","$0.00","1,035","2012","14"
"","09/03/2025","Leased","33","IG25161823MR","1382","LSE","LD","25236   Lawton AVE ","LOMA LINDA","2","1.00 (1 0 0 0)","890","$2.81","$2,500","$2,400","","890","1975","30"
"","07/29/2025","Leased","8","IG25163797MR","1382","LSE","LD","25238   Taylor ST #B","LOMA LINDA","2","1.00 (1 0 0 0)","1,021","$1.71","$1,750","$1,750","$0.00","7,500","1964","3"
"","09/19/2025","Leased","23","IG25178045MR","1640","LSE","LD","234  E Fern AVE #101","REDLANDS","2","2.00 (2 0 0 0)","1,188","$1.85","$2,195","$21,295","","1,200","1980","40"
"","08/22/2025","Leased","22","IG25181510MR","1640","LSE","LD","534   Roosevelt RD #M","REDLANDS","2","1.00 (1 0 0 0)","700","$2.71","$1,895","$1,895","$0.00","68,824","1964","9"
"","09/16/2025","Leased","17","IG25185262MR","1382","LSE","LD","11499   Benton ST ","LOMA LINDA","4","2.00 (2 0 0 0)","1,607","$1.87","$3,000","$3,000","","2,838","1977","22"
"","09/15/2025","Leased","14","IG25195698MR","1431","LSE","LD","1365   Crafton AVE ","MENTONE","1","1.00 (1 0 0 0)","716","$2.37","$1,700","$1,700","","897","1991","10"
"","04/06/2025","Leased","17","IN25019210MR","1640","LSE","LD","2061  W Redlands BLVD #22B","REDLANDS","3","3.00 (2 0 1 0)","1,444","$1.84","$2,650","$2,650","$0.00","1,444","1979","50"
"","01/28/2025","Leased","10","IV24172999MR","1640","LSE","LD","70  N San Mateo  #5","REDLANDS","2","1.00 (1 0 0 0)","1,000","$1.70","$1,695","$1,695","$0.00","30,730","1961","161"
"","01/07/2025","Leased","13","IV24174939MR","1640","LSE","LD","70  N San Mateo  #3","REDLANDS","2","1.00 (1 0 0 0)","1,000","$1.90","$1,895","$1,895","$0.00","30,730","1961","138"
"","02/01/2025","Leased","12","IV24221576MR","1382","LSE","LD","11267   San Lucas DR ","LOMA LINDA","1","1.00 (1 0 0 0)","500","$3.10","$1,550","$1,550","$0.00","1,111","1937","96"
"","01/17/2025","Leased","25","IV24239759MR","1382","LSE","LD","25762   Sunrise WAY ","LOMA LINDA","3","2.00 (2 0 0 0)","1,319","$2.05","$2,700","$2,700","$0.00","1,319","1986","53"
"","02/03/2025","Leased","17","IV24247833MR","1640","LSE","LD","1555   Orange AVE #1307","REDLANDS","3","3.00 (2 0 1 0)","1,314","$2.05","$2,700","$2,850","","1,550","2005","50"
"","02/14/2025","Leased","21","IV25017324MR","1382","LSE","LD","25762   Sunrise WAY ","LOMA LINDA","3","2.00 (2 0 0 0)","1,319","$2.05","$2,700","$2,650","","1,319","1986","21"
"","08/18/2025","Leased","23","IV25163818MR","1382","LSE","LD","10794   Loro Verde AVE ","LOMA LINDA","3","3.00 (3 0 0 0)","1,250","$2.24","$2,795","$2,795","","1,196","1980","28"
"","07/29/2025","Leased","24","NP25161679MR","1431","LSE","LD","1365   Crafton AVE #2065","MENTONE","3","2.00 (2 0 0 0)","944","$2.54","$2,400","$2,400","$0.00","1,104","1991","8"
"","06/03/2025","Leased","21","OC25105209MR","1640","LSE","LD","1510   Orange Ave #1304","REDLANDS","3","3.00 (2 0 1 0)","1,693","$2.22","$3,750","$3,300","","","2009","19"
"","08/14/2025","Leased","12","OC25112251MR","1640","LSE","LD","1209   Oxford DR #A","REDLANDS","3","2.00 (2 0 0 0)","1,006","$2.78","$2,800","$2,800","","11,919","1989","86"
"","03/30/2025","Leased","18","PW24135941MR","1640","LSE","LD","1555   Orange AVE #607","REDLANDS","3","3.00 (2 0 1 0)","1,314","$2.05","$2,700","$2,700","","1,550","2006","270"
"","09/08/2025","Leased","26","PW25161337MR","1382","LSE","LD","25619   Prospect AVE ","LOMA LINDA","3","3.00 (2 1 0 0)","1,320","$2.16","$2,850","$2,800","","1,500","2001","46"
"","04/01/2025","Leased","34","SW25019306MR","1666","LSE","LD","1565   Coulston ST #15","SAN BERNARDINO","3","3.00 (2 0 1 0)","1,264","$1.66","$2,099","$2,099","","1,680","1984","38"
"","06/27/2025","Leased","13","SW25121152MR","1382","LSE","LD","11172   Richmont Rd ","LOMA LINDA","1","1.00 (1 0 0 0)","1,000","$2.00","$1,995","$1,995","$0.00","7,440","1951","28"
"","02/01/2025","Leased","13","TR25003739MR","1640","LSE","LD","1555   Orange AVE #703","REDLANDS","3","3.00 (2 0 1 0)","1,314","$2.09","$2,750","$2,750","","1,550","2006","17"
